step,temperature,current_energy,best_energy,current_state,best_state
320,1312.0186506244306,0.376,0.2245,"[1.         0.876636   0.28785205 0.17092317 0.16429282 0.11386507
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
330,1196.5752308065955,0.3065,0.2245,"[1.         0.49048796 0.34572624 0.17035549 0.16419439 0.03850407
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
340,1091.2895806004146,0.329,0.2245,"[1.         0.47676533 0.26585736 0.26446039 0.21403492 0.02640049
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
350,995.2679263837426,0.5155,0.2245,"[1.         0.48093411 0.07614871 0.07593232 0.07345846 0.07286293
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
360,907.6951369252529,0.4015,0.2245,"[1.         0.91616212 0.32064882 0.07593232 0.07567815 0.07523785
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
370,827.8278037064773,0.391,0.2245,"[1.         0.84899641 0.18124678 0.17387142 0.17387142 0.04277714
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
380,754.9879301005036,0.5765,0.2245,"[1.         0.92538177 0.05925564 0.05866833 0.05699617 0.05699144
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
390,688.5571758345411,0.739,0.2245,"[1.         1.         0.76764728 0.05866833 0.05866833 0.05866833
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
400,627.9716078773948,0.406,0.2245,"[1.61361582 1.         0.81037713 0.76764728 0.76521025 0.05866833
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
410,572.7169131919431,0.3065,0.2245,"[1.         0.91515607 0.6713333  0.321789   0.31383226 0.29041398
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
420,522.3240327135096,0.3145,0.2245,"[1.         0.95274389 0.92712399 0.30878819 0.27108341 0.2301327
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
430,476.36517949081156,0.337,0.2245,"[1.         0.51378415 0.50252327 0.47686092 0.46649157 0.12994062
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
440,434.4502071873439,0.39,0.2245,"[1.         0.68667573 0.50252327 0.50240832 0.49597487 0.45291959
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
450,396.2232981152785,0.3565,0.2245,"[1.         0.9843555  0.78434717 0.53200174 0.26069473 0.23506364
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
460,361.3599426864818,0.5815,0.2245,"[1.         0.9843555  0.97901096 0.53200174 0.53200174 0.40440158
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
470,329.5641846391018,0.3715,0.2245,"[1.         1.         0.98030507 0.97623796 0.66526752 0.52925306
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
480,300.5661086543529,0.4065,0.2245,"[1.         1.         0.72810045 0.72507969 0.66396427 0.56516894
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
490,274.11954903579607,0.4185,0.2245,"[1.         1.         1.         0.72810045 0.69306159 0.63424546
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
500,249.9999999999999,0.487,0.2245,"[1.         0.24401939 0.17854443 0.17854443 0.12374229 0.113241
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
510,228.0027098389772,0.4705,0.2245,"[1.         0.52275215 0.11211681 0.08281639 0.08281639 0.05690322
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
520,207.94094277566765,0.5015,0.2245,"[1.         1.         1.         0.05439704 0.04128029 0.02836372
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
530,189.64439375729575,0.271,0.2245,"[1.         0.68710145 0.68710145 0.67958754 0.04520497 0.02800877
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
540,172.957742729734,0.565,0.2245,"[1.         0.75557036 0.75557036 0.31691049 0.31691049 0.08690938
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
550,157.73933612004814,0.646,0.2245,"[1.         0.92939723 0.86484085 0.77967115 0.77967115 0.1962717
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
560,143.85998433428912,0.2835,0.2245,"[1.         0.63061909 0.56898362 0.51271518 0.36208378 0.27748165
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
570,131.2018650624431,0.295,0.2245,"[1.         0.69496154 0.37047434 0.36104951 0.23575854 0.20072132
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
580,119.65752308065949,0.4815,0.2245,"[1.         0.85218755 0.17747125 0.09220065 0.084153   0.07109277
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
590,109.12895806004144,0.4745,0.2245,"[1.         0.92733063 0.79484279 0.11787479 0.10049744 0.07316852
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
600,99.5267926383742,0.6145,0.2245,"[1.         0.98566561 0.79484279 0.11787479 0.11787479 0.11578053
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
610,90.76951369252528,0.247,0.2245,"[1.         0.59966542 0.48357144 0.41227892 0.0717134  0.07158844
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
620,82.78278037064767,0.3395,0.2245,"[1.         0.61151914 0.60609206 0.41227892 0.3679606  0.3679606
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
630,75.49879301005035,0.3515,0.2245,"[1.         1.         0.96778867 0.19107678 0.15174615 0.15174615
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
640,68.85571758345408,0.324,0.2245,"[1.         1.         0.42127202 0.38141648 0.07537237 0.06938462
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
650,62.79716078773944,0.246,0.222,"[1.         1.         0.67947896 0.56375922 0.21911958 0.04658161
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
660,57.2716913191943,0.317,0.222,"[1.         1.         0.89045376 0.7903885  0.59451849 0.31069139
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
670,52.23240327135093,0.3835,0.222,"[1.         0.70505526 0.6278191  0.6278191  0.62646253 0.41792074
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
680,47.63651794908115,0.3555,0.222,"[1.80932599 0.99917211 0.81064254 0.6954889  0.64766701 0.41792074
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
690,43.445020718734334,0.474,0.222,"[1.         0.78340648 0.18759767 0.15626768 0.15620873 0.15286823
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
700,39.622329811527806,0.239,0.222,"[1.         0.54733784 0.4848253  0.38988271 0.10913741 0.10912959
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
710,36.13599426864814,0.727,0.222,"[1.         0.19246604 0.1816384  0.17805812 0.17805812 0.03837436
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
720,32.95641846391015,0.493,0.222,"[1.         0.56527852 0.06511052 0.06511052 0.06511052 0.03505827
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
730,30.05661086543531,0.4305,0.222,"[1.         0.21563915 0.21563915 0.17261242 0.02483798 0.02459212
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
740,27.411954903579595,0.602,0.222,"[1.         0.93627769 0.0761286  0.07001698 0.05096867 0.04815696
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
750,24.999999999999986,0.3145,0.222,"[1.         1.         0.43737597 0.24097714 0.05096867 0.05053145
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
760,22.80027098389772,0.261,0.222,"[1.         0.73032444 0.70770808 0.21059931 0.06008087 0.03112551
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
770,20.79409427756676,0.353,0.222,"[1.         0.78337168 0.34015965 0.21116499 0.02853197 0.02663194
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
780,18.96443937572957,0.3515,0.222,"[1.         0.47151529 0.36727394 0.09219569 0.05735814 0.05149292
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
790,17.295774272973397,0.312,0.222,"[1.         0.64046382 0.36727394 0.2452389  0.0915512  0.0915512
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
800,15.773933612004821,0.3395,0.222,"[1.         0.80940699 0.32166686 0.17626768 0.14229536 0.05376647
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
810,14.385998433428908,0.353,0.222,"[1.         0.40798917 0.29643049 0.15369716 0.15369716 0.03820172
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
820,13.120186506244307,0.312,0.222,"[1.16124813 0.58497017 0.56295423 0.24344444 0.22491417 0.19816845
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
830,11.965752308065944,0.4955,0.222,"[1.         0.87518739 0.11524798 0.04846634 0.04795722 0.03945254
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
840,10.91289580600414,0.485,0.222,"[1.         0.50580695 0.06660657 0.06350378 0.04888689 0.02280125
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
850,9.95267926383742,0.5735,0.222,"[1.         0.40706547 0.01956064 0.01864943 0.01491018 0.01430891
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
860,9.076951369252525,0.539,0.222,"[1.90759795 0.61666921 0.03661861 0.01257515 0.01224812 0.01224334
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
870,8.278278037064773,0.472,0.222,"[1.         0.50176256 0.14606438 0.01259544 0.0085378  0.00755903
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
880,7.549879301005039,0.597,0.222,"[1.88073487e+00 8.94580038e-02 7.67265917e-02 6.63549625e-02
 1.52218275e-03 1.46431917e-03 0.00000000e+00]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
890,6.885571758345406,0.442,0.222,"[1.00000000e+00 1.00000000e+00 1.71586422e-01 4.00760666e-02
 7.14402347e-04 6.88552976e-04 0.00000000e+00]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
900,6.279716078773954,0.2335,0.222,"[1.00000000e+00 5.72669001e-01 5.70350662e-01 5.11938159e-01
 2.87936281e-01 4.06293650e-04 0.00000000e+00]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
910,5.727169131919428,0.3825,0.222,"[1.         0.77291589 0.1506493  0.15054966 0.10479827 0.00490993
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
920,5.2232403271350965,0.5015,0.222,"[1.         1.         0.10524335 0.04919272 0.0342237  0.01325547
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
930,4.763651794908118,0.3595,0.222,"[1.         1.         0.98984097 0.10008808 0.09103414 0.02663501
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
940,4.34450207187344,0.295,0.222,"[1.         0.76462236 0.66002549 0.27467447 0.09853419 0.0704745
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
950,3.96223298115278,0.351,0.222,"[1.         0.99472553 0.86182527 0.27467447 0.27096914 0.23468932
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
960,3.61359942686481,0.3315,0.222,"[1.         0.85037322 0.73467387 0.71496443 0.62770655 0.27298263
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
970,3.295641846391017,0.283,0.222,"[1.         0.56577525 0.45749359 0.45749359 0.39433872 0.23829335
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
980,3.0056610865435274,0.5785,0.222,"[1.         0.88975761 0.68589162 0.52423159 0.52423159 0.38656895
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
990,2.741195490357959,0.357,0.222,"[1.         1.         0.36814541 0.34027494 0.28137602 0.26381084
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
1000,2.499999999999998,0.4195,0.222,"[1.         0.47034306 0.24667625 0.10124429 0.0948109  0.07849342
 0.        ]","[1.         0.62846074 0.59731364 0.51231751 0.21911958 0.04527134
 0.        ]"
