step,temperature,current_energy,best_energy,current_state,best_state
0,25000.0,0.1165,0.1165,"[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
10,22800.270983897743,0.347,0.1115,"[1.         0.31397468 0.3130781  0.3130781  0.2759709  0.14412338
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
20,20794.094277566775,0.271,0.1115,"[1.83256617 0.54375739 0.38298522 0.16817783 0.16000609 0.1456149
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
30,18964.43937572959,0.274,0.1115,"[1.         0.99043923 0.1265641  0.1265641  0.05429923 0.05287679
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
40,17295.77427297341,0.3215,0.1115,"[1.         0.97595074 0.92672147 0.07212815 0.03836282 0.03030325
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
50,15773.933612004832,0.234,0.1115,"[1.25734365 0.42439618 0.4047079  0.30702542 0.01629138 0.01286876
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
60,14385.99843342892,0.337,0.1115,"[1.82383521 0.29677139 0.2256142  0.0907049  0.0907049  0.00380183
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
70,13120.186506244314,0.4935,0.1115,"[1.41886666 0.06941531 0.05602627 0.04595465 0.02807109 0.01619944
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
80,11965.752308065956,0.355,0.1115,"[1.         0.31386371 0.14515078 0.02750344 0.02470877 0.01346366
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
90,10912.895806004148,0.287,0.1115,"[1.         0.70572342 0.19586412 0.0039048  0.00357786 0.00191151
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
100,9952.67926383743,0.67,0.1115,"[1.         0.37721031 0.37721031 0.20068932 0.13763511 0.00174184
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
110,9076.951369252534,0.808,0.1115,"[1.         0.19684569 0.19684569 0.10472892 0.10472892 0.07893393
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
120,8278.278037064774,0.9815,0.1115,"[1.82926333 0.09553809 0.09553809 0.09553809 0.06601448 0.04206964
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
130,7549.87930100504,1.118,0.1115,"[1.46863906 0.01627024 0.01627024 0.01627024 0.01627024 0.00716451
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
140,6885.571758345414,0.257,0.1115,"[1.         0.77874696 0.18502228 0.00710642 0.00710642 0.0063221
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
150,6279.7160787739485,0.294,0.1115,"[1.         0.48153655 0.07970354 0.06026149 0.05653311 0.00282579
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
160,5727.169131919431,0.3975,0.1115,"[1.71539383e+00 2.65827317e-01 5.31831235e-02 1.48035811e-02
 1.48035811e-02 5.71156962e-04 0.00000000e+00]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
170,5223.240327135098,0.5235,0.1115,"[1.00000000e+00 1.00000000e+00 2.79206193e-02 1.22631358e-02
 1.86708677e-03 7.20365969e-05 0.00000000e+00]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
180,4763.651794908117,0.2595,0.1115,"[1.         0.62830061 0.35340185 0.00644037 0.00548774 0.00548774
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
190,4344.502071873437,0.287,0.1115,"[1.         0.41804769 0.31283604 0.25832613 0.15577003 0.12820424
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
200,3962.232981152783,0.493,0.1115,"[1.         0.08502527 0.03257947 0.03208764 0.01622225 0.01498525
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
210,3613.599426864818,0.283,0.1115,"[1.         0.78234228 0.10681535 0.01617185 0.01402773 0.0074384
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
220,3295.6418463910177,0.3165,0.1115,"[1.20699546 0.43314882 0.12314875 0.00527162 0.00457269 0.00449739
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
230,3005.661086543532,0.293,0.1115,"[1.         0.52559228 0.52559228 0.04159022 0.02521955 0.00135393
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
240,2741.195490357961,0.2255,0.1115,"[1.         1.         0.19285915 0.19285915 0.01282644 0.0060549
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
250,2499.9999999999995,0.2275,0.1115,"[1.13028291 0.48602805 0.42837532 0.18514737 0.06465327 0.01850233
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
260,2280.027098389774,0.158,0.1115,"[1.96699102 0.63324892 0.51143309 0.46455936 0.08950754 0.01075437
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
270,2079.409427756677,0.251,0.1115,"[1.         0.75688079 0.73026314 0.21506382 0.15094653 0.00329352
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
280,1896.4439375729587,0.171,0.1115,"[1.80236671 0.96856139 0.28777832 0.28569371 0.08372031 0.01050774
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
290,1729.5774272973404,0.233,0.1115,"[1.         0.97614408 0.46114257 0.08603422 0.08603422 0.05015802
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
300,1577.3933612004823,0.167,0.1115,"[1.         0.98909794 0.38173931 0.38173931 0.38173931 0.32934845
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
310,1438.5998433428915,0.1865,0.1115,"[1.52690805 0.98909794 0.54005257 0.54005257 0.38173931 0.38113509
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
320,1312.0186506244306,0.244,0.1115,"[1.         0.70781002 0.18576322 0.18576322 0.18576322 0.13109998
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.24497974
 0.        ]"
