step,temperature,current_energy,best_energy,current_state,best_state
270,2079.409427756677,0.2995,0.086,"[1.         0.50565012 0.07563131 0.01536643 0.01063822 0.00956133
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
280,1896.4439375729587,0.275,0.086,"[1.         0.92767711 0.04992642 0.00686638 0.00686638 0.00386319
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
290,1729.5774272973404,0.272,0.086,"[1.         0.92767711 0.35587356 0.04992642 0.04578407 0.04228456
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
300,1577.3933612004823,0.2945,0.086,"[1.         0.40361391 0.36508229 0.3086658  0.3086658  0.16208844
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
310,1438.5998433428915,0.2385,0.086,"[1.         0.99238404 0.95024814 0.73311002 0.45743629 0.28898699
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
320,1312.0186506244306,0.196,0.086,"[1.         0.92381296 0.72189193 0.67515332 0.65195691 0.22224386
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
330,1196.5752308065955,0.563,0.086,"[1.68330801 0.36749052 0.36749052 0.28958216 0.2621945  0.19070076
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
340,1091.2895806004146,0.453,0.086,"[1.         0.07955186 0.06114027 0.05575013 0.05463269 0.04890023
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
350,995.2679263837426,0.486,0.086,"[1.         0.04301889 0.04077505 0.02420307 0.02399269 0.02238309
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
360,907.6951369252529,0.392,0.086,"[1.         1.         0.02432929 0.02191569 0.01584742 0.01335534
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
370,827.8278037064773,0.255,0.086,"[1.         0.99336728 0.25862301 0.01062097 0.01034314 0.01020996
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
380,754.9879301005036,0.2115,0.086,"[1.         0.57966583 0.28253581 0.14962629 0.12650155 0.00542298
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
390,688.5571758345411,0.228,0.086,"[1.         0.54049195 0.21228318 0.2095195  0.20693951 0.00407455
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
400,627.9716078773948,0.479,0.086,"[1.58315751e+00 5.13715775e-02 3.19310809e-02 2.01453074e-02
 1.96687646e-02 1.30092495e-03 0.00000000e+00]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
410,572.7169131919431,0.3055,0.086,"[1.         0.50265334 0.01965776 0.01925097 0.01390259 0.00935953
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
420,522.3240327135096,0.2675,0.086,"[1.         0.34804124 0.28204894 0.24936934 0.00678579 0.00456835
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
430,476.36517949081156,0.287,0.086,"[1.         0.45719378 0.19432254 0.08791951 0.08787043 0.08532177
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
440,434.4502071873439,0.2095,0.086,"[1.         0.75076072 0.30418613 0.1539137  0.08978908 0.06640095
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
450,396.2232981152785,0.26,0.086,"[1.         0.68463182 0.25649395 0.06418157 0.06101985 0.02832333
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
460,361.3599426864818,0.3555,0.086,"[1.         0.28456232 0.19268302 0.07398736 0.02667661 0.02667661
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
470,329.5641846391018,0.3395,0.086,"[1.         0.22226375 0.21082297 0.19480558 0.0613317  0.0191699
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
480,300.5661086543529,0.2045,0.086,"[1.         0.71947565 0.19495082 0.19342705 0.10152469 0.09802783
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
490,274.11954903579607,0.2445,0.086,"[1.         1.         0.3019812  0.23842019 0.07465569 0.06655735
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
500,249.9999999999999,0.2085,0.086,"[1.         0.70030372 0.52379375 0.11081432 0.03718009 0.02755057
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
510,228.0027098389772,0.1395,0.086,"[1.         0.61238717 0.41520921 0.26654966 0.09069157 0.0163347
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
520,207.94094277566765,0.159,0.086,"[1.91442033 0.60125289 0.39310556 0.36027885 0.17052542 0.13467931
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
530,189.64439375729575,0.2415,0.086,"[1.         0.80084542 0.25031805 0.07075546 0.03479311 0.03107232
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
540,172.957742729734,0.249,0.086,"[1.         0.56851522 0.14850966 0.13510717 0.13510717 0.04197807
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
550,157.73933612004814,0.38,0.086,"[1.         0.26090544 0.06743369 0.05366173 0.04961086 0.04245431
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
560,143.85998433428912,0.246,0.086,"[1.         1.         0.17084256 0.12630685 0.02638853 0.02638853
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
570,131.2018650624431,0.2945,0.086,"[1.75763683 0.52816603 0.09023324 0.06671099 0.06668732 0.06668732
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
580,119.65752308065949,0.159,0.086,"[1.85957437 0.99644448 0.59092435 0.45627038 0.43142637 0.03794147
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
590,109.12895806004144,0.3395,0.086,"[1.         0.24865094 0.23999059 0.23999059 0.10816713 0.0801583
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
600,99.5267926383742,0.205,0.086,"[1.         0.68946321 0.68850579 0.68850579 0.11934977 0.07944766
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
610,90.76951369252528,0.364,0.086,"[1.         0.44090186 0.44082848 0.44028961 0.44028961 0.4368095
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
620,82.78278037064767,0.31,0.086,"[1.47815131 0.43396531 0.25044345 0.2261447  0.22586834 0.22408305
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
630,75.49879301005035,0.609,0.086,"[1.         0.29376875 0.29376875 0.01882769 0.01786278 0.01684598
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
640,68.85571758345408,0.3185,0.086,"[1.         0.61092274 0.15564212 0.03766623 0.0324763  0.02331932
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
650,62.79716078773944,0.324,0.086,"[1.87156519 0.33096485 0.16085953 0.09855259 0.04952922 0.04952922
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
660,57.2716913191943,0.3435,0.086,"[1.         0.34186503 0.07531608 0.02302841 0.02302841 0.02032353
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
670,52.23240327135093,0.275,0.086,"[1.         0.89652988 0.03741258 0.02962757 0.01767557 0.01038129
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
680,47.63651794908115,0.137,0.086,"[1.         0.95049111 0.59866821 0.57587912 0.02422343 0.02381184
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
690,43.445020718734334,0.1425,0.086,"[1.         0.88929335 0.46805419 0.46317871 0.01465613 0.01461987
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
700,39.622329811527806,0.2485,0.086,"[1.         0.38065169 0.3401928  0.3385783  0.00557888 0.00557888
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
710,36.13599426864814,0.4045,0.086,"[1.         0.14559126 0.10971393 0.10965365 0.10258988 0.06987558
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
720,32.95641846391015,0.1245,0.086,"[1.         0.72342642 0.52535413 0.41705372 0.07421623 0.07224443
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
730,30.05661086543531,0.122,0.086,"[1.45344102 0.87254165 0.49101946 0.48660327 0.366918   0.06393019
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
740,27.411954903579595,0.355,0.086,"[1.18863375 0.28900674 0.17838092 0.11037344 0.11037344 0.1054513
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
750,24.999999999999986,0.239,0.086,"[1.         0.91377512 0.49017443 0.38663288 0.05020704 0.05018173
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
760,22.80027098389772,0.168,0.086,"[1.13851871 0.62039168 0.34670422 0.34033483 0.31091223 0.02708753
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
770,20.79409427756676,0.273,0.086,"[1.         0.7995746  0.04304086 0.04246769 0.04183133 0.00336272
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
780,18.96443937572957,0.1435,0.086,"[1.         0.6395586  0.40407435 0.40136921 0.40136921 0.01060241
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
790,17.295774272973397,0.264,0.086,"[1.         0.59560324 0.42061283 0.31110464 0.31088084 0.31032291
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
800,15.773933612004821,0.113,0.086,"[1.         0.99266155 0.658557   0.50516808 0.31107491 0.31032291
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
810,14.385998433428908,0.1845,0.086,"[1.         0.99698148 0.92624487 0.57276933 0.31107491 0.31101627
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
820,13.120186506244307,0.124,0.086,"[1.         0.79980861 0.52178922 0.37996906 0.17524041 0.17523901
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
830,11.965752308065944,0.2115,0.086,"[1.         0.60263086 0.35299583 0.19341926 0.14526995 0.06699746
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
840,10.91289580600414,0.2915,0.086,"[1.         0.38845991 0.33027871 0.07939401 0.05832723 0.01612782
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
850,9.95267926383742,0.608,0.086,"[1.         0.47874714 0.24360902 0.1140443  0.04328029 0.04146536
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
860,9.076951369252525,0.1465,0.086,"[1.         0.99311695 0.78947365 0.29916947 0.04328029 0.04166997
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
870,8.278278037064773,0.431,0.086,"[1.         0.11318183 0.08997336 0.0475344  0.02518278 0.02093302
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
880,7.549879301005039,0.268,0.086,"[1.38189701 0.82115494 0.04551621 0.04373189 0.02296416 0.01204056
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
890,6.885571758345406,0.2715,0.086,"[1.         0.77844483 0.02639654 0.02636015 0.02231805 0.01246695
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
900,6.279716078773954,0.281,0.086,"[1.64732431 0.46193186 0.26024102 0.00518489 0.00438983 0.00388663
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
910,5.727169131919428,0.336,0.086,"[1.         0.28834096 0.20675837 0.05950391 0.0095429  0.0012777
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
920,5.2232403271350965,0.237,0.086,"[1.37784868 0.94775928 0.15520797 0.10599439 0.01469879 0.00515335
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
930,4.763651794908118,0.1895,0.086,"[1.         0.67815742 0.44892665 0.15529981 0.03654264 0.00177667
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
940,4.34450207187344,0.2855,0.086,"[1.         0.34425368 0.21822836 0.21627829 0.03586909 0.02022905
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
950,3.96223298115278,0.1105,0.086,"[1.         0.94369271 0.67444992 0.49212612 0.29977157 0.04638365
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
960,3.61359942686481,0.1765,0.086,"[1.2513176  0.58180518 0.52437128 0.3055895  0.20318017 0.11959433
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
970,3.295641846391017,0.379,0.086,"[1.         0.19233769 0.18889263 0.16416527 0.13307527 0.05911888
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
980,3.0056610865435274,0.426,0.086,"[1.         0.11739752 0.11739196 0.10816365 0.0908258  0.0798366
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
990,2.741195490357959,0.447,0.086,"[1.         0.09086713 0.08886752 0.05965371 0.04647435 0.04647435
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
1000,2.499999999999998,0.274,0.086,"[1.         0.85925681 0.04523514 0.04166569 0.03984843 0.03774227
 0.        ]","[1.         0.86500172 0.54256129 0.41053821 0.25646081 0.09894168
 0.        ]"
