step,temperature,current_energy,best_energy,current_state,best_state
540,172.957742729734,0.541,0.2205,"[1.         0.97316972 0.04429918 0.04194607 0.00273989 0.00259843
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
550,157.73933612004814,0.9555,0.2205,"[1.00000000e+00 6.55805725e-01 2.33545736e-01 1.06164827e-02
 1.06164827e-02 6.23582884e-04 0.00000000e+00]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
560,143.85998433428912,0.2815,0.2205,"[1.64082479e+00 5.61065505e-01 3.26506022e-01 3.14382530e-01
 3.29687589e-03 1.93649388e-04 0.00000000e+00]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
570,131.2018650624431,0.34,0.2205,"[1.         0.34194114 0.34077184 0.3049326  0.23704086 0.00196495
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
580,119.65752308065949,0.507,0.2205,"[1.         0.21361056 0.14231234 0.14226248 0.12479157 0.06726501
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
590,109.12895806004144,0.4335,0.2205,"[1.74953114 0.41672044 0.27817518 0.150798   0.14226248 0.13775032
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
600,99.5267926383742,0.2925,0.2205,"[1.         0.53420704 0.45984846 0.15703451 0.1419161  0.05474179
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
610,90.76951369252528,0.384,0.2205,"[1.         1.         0.61921197 0.15703451 0.1453513  0.10671978
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
620,82.78278037064767,0.3145,0.2205,"[1.         0.99385622 0.69876275 0.37960709 0.34132186 0.10092763
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
630,75.49879301005035,0.344,0.2205,"[1.         0.99961401 0.9921075  0.98864733 0.34132186 0.21240285
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
640,68.85571758345408,0.957,0.2205,"[1.         0.70229434 0.5634911  0.5634911  0.5634911  0.11975494
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
650,62.79716078773944,1.0765,0.2205,"[1.         0.70479429 0.38953685 0.20174911 0.20174911 0.20108709
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
660,57.2716913191943,0.405,0.2205,"[1.         1.         0.70236593 0.11792445 0.09873264 0.09846397
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
670,52.23240327135093,0.466,0.2205,"[1.         1.         0.15579365 0.13444733 0.02190015 0.02187216
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
680,47.63651794908115,0.802,0.2205,"[1.         0.8730223  0.84577479 0.5499878  0.5499878  0.46673805
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
690,43.445020718734334,0.3,0.2205,"[1.         0.95128583 0.84602483 0.67282122 0.46690947 0.37608145
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
700,39.622329811527806,0.4395,0.2205,"[1.         0.22287286 0.22186704 0.18732078 0.15640455 0.10939031
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
710,36.13599426864814,0.964,0.2205,"[1.         0.56579781 0.093854   0.07917366 0.07917366 0.06659225
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
720,32.95641846391015,0.4205,0.2205,"[1.         1.         0.98388708 0.0622325  0.0524983  0.0524983
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
730,30.05661086543531,0.331,0.2205,"[1.         1.         0.99050827 0.95850212 0.05667803 0.05590935
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
740,27.411954903579595,0.3095,0.2205,"[1.         1.         0.98457194 0.32792721 0.01939095 0.01922952
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
750,24.999999999999986,0.844,0.2205,"[1.         0.3146576  0.31042654 0.22815909 0.10318479 0.02516354
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
760,22.80027098389772,0.4135,0.2205,"[1.         0.71225525 0.16748018 0.1621869  0.15775112 0.06772758
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
770,20.79409427756676,0.6445,0.2205,"[1.         0.14961676 0.06352695 0.03046106 0.02748763 0.01166074
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
780,18.96443937572957,0.6965,0.2205,"[1.         0.0449885  0.02605267 0.01461705 0.01341898 0.0046984
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
790,17.295774272973397,1.153,0.2205,"[1.         0.77411332 0.01209136 0.00425847 0.00425847 0.00355868
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
800,15.773933612004821,0.2705,0.2205,"[1.         0.89668205 0.39014697 0.35749872 0.00354769 0.00312712
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
810,14.385998433428908,0.2635,0.2205,"[1.93817113 0.87628563 0.37905555 0.34123791 0.19636414 0.02939412
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
820,13.120186506244307,0.669,0.2205,"[1.         0.07796886 0.07657229 0.03151861 0.02959623 0.02955883
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
830,11.965752308065944,0.569,0.2205,"[1.         1.         0.0287548  0.02804699 0.01129548 0.01129108
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
840,10.91289580600414,0.3905,0.2205,"[1.38636041 0.56828015 0.56828015 0.01713802 0.01703188 0.01065277
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
850,9.95267926383742,0.2765,0.2205,"[1.         0.7396739  0.50635728 0.1929917  0.00664154 0.00421814
 0.        ]","[1.         0.58515597 0.56370994 0.44894145 0.11318123 0.10897932
 0.        ]"
860,9.076951369252525,0.2645,0.215,"[1.         0.7396739  0.50724742 0.50724742 0.43863237 0.09760369
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
870,8.278278037064773,0.504,0.215,"[1.         0.15789199 0.15760247 0.13179364 0.10471045 0.03106554
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
880,7.549879301005039,0.557,0.215,"[1.         0.41884157 0.06297348 0.06293874 0.05453969 0.03278564
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
890,6.885571758345406,0.433,0.215,"[1.         0.62211427 0.32943112 0.02920504 0.0291401  0.0291401
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
900,6.279716078773954,0.5525,0.215,"[1.         0.1596126  0.10687833 0.09059042 0.06398003 0.00680182
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
910,5.727169131919428,0.2995,0.215,"[1.49555456 0.42703574 0.42548943 0.18032891 0.04680966 0.04680966
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
920,5.2232403271350965,0.3915,0.215,"[1.50120584 0.50440918 0.36360617 0.05810607 0.05656176 0.02381477
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
930,4.763651794908118,0.4805,0.215,"[1.         0.6048612  0.12411419 0.12411419 0.01930692 0.01930692
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
940,4.34450207187344,0.338,0.215,"[1.         0.43250163 0.36057624 0.20413379 0.17253454 0.15046811
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
950,3.96223298115278,0.537,0.215,"[1.         0.9979037  0.14868174 0.08417351 0.07969933 0.07722074
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
960,3.61359942686481,0.546,0.215,"[1.         0.44187776 0.26810307 0.041134   0.03964942 0.03951618
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
970,3.295641846391017,0.2295,0.215,"[1.         0.58279737 0.58279737 0.58279737 0.0295982  0.0293687
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
980,3.0056610865435274,0.429,0.215,"[1.         0.9451985  0.23459503 0.23459503 0.14588184 0.11767993
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
990,2.741195490357959,0.438,0.215,"[1.         0.71645975 0.20731938 0.18951705 0.15674666 0.12944944
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
1000,2.499999999999998,0.42,0.215,"[1.         0.98590195 0.78590621 0.10627099 0.10359027 0.10336272
 0.        ]","[1.         0.7396739  0.50635728 0.45626857 0.12466556 0.09130273
 0.        ]"
