step,temperature,current_energy,best_energy,current_state,best_state
0,25000.0,0.21671671671671672,0.21671671671671672,"[1.87228194 0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
10,22800.270983897743,0.43743743743743746,0.21671671671671672,"[1.         0.1911015  0.18787734 0.16849442 0.16849442 0.09590222
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
20,20794.094277566775,0.34684684684684686,0.21671671671671672,"[1.46594114 0.35009489 0.31282641 0.22133225 0.05898904 0.05898904
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
30,18964.43937572959,0.45995995995996,0.21671671671671672,"[1.28404439 0.13358241 0.12803822 0.11358458 0.10954976 0.02250789
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
40,17295.77427297341,0.3563563563563564,0.21671671671671672,"[1.         0.54348309 0.53814537 0.34908593 0.04647227 0.04647227
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
50,15773.933612004832,0.31681681681681684,0.21671671671671672,"[1.         0.40177565 0.4009525  0.25806549 0.25806549 0.03435512
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
60,14385.99843342892,0.24874874874874875,0.21671671671671672,"[1.79149508 0.72413715 0.34655057 0.25210277 0.2424462  0.06002
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
70,13120.186506244314,0.3383383383383383,0.21671671671671672,"[1.         0.50891718 0.50891718 0.29074555 0.15818686 0.15818686
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
80,11965.752308065956,0.545045045045045,0.21671671671671672,"[1.         0.13032518 0.13032518 0.08117798 0.06866474 0.06253509
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
90,10912.895806004148,0.43293293293293295,0.21671671671671672,"[1.46258766 0.77553724 0.05350089 0.04080624 0.03935148 0.02663221
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
100,9952.67926383743,0.38488488488488487,0.21671671671671672,"[1.         0.52154043 0.25114734 0.25114734 0.08148571 0.01375228
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
110,9076.951369252534,0.3238238238238238,0.21671671671671672,"[1.38161893 0.31344965 0.25975831 0.1509414  0.1503686  0.00826522
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
120,8278.278037064774,0.6251251251251251,0.21671671671671672,"[1.         0.03110899 0.03095893 0.02716951 0.01492366 0.00786399
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
130,7549.87930100504,0.4694694694694695,0.21671671671671672,"[1.         0.91044075 0.00815721 0.00793572 0.00518419 0.0027459
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
140,6885.571758345414,0.34784784784784784,0.21671671671671672,"[1.         0.81300656 0.57722674 0.00366198 0.00359609 0.00126711
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
150,6279.7160787739485,0.3088088088088088,0.21671671671671672,"[1.00000000e+00 9.17968877e-01 8.07186361e-01 6.32060509e-01
 3.72171460e-01 6.65494616e-04 0.00000000e+00]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
160,5727.169131919431,0.33633633633633636,0.21671671671671672,"[1.         0.99608356 0.24327049 0.21431887 0.16501134 0.03814294
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
170,5223.240327135098,0.3133133133133133,0.21671671671671672,"[1.         0.94363682 0.87070221 0.2224307  0.12473612 0.10013332
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
180,4763.651794908117,0.3188188188188188,0.21671671671671672,"[1.3811399  0.99898186 0.42512386 0.19864756 0.10210619 0.08454423
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
190,4344.502071873437,0.34984984984984985,0.21671671671671672,"[1.         0.82102964 0.17977403 0.16808544 0.14687659 0.04188003
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
200,3962.232981152783,0.23123123123123124,0.21671671671671672,"[1.         0.89115908 0.65256276 0.57255892 0.17549925 0.13775225
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
210,3613.599426864818,0.4164164164164164,0.21671671671671672,"[1.         1.         0.93098317 0.72166857 0.72166857 0.60914533
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
220,3295.6418463910177,0.41541541541541543,0.21671671671671672,"[1.         0.30672402 0.29282082 0.21879437 0.21879437 0.21644532
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
230,3005.661086543532,0.5115115115115115,0.21671671671671672,"[1.         0.15646531 0.15646531 0.14699384 0.13986129 0.13326786
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
240,2741.195490357961,0.47847847847847846,0.21671671671671672,"[1.         0.54129587 0.06569471 0.06569471 0.06372097 0.05971512
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
250,2499.9999999999995,0.46296296296296297,0.21671671671671672,"[1.         1.         0.99982953 0.05297466 0.05138308 0.04963369
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
260,2280.027098389774,0.4044044044044044,0.21671671671671672,"[1.         1.         0.99997772 0.67631039 0.05209333 0.05139932
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
270,2079.409427756677,0.22022022022022023,0.21671671671671672,"[1.         0.53240964 0.51687511 0.37445256 0.18474626 0.18474626
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
280,1896.4439375729587,0.2602602602602603,0.21671671671671672,"[1.         0.9920748  0.38550101 0.27518225 0.26459295 0.13374437
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
290,1729.5774272973404,0.2852852852852853,0.21671671671671672,"[1.         0.36191201 0.35481577 0.21056579 0.09793329 0.04850548
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
300,1577.3933612004823,0.4394394394394394,0.21671671671671672,"[1.         1.         1.         0.10262428 0.06046614 0.03125176
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
