step,temperature,current_energy,best_energy,current_state,best_state
0,25000.0,0.233,0.233,"[1.         0.88213545 0.66666667 0.5        0.33333333 0.16666667
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
10,22800.270983897743,0.2505,0.231,"[1.         0.98204036 0.84736672 0.64542799 0.63167022 0.57731698
 0.        ]","[1.         0.88213545 0.84736672 0.64542799 0.53291057 0.4153779
 0.        ]"
20,20794.094277566775,0.36,0.231,"[1.         1.         0.96884933 0.92488701 0.90267878 0.89699769
 0.        ]","[1.         0.88213545 0.84736672 0.64542799 0.53291057 0.4153779
 0.        ]"
30,18964.43937572959,0.2315,0.225,"[1.         0.40631221 0.37854415 0.37854415 0.34549996 0.34450012
 0.        ]","[1.         0.44700793 0.44050476 0.41343183 0.40350457 0.40096508
 0.        ]"
40,17295.77427297341,0.2945,0.225,"[1.         0.97453501 0.53480702 0.24265043 0.22146879 0.22128932
 0.        ]","[1.         0.44700793 0.44050476 0.41343183 0.40350457 0.40096508
 0.        ]"
50,15773.933612004832,0.262,0.225,"[1.         0.98764611 0.41458759 0.35172739 0.31695006 0.22156833
 0.        ]","[1.         0.44700793 0.44050476 0.41343183 0.40350457 0.40096508
 0.        ]"
60,14385.99843342892,0.2835,0.225,"[1.         1.         0.84625248 0.54852402 0.20072383 0.1925257
 0.        ]","[1.         0.44700793 0.44050476 0.41343183 0.40350457 0.40096508
 0.        ]"
70,13120.186506244314,0.2555,0.225,"[1.         0.80659736 0.80504919 0.76167689 0.39853635 0.15529072
 0.        ]","[1.         0.44700793 0.44050476 0.41343183 0.40350457 0.40096508
 0.        ]"
80,11965.752308065956,0.228,0.193,"[1.         1.         0.50360952 0.48362264 0.46938574 0.30617215
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
90,10912.895806004148,0.386,0.193,"[1.         0.20259709 0.20259709 0.18926061 0.07299617 0.04835219
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
100,9952.67926383743,0.488,0.193,"[1.7452254  0.3443897  0.0447258  0.04178161 0.02711672 0.01305868
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
110,9076.951369252534,0.5065,0.193,"[1.         0.38270106 0.11274031 0.0286927  0.01066364 0.00823436
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
120,8278.278037064774,0.3685,0.193,"[1.         0.54263701 0.53605043 0.38148935 0.01494001 0.01347259
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
130,7549.87930100504,0.3225,0.193,"[1.         0.70469738 0.64748438 0.63494229 0.25371998 0.01639644
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
140,6885.571758345414,0.226,0.193,"[1.92424828 0.70469738 0.64748438 0.64748438 0.58979286 0.41836581
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
150,6279.7160787739485,0.248,0.193,"[1.         0.99593958 0.36621957 0.36506744 0.35242032 0.30942082
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
160,5727.169131919431,0.235,0.193,"[1.         0.7993101  0.79906516 0.38841572 0.32163567 0.31644275
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
170,5223.240327135098,0.2045,0.193,"[1.         0.50946635 0.50945279 0.50922432 0.40036227 0.20500498
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
180,4763.651794908117,0.2255,0.193,"[1.76264818 0.51625638 0.51096794 0.51096794 0.51096794 0.20500498
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
190,4344.502071873437,0.27,0.193,"[1.         0.29460512 0.27335065 0.24578102 0.24545858 0.15659949
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
200,3962.232981152783,0.3115,0.193,"[1.         0.85161063 0.70792814 0.17666437 0.17660957 0.13996408
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
210,3613.599426864818,0.3335,0.193,"[1.         0.99812118 0.26937196 0.10676914 0.06721864 0.06691442
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
220,3295.6418463910177,0.363,0.193,"[1.         0.39543572 0.39432463 0.06703238 0.05483435 0.02967755
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
230,3005.661086543532,0.3635,0.193,"[1.         0.61234126 0.57228508 0.3405447  0.02959723 0.01777469
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
240,2741.195490357961,0.4985,0.193,"[1.         0.18662301 0.18218659 0.17115345 0.15155791 0.00860279
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
250,2499.9999999999995,0.3705,0.193,"[1.         0.61257177 0.61257177 0.51038017 0.10517271 0.00535035
 0.        ]","[1.         0.70849888 0.50360952 0.47647738 0.42930703 0.30617215
 0.        ]"
