step,temperature,current_energy,best_energy,current_state,best_state
510,228.0027098389772,0.418,0.2435,"[1.         1.         0.9770426  0.29569906 0.25165134 0.12442476
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
520,207.94094277566765,0.32,0.2435,"[1.         0.72496423 0.72468437 0.3782346  0.18028515 0.17377539
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
530,189.64439375729575,0.3615,0.2435,"[1.         0.52552331 0.25426687 0.24050783 0.20437464 0.06287148
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
540,172.957742729734,0.525,0.2435,"[1.         0.30825769 0.25439408 0.06795133 0.06795133 0.03386708
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
550,157.73933612004814,0.4425,0.2435,"[1.14133446 0.73460511 0.22855676 0.22732613 0.14431257 0.0304274
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
560,143.85998433428912,0.4035,0.2435,"[1.         0.86910624 0.85440438 0.67250429 0.36444813 0.08487065
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
570,131.2018650624431,0.3095,0.2435,"[1.         0.80577211 0.40240472 0.34750129 0.26519674 0.14265167
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
580,119.65752308065949,0.322,0.2435,"[1.71985838 0.64719604 0.61231952 0.58118573 0.20936194 0.16576385
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
590,109.12895806004144,0.273,0.2435,"[1.         0.52514935 0.3306134  0.30507714 0.30332126 0.21895004
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
600,99.5267926383742,0.372,0.2435,"[1.         0.27886903 0.17367154 0.17074008 0.15785055 0.15684367
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
610,90.76951369252528,0.3845,0.2435,"[1.         0.71095005 0.68776121 0.15011764 0.14995557 0.14105659
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
620,82.78278037064767,0.4195,0.2435,"[1.         1.         0.76397924 0.61802231 0.15009083 0.14995557
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
630,75.49879301005035,0.3265,0.2435,"[1.         0.53532606 0.42447775 0.42447775 0.42447775 0.08027512
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
640,68.85571758345408,0.3535,0.2435,"[1.         0.54768996 0.54537129 0.51339381 0.36758345 0.06923579
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
650,62.79716078773944,0.395,0.2435,"[1.         0.66872577 0.28613247 0.1239904  0.09725591 0.0861926
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
660,57.2716913191943,0.509,0.2435,"[1.         0.26673285 0.1708149  0.10398089 0.08076712 0.04406579
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
670,52.23240327135093,0.4565,0.2435,"[1.         0.96128176 0.49635072 0.10398089 0.10362139 0.09093926
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
680,47.63651794908115,0.5015,0.2435,"[1.         0.97819113 0.97108693 0.97108693 0.10390211 0.10390211
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
690,43.445020718734334,0.472,0.2435,"[1.         0.99920196 0.98515262 0.97108693 0.95038712 0.10390211
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
700,39.622329811527806,0.441,0.2435,"[1.         0.93135907 0.29441823 0.27977002 0.27505279 0.0295088
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
710,36.13599426864814,0.324,0.2435,"[1.         0.80387374 0.6578188  0.23875229 0.23873136 0.23472666
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
720,32.95641846391015,0.3435,0.2435,"[1.         0.87844833 0.87844833 0.66536066 0.23873636 0.23812771
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
730,30.05661086543531,0.2985,0.2435,"[1.         0.61813851 0.50833818 0.44329669 0.17703295 0.15859828
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
740,27.411954903579595,0.415,0.2435,"[1.         0.50446508 0.25102062 0.24333611 0.07244751 0.07030457
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
750,24.999999999999986,0.4605,0.2435,"[1.         0.57199454 0.34501475 0.25483372 0.11580422 0.03292099
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
760,22.80027098389772,0.47,0.2435,"[1.26440332 0.65639617 0.65639617 0.09745283 0.09406165 0.01258956
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
770,20.79409427756676,0.594,0.2435,"[1.         0.2949765  0.16277443 0.07940916 0.04901956 0.0083081
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
780,18.96443937572957,0.4615,0.2435,"[1.43152057 0.2949765  0.2949555  0.15594026 0.15225434 0.01859209
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
790,17.295774272973397,0.5965,0.2435,"[1.         0.20480909 0.18937464 0.04985015 0.0380496  0.0380496
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
800,15.773933612004821,0.526,0.2435,"[1.         0.99514522 0.13201611 0.11614567 0.07123009 0.02652499
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
810,14.385998433428908,0.5295,0.2435,"[1.         0.99553416 0.99514962 0.71249374 0.20151598 0.03010835
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
820,13.120186506244307,0.396,0.2435,"[1.         1.         0.9954205  0.71249374 0.49599112 0.12794336
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
830,11.965752308065944,0.375,0.2435,"[1.         0.97381663 0.59486594 0.58158622 0.41902606 0.07645929
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
840,10.91289580600414,0.3045,0.2435,"[1.         0.51984823 0.44980778 0.22001511 0.19936909 0.12865517
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
850,9.95267926383742,0.319,0.2435,"[1.73688057 0.7177802  0.48576619 0.33373292 0.25763092 0.09234613
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
860,9.076951369252525,0.3935,0.2435,"[1.         0.99548001 0.27967737 0.22963445 0.22963445 0.18429486
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
870,8.278278037064773,0.491,0.2435,"[1.         0.89849862 0.10493762 0.08616104 0.08616104 0.08616104
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
880,7.549879301005039,0.499,0.2435,"[1.         1.         0.10493762 0.10328689 0.10006874 0.09038587
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
890,6.885571758345406,0.426,0.2435,"[1.         1.         0.49655887 0.41330323 0.11531442 0.09274585
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
900,6.279716078773954,0.452,0.2435,"[1.         0.99904818 0.83221438 0.20516683 0.15780421 0.08355185
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
910,5.727169131919428,0.415,0.2435,"[1.         1.         0.83221438 0.65718638 0.18362241 0.15780421
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
920,5.2232403271350965,0.373,0.2435,"[1.3126601  0.87589063 0.85949151 0.7941042  0.7941042  0.16082084
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
930,4.763651794908118,0.3105,0.2435,"[1.         1.         0.88171386 0.72787466 0.60495798 0.41638806
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
940,4.34450207187344,0.253,0.2435,"[1.         0.70067467 0.69984185 0.68980126 0.42387873 0.40617676
 0.        ]","[1.         0.5801815  0.54760683 0.39206465 0.3256364  0.24243666
 0.        ]"
950,3.96223298115278,0.3225,0.2395,"[1.         0.82547259 0.3423607  0.27191417 0.24823267 0.22947769
 0.        ]","[1.         0.54245945 0.42267288 0.41902568 0.37217011 0.30469155
 0.        ]"
960,3.61359942686481,0.383,0.2395,"[1.         0.34921966 0.2726049  0.20894387 0.13960135 0.08216065
 0.        ]","[1.         0.54245945 0.42267288 0.41902568 0.37217011 0.30469155
 0.        ]"
970,3.295641846391017,0.3615,0.2395,"[1.         0.34921966 0.34911644 0.3387449  0.13960135 0.08216065
 0.        ]","[1.         0.54245945 0.42267288 0.41902568 0.37217011 0.30469155
 0.        ]"
980,3.0056610865435274,0.471,0.2395,"[1.         0.46084908 0.112235   0.11182067 0.0888021  0.05881672
 0.        ]","[1.         0.54245945 0.42267288 0.41902568 0.37217011 0.30469155
 0.        ]"
990,2.741195490357959,0.504,0.2395,"[1.83191201 0.76661398 0.30580714 0.04165005 0.04097028 0.0218267
 0.        ]","[1.         0.54245945 0.42267288 0.41902568 0.37217011 0.30469155
 0.        ]"
1000,2.499999999999998,0.589,0.2395,"[1.         0.4088813  0.20708331 0.03613291 0.0135427  0.00918973
 0.        ]","[1.         0.54245945 0.42267288 0.41902568 0.37217011 0.30469155
 0.        ]"
