Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0014261818181818182,0.021017022875216586,1.8e-05,0.0018430177881621345,0.009954,0.09917514680653168,0.0,0.0,2.2e-05,0.0029226943267864906,0.0,0.0,0.0031799999999999997,0.05571576996592981,1.4000000000000001e-05,0.0022135500897879886,0.0005939999999999999,0.023348224086885087,2.2e-05,0.0029226943267864906,0.0018840000000000003,0.04304615423651278,0.0,0.0
Random Choice,0.21905090909090907,0.22688091952006484,0.05288,0.22379389089072968,0.90136,0.2981780515061481,0.0,0.0,0.02164,0.14550501847017216,0.76336,0.42501942355610783,0.3932,0.48846060230076305,0.01544,0.12329479469953307,0.0966,0.2954123220178736,0.02164,0.14550501847017216,0.14344,0.3505209928092134,0.0,0.0
Borda ranking,0.028083636363636366,0.08320313436734174,0.0,0.0,0.16616,0.37222419910581217,0.0,0.0,0.00116,0.03403901291166388,0.13192,0.33840377302857466,0.00712,0.08407916269800582,0.00052,0.022797578818807805,0.0,0.0,0.00116,0.03403901291166388,0.00088,0.029651738566230743,0.0,0.0
Plurality ranking,0.12846181818181818,0.1362315331821679,0.00484,0.0694015446514141,0.71216,0.4527561533540438,0.0,0.0,0.0,0.0,0.60964,0.4878309854857776,0.01696,0.12912148698026696,0.0,0.0,0.02208,0.14694377700328187,0.0,0.0,0.0474,0.21249291752906252,0.0,0.0
Approval Voting (AV),0.06415272727272726,0.10621277219919874,8e-05,0.008943914131968943,0.3722,0.48339131146519326,0.0,0.0,4e-05,0.006324428827966897,0.30792,0.46163326743200406,0.0234,0.15117023516547795,4e-05,0.006324428827966897,0.00196,0.044228479512641077,4e-05,0.006324428827966897,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0858327272727273,0.10958669674123879,4e-05,0.006324428827965676,0.51076,0.4998842089924732,0.0,0.0,0.0016,0.039967987189740505,0.42468,0.49429434307904074,0.0026,0.05092386473942557,0.00084,0.028970578178561815,0.00204,0.04512026595667854,0.0016,0.039967987189740505,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.13457818181818182,0.1411286540870815,4e-05,0.006324428827965676,0.759,0.4276903085178071,0.0,0.0,0.01452,0.11962094131046269,0.64912,0.47724545634292787,0.01932,0.13764714889888763,0.0102,0.10047865444957467,0.00816,0.0899634058937144,0.01452,0.11962094131046269,0.00548,0.07382390940609362,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.1297309090909091,0.13376401149266967,4e-05,0.006324428827965676,0.73624,0.4406706960985904,0.0,0.0,0.01348,0.11531821018382034,0.62984,0.4828473613887869,0.01764,0.13163901549316182,0.00952,0.09710494117189425,0.0068,0.0821812630713267,0.01348,0.11531821018382034,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.12793454545454544,0.13360523147091163,0.00012,0.010953793863313925,0.73136,0.44325224240827527,0.0,0.0,0.00728,0.08501177330229157,0.62736,0.48350742538258284,0.01172,0.10762268162427761,0.0048,0.06911555541266669,0.00972,0.098109742635485,0.00728,0.08501177330229157,0.00764,0.08707255824884376,0.0,0.0
Monroe's Approval Rule (Monroe),0.11652727272727273,0.1381776203827939,8e-05,0.008943914131966713,0.6662,0.4715692526023729,0.0,0.0,0.00992,0.09910395350341025,0.56384,0.49590770754253966,0.01472,0.1204297371914563,0.0068,0.08218126307133324,0.00424,0.06497709134763471,0.00992,0.09910395350341025,0.00608,0.07773695131660917,0.0,0.0
Greedy Monroe,0.11393454545454547,0.12319602115497569,0.00012,0.010953793863313925,0.66356,0.4724914035197003,0.0,0.0,0.00344,0.05855054568489318,0.56504,0.49575175077851397,0.00652,0.08048285283211302,0.00196,0.04422847951264266,0.0058,0.07593655246321616,0.00344,0.05855054568489318,0.0034,0.05821030836544613,0.0,0.0
Minimax Approval Voting (MAV),0.21784727272727275,0.22646719728698061,0.05444,0.2268838610390694,0.89916,0.30111674546599865,0.0,0.0,0.02108,0.14365108283617786,0.76304,0.42521754244153637,0.38628,0.486896048043123,0.0152,0.12234770124526888,0.09528,0.29360129699987697,0.02108,0.14365108283617786,0.14076,0.34777380924955786,0.0,0.0
