Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.03110236363636363,0.09069636013115664,0.0,0.0,0.001258,0.035181461527442975,0.0,0.0,0.11401999999999998,0.317835479901846,0.0,0.0,0.11336399999999999,0.3170371627331451,0.0,0.0,0.0,0.0,0.11336399999999999,0.3170371627331451,0.00012000000000000003,0.010568694547143886,0.0,0.0
Random Choice,0.31057454545454544,0.3291901541780512,0.15208,0.35909841770751966,0.80652,0.39502593535113056,0.0,0.0,0.3784,0.4849880823276787,0.72432,0.44685628293675755,0.3658,0.48165377606751514,0.00356,0.059559435860305994,0.23952,0.4267905453498478,0.3658,0.48165377606751514,0.38032,0.4854654442902923,0.0,0.0
Borda ranking,0.03849818181818181,0.13393797471998103,0.0,0.0,0.13484,0.3415525939003486,0.0,0.0,0.0516,0.22121808244354899,0.11544,0.3195521966752552,0.05136,0.2207309457234842,0.0,0.0,0.01868,0.13539223611421902,0.05136,0.2207309457234842,0.0002,0.014140721339450876,0.0,0.0
Plurality ranking,0.1527781818181818,0.1885317752359806,0.03632,0.18708516135708436,0.61864,0.48572065058013536,0.0,0.0,0.00508,0.07109285196136822,0.55396,0.4970797907781247,0.0,0.0,0.0,0.0,0.17116,0.376648714852421,0.0,0.0,0.2954,0.45622235806665257,0.0,0.0
Approval Voting (AV),0.07519636363636363,0.1711619473799326,0.00044,0.020971561696736578,0.15552,0.36239968211901247,0.0,0.0,0.18152,0.38544842664102674,0.13264,0.33918524496212976,0.17848,0.3829162958141926,8e-05,0.00894391413196763,0.0,0.0,0.17848,0.3829162958141926,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.07519636363636363,0.1711619473799326,0.00044,0.020971561696736578,0.15552,0.36239968211901247,0.0,0.0,0.18152,0.38544842664102674,0.13264,0.33918524496212976,0.17848,0.3829162958141926,8e-05,0.00894391413196763,0.0,0.0,0.17848,0.3829162958141926,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.3094545454545454,0.3281953145948579,0.14748,0.35458376951010145,0.80656,0.3949948941442749,0.0,0.0,0.37528,0.48419512760876254,0.72424,0.44689643363991133,0.36216,0.4806247334459498,0.00304,0.05505232420160835,0.23988,0.42701005327738606,0.36216,0.4806247334459498,0.3832,0.4861663912694922,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.07519636363636363,0.1711619473799326,0.00044,0.020971561696736578,0.15552,0.36239968211901247,0.0,0.0,0.18152,0.38544842664102674,0.13264,0.33918524496212976,0.17848,0.3829162958141926,8e-05,0.00894391413196763,0.0,0.0,0.17848,0.3829162958141926,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.30690181818181816,0.32742423021969336,0.1416,0.34863941257414593,0.8052,0.39604666391719046,0.0,0.0,0.37672,0.4845637642250376,0.72372,0.4471569764634826,0.3638,0.48109204940423195,0.00324,0.05682871105349331,0.23936,0.42669285252987393,0.3638,0.48109204940423195,0.35848,0.4795540528449393,0.0,0.0
Monroe's Approval Rule (Monroe),0.3090218181818182,0.32819195793884065,0.1474,0.3545042171823138,0.80568,0.3956763040668,0.0,0.0,0.37472,0.4840505362046635,0.72336,0.44733690927534064,0.36172,0.4804983263239322,0.00304,0.05505232420160835,0.239,0.42647274238801514,0.36172,0.4804983263239322,0.3826,0.48602185136064113,0.0,0.0
Greedy Monroe,0.12582909090909092,0.2263898949428996,0.00376,0.0612034508831019,0.34528,0.47545948470912414,0.0,0.0,0.22612,0.4183177567352779,0.31244,0.46348812972929243,0.22188,0.41551084895595486,0.00032,0.017885681423972254,0.05244,0.22291264297921765,0.22188,0.41551084895595486,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.3094545454545454,0.3281953145948579,0.14748,0.35458376951010145,0.80656,0.3949948941442749,0.0,0.0,0.37528,0.48419512760876254,0.72424,0.44689643363991133,0.36216,0.4806247334459498,0.00304,0.05505232420160835,0.23988,0.42701005327738606,0.36216,0.4806247334459498,0.3832,0.4861663912694922,0.0,0.0
