,Standard Deviation
mean_violations,0.0006425034713865768
majority,0.0
majority_loser,0.0
fixed_majority,8.717797887081348e-06
condorcet_winner,0.0006030058042838395
condorcet_loser,0.0005116053166260101
dummetts_condition,0.0022388032517396423
solid_coalitions,0.0022388032517396423
consensus_committee,0.0
strong_unanimity,0.0
local_stability,0.0022388032517396423
strong_pareto_efficiency,1.2e-05
