,Standard Deviation
mean_violations,7.206516793676372e-06
majority,0.0
majority_loser,0.0
fixed_majority,0.0
condorcet_winner,2.039607805437114e-05
condorcet_loser,0.0
dummetts_condition,3.168595903551163e-05
solid_coalitions,3.168595903551163e-05
consensus_committee,0.0
strong_unanimity,0.0
local_stability,3.168595903551163e-05
strong_pareto_efficiency,2.039607805437114e-05
