,Standard Deviation
mean_violations,0.0002223197756490144
majority,8.717797887081348e-06
majority_loser,0.0004281121348431973
fixed_majority,0.0
condorcet_winner,0.00080058728443562
condorcet_loser,0.00011304866208850065
dummetts_condition,1.2e-05
solid_coalitions,1.2e-05
consensus_committee,0.0
strong_unanimity,0.0
local_stability,0.001288478172108476
strong_pareto_efficiency,0.0006066827836686977
