NN-0,NN-1,NN-2,NN-3,NN-4,NN-5,NN-6,NN-7,NN-8,NN-9,NN-10,NN-11,NN-12,NN-13,NN-14,NN-15,NN-16,NN-17,NN-18,NN-19
153.70404517650604,147.43201619386673,133.3947603404522,136.7655377238989,143.27330555021763,139.71029989421368,137.60931868851185,147.57985366880894,146.33750046789646,137.47119100391865,145.698985517025,143.55800686776638,144.20987696945667,139.09502539038658,137.03030633926392,144.03322814404964,158.14620357751846,151.6207151412964,142.647708684206,140.6279648244381
84.67693760991096,80.88414637744427,74.80108815431595,74.83873374760151,77.40271808207035,77.24055284261703,75.48800598084927,76.98574793338776,76.95397698879242,74.62337632477283,78.64329139888287,77.91883718967438,76.74073058366776,76.50521679222584,74.46431811153889,77.68194724619389,88.49820199608803,78.16500468552113,76.03343214094639,74.83770802617073
59.66158063709736,59.51665596663952,56.184467636048794,57.04426907002926,59.887839920818806,56.57867696136236,56.77894150465727,58.30446530878544,58.14176436513662,56.82377877831459,57.930506356060505,59.55383200198412,59.44638143479824,59.98261196911335,56.76651909947395,58.15865260362625,62.32370234280825,59.618500754237175,58.04983578622341,55.934552781283855
46.38719879835844,45.176141902804375,42.68717563897371,42.60248900949955,46.56878470629454,42.36974307522178,43.17015294730663,46.23569844663143,44.68318772315979,43.625740081071854,45.16908684745431,46.12490475922823,44.961255222558975,45.88238498941064,43.503838304430246,44.27358114346862,48.86183803528547,43.94854551553726,42.9260889403522,41.94674578681588
38.64320430904627,37.51204477623105,37.06113777309656,36.34325735643506,39.54320427775383,36.800887033343315,37.3464315161109,38.609042063355446,36.97321543097496,37.28953883051872,38.362180806696415,38.3646244853735,37.61788830906153,37.889451179653406,37.531170062720776,37.74113641306758,40.880270790308714,37.061571922153234,37.1811791472137,36.304070089012384
35.2769740447402,34.470514461398125,34.868838507682085,33.88213323801756,36.054763335734606,34.39253040403128,34.63455034419894,35.288403414189816,33.867166098207235,34.12913189083338,35.16188448294997,35.181216660887,34.854809142649174,34.94499900192022,34.596689473837614,35.07348879426718,36.344496700912714,34.68144793063402,34.68407288193703,34.00148129835725
33.549355775117874,32.759625382721424,33.24986142665148,32.460267674177885,34.008604135364294,32.725366555154324,33.05610716342926,33.383867133408785,32.32065146788955,32.61896812915802,33.199149921536446,33.32535268738866,33.12234264239669,33.226986002177,32.79730844497681,33.385005332529545,34.13663072884083,33.32975613325834,32.91958727687597,32.5524534471333
32.21900486946106,31.605151746422052,32.093795612454414,31.29378953576088,32.43325416371226,31.54972431436181,31.716790098696947,32.10924966260791,31.13990245386958,31.314307648688555,31.85863644629717,32.03616551682353,31.780280850827694,32.04575313255191,31.4435518309474,32.06842493638396,32.6722614094615,32.03369579091668,31.697349479421973,31.505505189299583
31.49788347631693,30.672341100871563,31.256088472902775,30.45200079679489,31.498188383877277,30.745284117758274,30.905417267233133,31.250655632466078,30.341622188687325,30.38106399215758,31.033079102635384,31.07375754415989,30.80692619457841,31.049598265439272,30.34474065899849,31.146318178623915,31.604779655113816,31.2613827008754,30.830516189336777,30.691428687423468
30.799615748226643,30.041212173178792,30.376707980409265,29.806396555155516,30.769781544804573,30.127269571647048,30.05681110918522,30.489151876419783,29.64750076085329,29.743684113025665,30.38774792663753,30.30746913701296,30.157220982015133,30.362439021468163,29.536961371079087,30.33692534454167,30.862844048067927,30.555729176849127,30.226919908076525,30.073069371283054
30.212939420714974,29.460212644189596,29.899111226201057,29.318236991763115,30.00998057052493,29.581193409860134,29.55889863334596,29.963246520608664,29.218464646488428,29.149754531681538,29.773538254201412,29.583559840917587,29.487228628247976,29.897327061742544,28.81128409691155,29.80173611268401,30.006734736263752,29.92809214629233,29.62388943694532,29.55789021216333
29.729503463953733,28.87481287866831,29.363025400787592,28.805887803435326,29.506021954119205,29.070081254467368,29.04506988823414,29.51839665696025,28.693722708150744,28.64132246747613,29.327005360275507,29.04858386144042,28.887577533721924,29.32515270449221,28.302623588591814,29.299276545643806,29.48940233886242,29.489289177581668,29.1281017921865,28.991991613060236
29.38747244141996,28.41010980308056,28.8956900537014,28.393543215468526,29.168224945664406,28.556333240121603,28.46915704011917,29.08777829259634,28.187409721314907,28.21253490447998,29.030013494193554,28.415392780676484,28.460719298571348,28.994884952902794,27.61072007752955,28.962149737402797,28.942314203828573,29.022184366360307,28.565857967361808,28.536409374326468
28.97571150958538,28.03867049701512,28.42547901906073,27.97796188853681,28.634470587596297,28.14657922834158,28.114671029150486,28.626008102670312,27.71364945732057,27.657162895426154,28.39325145818293,27.828904366120696,27.948613166809082,28.58874437585473,27.084900550544262,28.487635474652052,28.48587452247739,28.646932939067483,28.192046992480755,28.16162360832095
28.73321940563619,27.536579681560397,28.021097503602505,27.493413345888257,28.217693904414773,27.66616122983396,27.589670903980732,28.26823624037206,27.23550234735012,27.17431797273457,28.00046780332923,27.345572885125875,27.398586539551616,28.1682772859931,26.479721754789352,28.08931008167565,28.01531932130456,28.242177864536643,27.663466354832053,27.75331075116992
28.236420882865787,26.983345543965697,27.518351521342993,27.072605220600963,27.82628047093749,27.25069125369191,26.999304795637727,27.87375313602388,26.735580377280712,26.641192914918065,27.58071636594832,26.84983291104436,26.958710180595517,27.732996044680476,26.013019010424614,27.74668150395155,27.58550318516791,27.833486050367355,27.30219333805144,27.250139694660902
28.016047535464168,26.503715183585882,27.075241113081574,26.589759841561317,27.397914035245776,26.7666306886822,26.551017567515373,27.46794501133263,26.245712138712406,26.054148266091943,27.23557883501053,26.349409671500325,26.37425152026117,27.36609374731779,25.564538311213255,27.252258444204926,27.078177703544497,27.34322388842702,26.751520743593574,26.649299142882228
27.694189876317978,25.971781566739082,26.573756780475378,26.055882202461362,26.916297886520624,26.281144093722105,26.066859485581517,27.016969971358776,25.72580099850893,25.55475382320583,26.616757882758975,25.865192348137498,25.866373721510172,26.94082165323198,25.062914073467255,26.80198214761913,26.55956321209669,27.00000310689211,26.19701791368425,26.228975601494312
27.30914061702788,25.35910620354116,26.036181814968586,25.513600213453174,26.5000540651381,25.698931640014052,25.609441427513957,26.60690658353269,25.219321744516492,25.013759410008788,26.157146506011486,25.402765413746238,25.35132028348744,26.382872132584453,24.547372959554195,26.328447813168168,26.051107857376337,26.510292049497366,25.85355238430202,25.69150329940021
26.91435049287975,24.823024006560445,25.598317669704556,25.02434505149722,25.86696901358664,25.230521097779274,25.08451041020453,26.137041928246617,24.73073591478169,24.514450531452894,25.768424155190587,25.037153312936425,24.917453695088625,25.948124397546053,24.171661101281643,25.82703118212521,25.562996093183756,26.09287172742188,25.390323370695114,25.199244633316994
26.445386108011007,24.366047605872154,25.07770956121385,24.571630658581853,25.53532843850553,24.866745751351118,24.59043182991445,25.704378828406334,24.260222865268588,24.164430847391486,25.29223614372313,24.53183194436133,24.469097217544913,25.45860123448074,23.757033420726657,25.29617797024548,25.166348794475198,25.568451952189207,24.942750303074718,24.671080853790045
26.112031435593963,23.963764291256666,24.62887834198773,24.107647938653827,24.85548037290573,24.255801014602184,24.16787589341402,25.326670452952385,23.865067400038242,23.753018140792847,24.80786094814539,24.165877314284444,24.037415396422148,24.90460248105228,23.340035678818822,24.795739686116576,24.73664348013699,25.26166639663279,24.400043841451406,24.26673175767064
25.672092581167817,23.512152632698417,24.10526635684073,23.64545218832791,24.384930219501257,23.8787102419883,23.80521236360073,24.79494567029178,23.418290809728205,23.546296034008265,24.307546643540263,23.769915902987123,23.588405836373568,24.48723615333438,23.036573326215148,24.34123888798058,24.200361896306276,24.771586395800114,24.117576599121094,23.898982474580407
25.249214926734567,23.19329910725355,23.707182817161083,23.289858328178525,23.98650253377855,23.499927645549178,23.36389010772109,24.477118268609047,23.175108650699258,23.15933396667242,24.079043798148632,23.3796107750386,23.30513176880777,23.913073252886534,22.73467045277357,23.866409668698907,23.887548370286822,24.36747862957418,23.812804243527353,23.49136952869594
24.822893703356385,22.75210575386882,23.24746767245233,22.827963671647012,23.41169296950102,23.204904921352863,23.167575692757964,23.977869415655732,22.828941321000457,22.805030144751072,23.604935368523,23.042987605556846,22.929278636351228,23.525824515148997,22.434047393500805,23.435980355367064,23.56082519888878,23.922903591766953,23.529074827209115,23.192034296691418
