Axiom,1,2,3,4,5
mean_violations,3.97329931392244e-05,0.000222319775649,0.0001321030151494,0.0001707194305489,4.935652049833408e-05
majority,0.0,8.717797887081348e-06,1.2e-05,0.0,0.0
majority_loser,0.0001113373252777,0.0004281121348431,8.304215796810676e-05,0.0,0.0
fixed_majority,0.0,0.0,0.0,0.0,0.0
condorcet_winner,0.0001039038016628,0.0008005872844356,0.0011184614432335,0.0012084022509081,0.0002271475291523
condorcet_loser,0.0002803640490505,0.0001130486620885,0.0,0.0,2.9597297173897487e-05
dummetts_condition,0.0,1.2e-05,0.0002339572610542,0.0003835831070315,0.0001379275171965
solid_coalitions,0.0,1.2e-05,0.0001971395444856,0.0002784169535067,0.0001397712416772
consensus_committee,0.0,0.0,0.0,0.0,0.0
strong_unanimity,0.0,0.0,0.0,0.0,0.0
local_stability,0.0,0.0012884781721084,0.0004233391075721,0.0003607547643483,0.0001397712416772
strong_pareto_efficiency,8.717797887081346e-06,0.0006066827836686,0.0002664132128855,0.0002045091684986,9.820386957752734e-05
