Axiom,1,2,3,4,5
mean_violations,1.7133409439112358e-05,0.0001601594247064,0.000246157646188,0.0001213416731914,8.940778526569e-05
majority,0.0,0.0,0.0,0.0,0.0
majority_loser,1.7320508075688777e-05,0.0001850837648201,0.0001346254062203,2.653299832284321e-05,0.0
fixed_majority,0.0,0.0,0.0,0.0,0.0
condorcet_winner,8.788629017087931e-05,0.0007640811475229,0.0022401598157274,0.0009794100264955,0.0003157213961707
condorcet_loser,0.0001492782636554,0.0,0.0,0.0,4.308131845707604e-05
dummetts_condition,0.0,1.9595917942265427e-05,0.0002511652842253,0.0003562021897742,0.0002893509979246
solid_coalitions,0.0,1.9595917942265427e-05,0.000175852210677,0.0003166006948823,0.0002902343880383
consensus_committee,0.0,0.0,0.0,0.0,0.0
strong_unanimity,0.0,0.0,0.0,0.0,0.0
local_stability,0.0,0.0010648924828357,0.0003267047596837,0.0003510612482174,0.0002902343880383
strong_pareto_efficiency,8.717797887081348e-06,0.0003640879014743,0.000850091759753,9.624967532412776e-05,0.0001931217232731
