Axiom,1,2,3,4,5
mean_violations,2.4062590560095764e-05,8.554424692413971e-05,8.771761604882597e-05,0.0001219612457075,5.322368204642101e-05
majority,0.0,0.0,0.0,0.0,0.0
majority_loser,4.431703961232067e-05,0.0001037496987947,5.1341990611973745e-05,0.0,0.0
fixed_majority,0.0,0.0,0.0,0.0,0.0
condorcet_winner,8.321057625085888e-05,0.0007366383101631,0.0008390732983476,0.0007684373754574,0.0001813174012608
condorcet_loser,0.0001729161646579,0.0,0.0,0.0,7.20832851637604e-05
dummetts_condition,0.0,0.0,0.0002009079391164,0.0003083569360335,0.0001289961239727
solid_coalitions,0.0,0.0,0.0001483778959279,0.0002384617369726,0.000110995495404
consensus_committee,0.0,0.0,0.0,0.0,0.0
strong_unanimity,0.0,0.0,0.0,0.0,0.0
local_stability,0.0,0.0003114546515947,0.0002225219090336,0.0001841303885837,0.000110995495404
strong_pareto_efficiency,1.6e-05,0.00012475576139,0.00012804686642,0.0001012719112093,0.0002645070887518
