Axiom,1,2,3,4,5
mean_violations,3.4181818181818185e-05,0.0001114322979427,9.494513422180565e-05,0.0001727326314958,3.79664924038892e-05
majority,0.0,0.0,1.9595917942265427e-05,8.717797887081348e-06,0.0
majority_loser,8.89719056781409e-05,0.0001576832267554,4.17612260356422e-05,0.0,0.0
fixed_majority,0.0,0.0,0.0,0.0,0.0
condorcet_winner,5.436910887627275e-05,0.0010874171232788,0.0008958459689031,0.0010602716633014,0.0002148394749574
condorcet_loser,0.0003012706424462,0.0,0.0,0.0,3.168595903550972e-05
dummetts_condition,0.0,0.0,0.0001830846798615,0.0003475629439396,0.0001148216007552
solid_coalitions,0.0,0.0,0.0001267911668847,0.0003031237371107,0.0001127829774389
consensus_committee,0.0,0.0,0.0,0.0,0.0
strong_unanimity,0.0,0.0,0.0,0.0,0.0
local_stability,0.0,0.0003383430212077,0.0002435980295486,0.0003490501396647,0.0001127829774389
strong_pareto_efficiency,1.98997487421324e-05,0.0001522497947453,0.0001528397853963,0.0001279218511435,0.0001094714574672
