,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Min Violations Committee,0.00029679999999999995,0.0,0.4,0.320576,0.064208,0.183104,0.088656,0.18176,0.18176,0.18176,0.18176,0.183104,0.18176,0.183104,0.312512,0.183104,0.18176,0.276816,0.214144,0.101312,0.150768,0.10616,0.030464,0.026816,0.11688,0.037728,0.030416,0.029872,0.028256,0.110848,0.031008,0.032592,0.01904,0.035168,0.037392,0.028176,0.030624,0.034416,0.03064,0.035168,0.03616,0.030624,0.036464,0.03064,0.018896,0.030256,0.030384,0.0368,0.0368,0.016224,0.016224,0.029776,0.031584,0.021776,0.02776,0.028416,0.032768,0.030256,0.024624,0.027248,0.017104,0.030656,0.083232,0.126688,0.056864,0.036256,0.020224
Max Violations Committee,0.399984,0.4,0.0,0.319232,0.398512,0.385056,0.397856,0.386016,0.386016,0.386016,0.386016,0.385056,0.386016,0.385056,0.330656,0.385056,0.386016,0.349792,0.392272,0.397248,0.39576,0.396464,0.399664,0.399584,0.395984,0.3992,0.399792,0.399824,0.39984,0.366608,0.399728,0.399616,0.39976,0.399152,0.389888,0.39968,0.39968,0.399392,0.399616,0.399152,0.398944,0.399712,0.398224,0.399536,0.399504,0.399808,0.39976,0.395376,0.395376,0.399904,0.399904,0.399792,0.39928,0.399632,0.399472,0.39952,0.3996,0.399808,0.398736,0.39984,0.399792,0.399776,0.397904,0.394112,0.398592,0.399024,0.399648
Random Choice,0.32052959999999997,0.320576,0.319232,0.0,0.320176,0.32008,0.320272,0.319968,0.319968,0.319968,0.319968,0.32008,0.319968,0.32008,0.319856,0.32008,0.319968,0.317968,0.318976,0.320528,0.31944,0.319424,0.321024,0.32072,0.320512,0.320336,0.320752,0.320784,0.320832,0.321136,0.32072,0.320992,0.320416,0.320784,0.32072,0.321088,0.320864,0.320864,0.320832,0.320784,0.320896,0.320768,0.320944,0.320816,0.321232,0.320928,0.320912,0.3208,0.3208,0.320976,0.320976,0.3208,0.320832,0.32056,0.320816,0.320704,0.321008,0.320928,0.320672,0.32096,0.320672,0.320864,0.319408,0.320112,0.320672,0.320592,0.320768
Borda ranking,0.06406640000000001,0.064208,0.398512,0.320176,0.0,0.21712,0.128672,0.216944,0.216944,0.216944,0.216944,0.21712,0.216944,0.21712,0.321312,0.21712,0.216944,0.285904,0.176512,0.092752,0.110016,0.13328,0.063024,0.0664,0.149776,0.062864,0.062752,0.062432,0.061456,0.131184,0.063264,0.064048,0.046,0.063008,0.073152,0.06104,0.062272,0.063728,0.062432,0.063008,0.0636,0.062544,0.064512,0.06248,0.063712,0.062016,0.062112,0.070816,0.070816,0.055904,0.055904,0.062688,0.065184,0.042432,0.06688,0.066688,0.064112,0.062016,0.073264,0.06112,0.048704,0.060656,0.080064,0.125184,0.054272,0.085456,0.068592
Plurality ranking,0.18308320000000006,0.183104,0.385056,0.32008,0.21712,0.0,0.141184,0.027744,0.027744,0.027744,0.027744,0.0,0.027744,0.0,0.324112,0.0,0.027744,0.253456,0.307808,0.228736,0.284512,0.134528,0.179184,0.175392,0.11688,0.191168,0.18144,0.181472,0.18208,0.208544,0.181616,0.18016,0.188576,0.182448,0.18896,0.18248,0.181664,0.18216,0.181632,0.182448,0.182624,0.181568,0.183216,0.181744,0.18296,0.181456,0.18144,0.186784,0.186784,0.18624,0.18624,0.181584,0.175168,0.189408,0.174704,0.17552,0.180096,0.181456,0.158576,0.1824,0.1876,0.181856,0.224288,0.21936,0.197424,0.162112,0.171568
STV,0.08861360000000001,0.088656,0.397856,0.320272,0.128672,0.141184,0.0,0.13896,0.13896,0.13896,0.13896,0.141184,0.13896,0.141184,0.311904,0.141184,0.13896,0.266176,0.249488,0.152624,0.207936,0.036208,0.098304,0.091808,0.078544,0.108944,0.100672,0.100224,0.1,0.157584,0.101088,0.098528,0.0972,0.102336,0.10752,0.099744,0.100704,0.103216,0.100752,0.102336,0.103104,0.100736,0.10352,0.100784,0.096448,0.100512,0.100592,0.10632,0.10632,0.096208,0.096208,0.10032,0.097824,0.098144,0.090544,0.091344,0.098208,0.100512,0.091184,0.099744,0.096336,0.1008,0.14448,0.166016,0.11728,0.076672,0.087968
Approval Voting (AV),0.1817432,0.18176,0.386016,0.319968,0.216944,0.027744,0.13896,0.0,0.0,0.0,0.0,0.027744,0.0,0.027744,0.312192,0.027744,0.0,0.25232,0.311296,0.229584,0.284,0.135136,0.17984,0.176208,0.119616,0.191472,0.182016,0.182,0.182688,0.21304,0.182192,0.181088,0.188368,0.183472,0.189872,0.183104,0.182336,0.183104,0.182352,0.183472,0.18368,0.182224,0.184416,0.182416,0.182768,0.182048,0.182048,0.187888,0.187888,0.185904,0.185904,0.182128,0.17616,0.189232,0.17568,0.176592,0.181056,0.182048,0.161152,0.18296,0.18736,0.182464,0.224816,0.224336,0.197296,0.161632,0.172096
Proportional Approval Voting (PAV),0.1817432,0.18176,0.386016,0.319968,0.216944,0.027744,0.13896,0.0,0.0,0.0,0.0,0.027744,0.0,0.027744,0.312192,0.027744,0.0,0.25232,0.311296,0.229584,0.284,0.135136,0.17984,0.176208,0.119616,0.191472,0.182016,0.182,0.182688,0.21304,0.182192,0.181088,0.188368,0.183472,0.189872,0.183104,0.182336,0.183104,0.182352,0.183472,0.18368,0.182224,0.184416,0.182416,0.182768,0.182048,0.182048,0.187888,0.187888,0.185904,0.185904,0.182128,0.17616,0.189232,0.17568,0.176592,0.181056,0.182048,0.161152,0.18296,0.18736,0.182464,0.224816,0.224336,0.197296,0.161632,0.172096
Approval Chamberlin-Courant (CC),0.1817432,0.18176,0.386016,0.319968,0.216944,0.027744,0.13896,0.0,0.0,0.0,0.0,0.027744,0.0,0.027744,0.312192,0.027744,0.0,0.25232,0.311296,0.229584,0.284,0.135136,0.17984,0.176208,0.119616,0.191472,0.182016,0.182,0.182688,0.21304,0.182192,0.181088,0.188368,0.183472,0.189872,0.183104,0.182336,0.183104,0.182352,0.183472,0.18368,0.182224,0.184416,0.182416,0.182768,0.182048,0.182048,0.187888,0.187888,0.185904,0.185904,0.182128,0.17616,0.189232,0.17568,0.176592,0.181056,0.182048,0.161152,0.18296,0.18736,0.182464,0.224816,0.224336,0.197296,0.161632,0.172096
Lexicographic Chamberlin-Courant (lex-CC),0.1817432,0.18176,0.386016,0.319968,0.216944,0.027744,0.13896,0.0,0.0,0.0,0.0,0.027744,0.0,0.027744,0.312192,0.027744,0.0,0.25232,0.311296,0.229584,0.284,0.135136,0.17984,0.176208,0.119616,0.191472,0.182016,0.182,0.182688,0.21304,0.182192,0.181088,0.188368,0.183472,0.189872,0.183104,0.182336,0.183104,0.182352,0.183472,0.18368,0.182224,0.184416,0.182416,0.182768,0.182048,0.182048,0.187888,0.187888,0.185904,0.185904,0.182128,0.17616,0.189232,0.17568,0.176592,0.181056,0.182048,0.161152,0.18296,0.18736,0.182464,0.224816,0.224336,0.197296,0.161632,0.172096
