,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.021261333333333337,0.0,0.3333333333333333,0.27826666666666666,0.06025333333333333,0.21074666666666667,0.13188,0.08193333333333333,0.08193333333333333,0.26613333333333333,0.08193333333333333,0.28085333333333334,0.24354666666666666,0.14245333333333332,0.24865333333333334,0.08688,0.08193333333333333,0.17808
Max Violations Committee,0.33275600000000005,0.3333333333333333,0.0,0.27788,0.3325066666666667,0.3314666666666667,0.3329066666666667,0.32816,0.32816,0.2906,0.32816,0.26421333333333336,0.2946933333333333,0.3234,0.29378666666666664,0.32766666666666666,0.32816,0.3181466666666667
Random Choice,0.27807133333333334,0.27826666666666666,0.27788,0.0,0.27796,0.27932,0.2787866666666667,0.278,0.278,0.27757333333333334,0.278,0.27874666666666664,0.27728,0.27930666666666665,0.2773466666666667,0.27844,0.278,0.2786533333333333
Borda ranking,0.06205466666666666,0.06025333333333333,0.3325066666666667,0.27796,0.0,0.19270666666666666,0.11164,0.09032,0.09032,0.27904,0.09032,0.27270666666666665,0.2564533333333333,0.13929333333333332,0.26156,0.08898666666666667,0.09032,0.17852
Plurality ranking,0.21622199999999997,0.21074666666666667,0.3314666666666667,0.27932,0.19270666666666666,0.0,0.13633333333333333,0.23201333333333332,0.23201333333333332,0.29564,0.23201333333333332,0.23989333333333332,0.28985333333333335,0.23521333333333333,0.2914,0.22829333333333332,0.23201333333333332,0.24944
STV,0.13959533333333332,0.13188,0.3329066666666667,0.2787866666666667,0.11164,0.13633333333333333,0.0,0.16702666666666666,0.16702666666666666,0.2770533333333333,0.16702666666666666,0.27508,0.25449333333333335,0.18650666666666665,0.2595733333333333,0.16652,0.16702666666666666,0.20610666666666666
Approval Voting (AV),0.068792,0.08193333333333333,0.32816,0.278,0.09032,0.23201333333333332,0.16702666666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.024013333333333334,0.0,0.17104
Proportional Approval Voting (PAV),0.068792,0.08193333333333333,0.32816,0.278,0.09032,0.23201333333333332,0.16702666666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.024013333333333334,0.0,0.17104
Approval Chamberlin-Courant (CC),0.2665286666666667,0.26613333333333333,0.2906,0.27757333333333334,0.27904,0.29564,0.2770533333333333,0.27332,0.27332,0.0,0.27332,0.3333333333333333,0.022586666666666668,0.2877866666666667,0.01748,0.28130666666666665,0.27332,0.27604
Lexicographic Chamberlin-Courant (lex-CC),0.068792,0.08193333333333333,0.32816,0.278,0.09032,0.23201333333333332,0.16702666666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.024013333333333334,0.0,0.17104
Sequential Approval Chamberlin-Courant (seq-CC),0.2803966666666667,0.28085333333333334,0.26421333333333336,0.27874666666666664,0.27270666666666665,0.23989333333333332,0.27508,0.27784,0.27784,0.3333333333333333,0.27784,0.0,0.32876,0.2624666666666667,0.32984,0.2688933333333333,0.27784,0.2769333333333333
Monroe's Approval Rule (Monroe),0.243942,0.24354666666666666,0.2946933333333333,0.27728,0.2564533333333333,0.28985333333333335,0.25449333333333335,0.2507333333333333,0.2507333333333333,0.022586666666666668,0.2507333333333333,0.32876,0.0,0.2652,0.0051066666666666665,0.25872,0.2507333333333333,0.2541466666666667
Greedy Monroe,0.13599933333333336,0.14245333333333332,0.3234,0.27930666666666665,0.13929333333333332,0.23521333333333333,0.18650666666666665,0.11968,0.11968,0.2877866666666667,0.11968,0.2624666666666667,0.2652,0.0,0.27030666666666664,0.11589333333333333,0.11968,0.18341333333333334
Minimax Approval Voting (MAV),0.24904866666666667,0.24865333333333334,0.29378666666666664,0.2773466666666667,0.26156,0.2914,0.2595733333333333,0.25584,0.25584,0.01748,0.25584,0.32984,0.0051066666666666665,0.27030666666666664,0.0,0.26382666666666665,0.25584,0.25856
Method of Equal Shares (aka Rule X) with Phragmén phase,0.07596666666666667,0.08688,0.32766666666666666,0.27844,0.08898666666666667,0.22829333333333332,0.16652,0.024013333333333334,0.024013333333333334,0.28130666666666665,0.024013333333333334,0.2688933333333333,0.25872,0.11589333333333333,0.26382666666666665,0.0,0.024013333333333334,0.171
E Pluribus Hugo (EPH),0.068792,0.08193333333333333,0.32816,0.278,0.09032,0.23201333333333332,0.16702666666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.024013333333333334,0.0,0.17104
Random Serial Dictator,0.17532666666666674,0.17808,0.3181466666666667,0.2786533333333333,0.17852,0.24944,0.20610666666666666,0.17104,0.17104,0.27604,0.17104,0.2769333333333333,0.2541466666666667,0.18341333333333334,0.25856,0.171,0.17104,0.0
NN,,0.021261333333333337,0.33275600000000005,0.27807133333333334,0.06205466666666666,0.21622199999999997,0.13959533333333332,0.068792,0.068792,0.2665286666666667,0.068792,0.2803966666666667,0.243942,0.13599933333333336,0.24904866666666667,0.07596666666666667,0.068792,0.17532666666666674
