,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.019920803167873286,0.0,0.4,0.31942722291108355,0.07529298828046878,0.2700691972321107,0.13209071637134515,0.08199672013119476,0.08199672013119476,0.2985640574377025,0.08199672013119476,0.32144314227430903,0.2186152553897844,0.11788328466861325,0.2797008119675213,0.08396464141434343,0.08199672013119476,0.17463301467941283
Max Violations Committee,0.3986352545898164,0.4,0.0,0.32118715251389945,0.39897604095836164,0.399760009599616,0.3999360025598976,0.3894564217431303,0.3894564217431303,0.33035478580856764,0.3894564217431303,0.31917123315067397,0.35014599416023356,0.37985680572777086,0.33477060917563295,0.3887364505419783,0.3894564217431303,0.36449742010319586
Random Choice,0.31946962121515143,0.31942722291108355,0.32118715251389945,0.0,0.31941122355105794,0.318451261949522,0.3187552497900084,0.3192992280308788,0.3192992280308788,0.3202591896324147,0.3192992280308788,0.31944322227110916,0.31989120435182594,0.31955521779128837,0.3201471941122355,0.3196512139514419,0.3192992280308788,0.31939522419103233
Borda ranking,0.07519299228030878,0.07529298828046878,0.39897604095836164,0.31941122355105794,0.0,0.2518459261629535,0.09793208271669133,0.10373985040598376,0.10373985040598376,0.31950721971121154,0.10373985040598376,0.3087236510539578,0.23955841766329347,0.1310827566897324,0.30064397424103034,0.1032278708851646,0.10373985040598376,0.18060077596896124
Plurality ranking,0.2739186432542698,0.2700691972321107,0.399760009599616,0.318451261949522,0.2518459261629535,0.0,0.20695172193112277,0.2952521899124035,0.2952521899124035,0.3551697932082717,0.2952521899124035,0.2561817527298908,0.3326586936522539,0.2953161873525059,0.3468821247150114,0.29341226350945965,0.2952521899124035,0.3032678692852286
STV,0.13596976120955165,0.13209071637134515,0.3999360025598976,0.3187552497900084,0.09793208271669133,0.20695172193112277,0.0,0.17149714011439543,0.17149714011439543,0.31933122675092995,0.17149714011439543,0.3159873605055798,0.24200631974721012,0.18044078236870525,0.30046798128074875,0.17133714651413942,0.17149714011439543,0.212167513299468
Approval Voting (AV),0.07427382904683813,0.08199672013119476,0.3894564217431303,0.3192992280308788,0.10373985040598376,0.2952521899124035,0.17149714011439543,0.0,0.0,0.31480340786368544,0.0,0.31150753969841205,0.23485460581576736,0.08636454541818327,0.29594016239350424,0.01422343106275749,0.0,0.16189752409903604
Proportional Approval Voting (PAV),0.07427382904683813,0.08199672013119476,0.3894564217431303,0.3192992280308788,0.10373985040598376,0.2952521899124035,0.17149714011439543,0.0,0.0,0.31480340786368544,0.0,0.31150753969841205,0.23485460581576736,0.08636454541818327,0.29594016239350424,0.01422343106275749,0.0,0.16189752409903604
Approval Chamberlin-Courant (CC),0.29828886844526215,0.2985640574377025,0.33035478580856764,0.3202591896324147,0.31950721971121154,0.3551697932082717,0.31933122675092995,0.31480340786368544,0.31480340786368544,0.0,0.31480340786368544,0.4,0.07994880204791809,0.3293148274069037,0.018863245470181193,0.32061117555297786,0.31480340786368544,0.3188192472301108
Lexicographic Chamberlin-Courant (lex-CC),0.07427382904683813,0.08199672013119476,0.3894564217431303,0.3192992280308788,0.10373985040598376,0.2952521899124035,0.17149714011439543,0.0,0.0,0.31480340786368544,0.0,0.31150753969841205,0.23485460581576736,0.08636454541818327,0.29594016239350424,0.01422343106275749,0.0,0.16189752409903604
Sequential Approval Chamberlin-Courant (seq-CC),0.32029438822447115,0.32144314227430903,0.31917123315067397,0.31944322227110916,0.3087236510539578,0.2561817527298908,0.3159873605055798,0.31150753969841205,0.31150753969841205,0.4,0.31150753969841205,0.0,0.3793608255669773,0.29931602735890567,0.3936002559897604,0.3043078276868925,0.31150753969841205,0.3111715531378745
Monroe's Approval Rule (Monroe),0.21834006639734413,0.2186152553897844,0.35014599416023356,0.31989120435182594,0.23955841766329347,0.3326586936522539,0.24200631974721012,0.23485460581576736,0.23485460581576736,0.07994880204791809,0.23485460581576736,0.3793608255669773,0.0,0.24936602535898564,0.06108555657773689,0.24066237350505978,0.23485460581576736,0.24701411943522258
Greedy Monroe,0.11325306987720493,0.11788328466861325,0.37985680572777086,0.31955521779128837,0.1310827566897324,0.2953161873525059,0.18044078236870525,0.08636454541818327,0.08636454541818327,0.3293148274069037,0.08636454541818327,0.29931602735890567,0.24936602535898564,0.0,0.3104515819367225,0.08407663693452262,0.08636454541818327,0.1699932002719891
Minimax Approval Voting (MAV),0.279425622975081,0.2797008119675213,0.33477060917563295,0.3201471941122355,0.30064397424103034,0.3468821247150114,0.30046798128074875,0.29594016239350424,0.29594016239350424,0.018863245470181193,0.29594016239350424,0.3936002559897604,0.06108555657773689,0.3104515819367225,0.0,0.3017479300827967,0.29594016239350424,0.2999560017599296
Method of Equal Shares (aka Rule X) with Phragmén phase,0.07671773129074837,0.08396464141434343,0.3887364505419783,0.3196512139514419,0.1032278708851646,0.29341226350945965,0.17133714651413942,0.01422343106275749,0.01422343106275749,0.32061117555297786,0.01422343106275749,0.3043078276868925,0.24066237350505978,0.08407663693452262,0.3017479300827967,0.0,0.01422343106275749,0.16176952921883125
E Pluribus Hugo (EPH),0.07427382904683813,0.08199672013119476,0.3894564217431303,0.3192992280308788,0.10373985040598376,0.2952521899124035,0.17149714011439543,0.0,0.0,0.31480340786368544,0.0,0.31150753969841205,0.23485460581576736,0.08636454541818327,0.29594016239350424,0.01422343106275749,0.0,0.16189752409903604
