,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.025158666666666673,0.0,0.8975466666666667,0.4975466666666667,0.08153333333333333,0.3104,0.23649333333333333,0.08609333333333333,0.12822666666666666,0.44322666666666666,0.22918666666666668,0.41298666666666667,0.3091466666666667,0.20673333333333332,0.44008,0.15949333333333332,0.10378666666666667,0.3404933333333333
Max Violations Committee,0.89281,0.8975466666666667,0.0,0.50132,0.8517733333333334,0.6734533333333333,0.7369333333333333,0.8661066666666667,0.8208533333333333,0.57416,0.7364,0.57132,0.7010666666666666,0.7543733333333333,0.5767866666666667,0.7956933333333334,0.8441333333333333,0.6502266666666666
Random Choice,0.4976573333333334,0.4975466666666667,0.50132,0.0,0.49866666666666665,0.49881333333333333,0.50008,0.49844,0.5003333333333333,0.50276,0.5018533333333334,0.49672,0.5005733333333333,0.50064,0.5024666666666666,0.4998533333333333,0.49884,0.5012533333333333
Borda ranking,0.07035199999999998,0.08153333333333333,0.8517733333333334,0.49866666666666665,0.0,0.31306666666666666,0.22808,0.09488,0.08322666666666667,0.45914666666666665,0.18892,0.38697333333333334,0.32077333333333335,0.17444,0.4556133333333333,0.11568,0.08568,0.3392266666666667
Plurality ranking,0.31526733333333334,0.3104,0.6734533333333333,0.49881333333333333,0.31306666666666666,0.0,0.16232,0.3140266666666667,0.3326133333333333,0.49744,0.37998666666666664,0.45894666666666667,0.39848,0.3658666666666667,0.4970133333333333,0.34484,0.32082666666666665,0.4146533333333333
STV,0.23954000000000003,0.23649333333333333,0.7369333333333333,0.50008,0.22808,0.16232,0.0,0.2408,0.24758666666666668,0.4676133333333333,0.30296,0.43921333333333334,0.3476533333333333,0.29274666666666666,0.46572,0.26022666666666666,0.24205333333333334,0.38406666666666667
Approval Voting (AV),0.07607333333333335,0.08609333333333333,0.8661066666666667,0.49844,0.09488,0.3140266666666667,0.2408,0.0,0.09198666666666666,0.4567333333333333,0.21165333333333333,0.40670666666666666,0.31353333333333333,0.18896,0.4536133333333333,0.13364,0.03505333333333333,0.33128
Proportional Approval Voting (PAV),0.11799666666666665,0.12822666666666666,0.8208533333333333,0.5003333333333333,0.08322666666666667,0.3326133333333333,0.24758666666666668,0.09198666666666666,0.0,0.45558666666666664,0.13433333333333333,0.39470666666666665,0.31749333333333335,0.14637333333333333,0.4521866666666667,0.06777333333333334,0.06812,0.33737333333333336
Approval Chamberlin-Courant (CC),0.4484266666666667,0.44322666666666666,0.57416,0.50276,0.45914666666666665,0.49744,0.4676133333333333,0.4567333333333333,0.45558666666666664,0.0,0.45488,0.6867733333333333,0.24061333333333335,0.48004,0.005653333333333333,0.46116,0.4552933333333333,0.4828133333333333
Lexicographic Chamberlin-Courant (lex-CC),0.22001133333333334,0.22918666666666668,0.7364,0.5018533333333334,0.18892,0.37998666666666664,0.30296,0.21165333333333333,0.13433333333333333,0.45488,0.0,0.39641333333333334,0.3387733333333333,0.16536,0.44928,0.12525333333333333,0.19356,0.36521333333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.40581999999999996,0.41298666666666667,0.57132,0.49672,0.38697333333333334,0.45894666666666667,0.43921333333333334,0.40670666666666666,0.39470666666666665,0.6867733333333333,0.39641333333333334,0.0,0.5786933333333333,0.3815733333333333,0.6827466666666666,0.38982666666666665,0.3990666666666667,0.44153333333333333
Monroe's Approval Rule (Monroe),0.3109233333333333,0.3091466666666667,0.7010666666666666,0.5005733333333333,0.32077333333333335,0.39848,0.3476533333333333,0.31353333333333333,0.31749333333333335,0.24061333333333335,0.3387733333333333,0.5786933333333333,0.0,0.3578266666666667,0.24049333333333334,0.32538666666666666,0.3138666666666667,0.41046666666666665
Greedy Monroe,0.1968353333333333,0.20673333333333332,0.7543733333333333,0.50064,0.17444,0.3658666666666667,0.29274666666666666,0.18896,0.14637333333333333,0.48004,0.16536,0.3815733333333333,0.3578266666666667,0.0,0.47573333333333334,0.12872,0.17785333333333334,0.35868
Minimax Approval Voting (MAV),0.44514666666666675,0.44008,0.5767866666666667,0.5024666666666666,0.4556133333333333,0.4970133333333333,0.46572,0.4536133333333333,0.4521866666666667,0.005653333333333333,0.44928,0.6827466666666666,0.24049333333333334,0.47573333333333334,0.0,0.45714666666666665,0.4521733333333333,0.48102666666666666
Method of Equal Shares (aka Rule X) with Phragmén phase,0.15019866666666665,0.15949333333333332,0.7956933333333334,0.4998533333333333,0.11568,0.34484,0.26022666666666666,0.13364,0.06777333333333334,0.46116,0.12525333333333333,0.38982666666666665,0.32538666666666666,0.12872,0.45714666666666665,0.0,0.11302666666666666,0.34553333333333336
E Pluribus Hugo (EPH),0.09383266666666666,0.10378666666666667,0.8441333333333333,0.49884,0.08568,0.32082666666666665,0.24205333333333334,0.03505333333333333,0.06812,0.4552933333333333,0.19356,0.3990666666666667,0.3138666666666667,0.17785333333333334,0.4521733333333333,0.11302666666666666,0.0,0.3332
Random Serial Dictator,0.33698,0.3404933333333333,0.6502266666666666,0.5012533333333333,0.3392266666666667,0.4146533333333333,0.38406666666666667,0.33128,0.33737333333333336,0.4828133333333333,0.36521333333333333,0.44153333333333333,0.41046666666666665,0.35868,0.48102666666666666,0.34553333333333336,0.3332,0.0
NN,,0.025158666666666673,0.89281,0.4976573333333334,0.07035199999999998,0.31526733333333334,0.23954000000000003,0.07607333333333335,0.11799666666666665,0.4484266666666667,0.22001133333333334,0.40581999999999996,0.3109233333333333,0.1968353333333333,0.44514666666666675,0.15019866666666665,0.09383266666666666,0.33698
