,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,1.6e-05,0.0,0.6666266666666667,0.44393333333333335,4e-05,0.015506666666666667,8e-05,0.0,2.6666666666666667e-05,0.44588,4e-05,0.4335733333333333,0.30016,0.0044933333333333336,0.24996,4e-05,0.0,0.16585333333333332
Max Violations Committee,0.6666266666666668,0.6666266666666667,0.0,0.44334666666666667,0.6666266666666667,0.6666133333333333,0.6666266666666667,0.6666266666666667,0.6666266666666667,0.44482666666666665,0.6666266666666667,0.4652266666666667,0.5180133333333333,0.6666266666666667,0.6658,0.6666266666666667,0.6666266666666667,0.66612
Random Choice,0.4439433333333333,0.44393333333333335,0.44334666666666667,0.0,0.44394666666666666,0.44424,0.44394666666666666,0.44393333333333335,0.44394666666666666,0.44172,0.44394666666666666,0.44534666666666667,0.4435733333333333,0.4438533333333333,0.4436,0.44394666666666666,0.44393333333333335,0.44397333333333333
Borda ranking,3.066666666666667e-05,4e-05,0.6666266666666667,0.44394666666666666,0.0,0.015493333333333333,4e-05,4e-05,1.3333333333333333e-05,0.4458933333333333,0.0,0.4335866666666667,0.30017333333333335,0.004533333333333334,0.24996,0.0,4e-05,0.16584
Plurality ranking,0.015491999999999999,0.015506666666666667,0.6666133333333333,0.44424,0.015493333333333333,0.0,0.015453333333333333,0.015506666666666667,0.01548,0.44964,0.015493333333333333,0.42961333333333335,0.30552,0.01948,0.25648,0.015493333333333333,0.015506666666666667,0.17252
STV,7.066666666666667e-05,8e-05,0.6666266666666667,0.44394666666666666,4e-05,0.015453333333333333,0.0,8e-05,5.333333333333333e-05,0.44593333333333335,4e-05,0.4335866666666667,0.30021333333333333,0.004546666666666667,0.24998666666666666,4e-05,8e-05,0.16585333333333332
Approval Voting (AV),1.6e-05,0.0,0.6666266666666667,0.44393333333333335,4e-05,0.015506666666666667,8e-05,0.0,2.6666666666666667e-05,0.44588,4e-05,0.4335733333333333,0.30016,0.0044933333333333336,0.24996,4e-05,0.0,0.16585333333333332
Proportional Approval Voting (PAV),1.7333333333333332e-05,2.6666666666666667e-05,0.6666266666666667,0.44394666666666666,1.3333333333333333e-05,0.01548,5.333333333333333e-05,2.6666666666666667e-05,0.0,0.4458933333333333,1.3333333333333333e-05,0.4335733333333333,0.30017333333333335,0.00452,0.24996,1.3333333333333333e-05,2.6666666666666667e-05,0.16582666666666668
Approval Chamberlin-Courant (CC),0.4458926666666667,0.44588,0.44482666666666665,0.44172,0.4458933333333333,0.44964,0.44593333333333335,0.44588,0.4458933333333333,0.0,0.4458933333333333,0.6666666666666666,0.17084,0.44750666666666666,0.29,0.4458933333333333,0.44588,0.44538666666666665
Lexicographic Chamberlin-Courant (lex-CC),3.066666666666667e-05,4e-05,0.6666266666666667,0.44394666666666666,0.0,0.015493333333333333,4e-05,4e-05,1.3333333333333333e-05,0.4458933333333333,0.0,0.4335866666666667,0.30017333333333335,0.004533333333333334,0.24996,0.0,4e-05,0.16584
Sequential Approval Chamberlin-Courant (seq-CC),0.43357266666666683,0.4335733333333333,0.4652266666666667,0.44534666666666667,0.4335866666666667,0.42961333333333335,0.4335866666666667,0.4335733333333333,0.4335733333333333,0.6666666666666666,0.4335866666666667,0.0,0.5778933333333334,0.43176,0.56652,0.4335866666666667,0.4335733333333333,0.4338266666666667
Monroe's Approval Rule (Monroe),0.3001726666666667,0.30016,0.5180133333333333,0.4435733333333333,0.30017333333333335,0.30552,0.30021333333333333,0.30016,0.30017333333333335,0.17084,0.30017333333333335,0.5778933333333334,0.0,0.30164,0.27468,0.30017333333333335,0.30016,0.3413466666666667
Greedy Monroe,0.004509333333333334,0.0044933333333333336,0.6666266666666667,0.4438533333333333,0.004533333333333334,0.01948,0.004546666666666667,0.0044933333333333336,0.00452,0.44750666666666666,0.004533333333333334,0.43176,0.30164,0.0,0.25190666666666667,0.004533333333333334,0.0044933333333333336,0.16714666666666667
Minimax Approval Voting (MAV),0.24996000000000004,0.24996,0.6658,0.4436,0.24996,0.25648,0.24998666666666666,0.24996,0.24996,0.29,0.24996,0.56652,0.27468,0.25190666666666667,0.0,0.24996,0.24996,0.29118666666666665
Method of Equal Shares (aka Rule X) with Phragmén phase,3.066666666666667e-05,4e-05,0.6666266666666667,0.44394666666666666,0.0,0.015493333333333333,4e-05,4e-05,1.3333333333333333e-05,0.4458933333333333,0.0,0.4335866666666667,0.30017333333333335,0.004533333333333334,0.24996,0.0,4e-05,0.16584
