,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Min Violations Committee,0.0002984,0.0,0.4,0.319968,0.059072,0.167936,0.073856,0.166608,0.166608,0.166608,0.166608,0.167936,0.166608,0.167936,0.314288,0.167936,0.166608,0.268336,0.214704,0.096016,0.150144,0.09024,0.027872,0.024336,0.098896,0.034496,0.02888,0.028336,0.026656,0.098112,0.029296,0.03056,0.01752,0.031616,0.033712,0.026912,0.028752,0.03192,0.028752,0.031616,0.032768,0.028832,0.032896,0.028752,0.01736,0.028432,0.028672,0.033344,0.033344,0.015168,0.015168,0.028128,0.028768,0.019392,0.024944,0.025808,0.030624,0.028432,0.022352,0.026112,0.01608,0.028768,0.080784,0.12664,0.053792,0.029552,0.018496
Max Violations Committee,0.3998655999999999,0.4,0.0,0.32264,0.399248,0.389328,0.398896,0.390128,0.390128,0.390128,0.390128,0.389328,0.390128,0.389328,0.328496,0.389328,0.390128,0.354928,0.393824,0.39792,0.397184,0.398112,0.399904,0.399856,0.3976,0.39976,0.399888,0.399888,0.399888,0.371344,0.399872,0.399856,0.39992,0.399712,0.391312,0.399872,0.39984,0.399712,0.399824,0.399712,0.399648,0.399808,0.399376,0.399792,0.399792,0.39992,0.399888,0.396432,0.396432,0.399936,0.399936,0.399936,0.39976,0.399904,0.399792,0.399776,0.399824,0.39992,0.39912,0.399904,0.399904,0.39992,0.398224,0.394848,0.399136,0.399536,0.399888
Random Choice,0.31994160000000005,0.319968,0.32264,0.0,0.320304,0.318112,0.319824,0.317952,0.317952,0.317952,0.317952,0.318112,0.317952,0.318112,0.319936,0.318112,0.317952,0.320128,0.32088,0.319792,0.319616,0.319104,0.320224,0.320192,0.319952,0.32032,0.320224,0.320272,0.320208,0.320736,0.32016,0.32024,0.320112,0.320256,0.319952,0.32008,0.320176,0.320368,0.32016,0.320256,0.320432,0.320256,0.320432,0.320208,0.319968,0.32024,0.320256,0.320016,0.320016,0.320384,0.320384,0.320192,0.320192,0.320096,0.320016,0.320096,0.32024,0.32024,0.319872,0.320144,0.320144,0.320272,0.319584,0.320048,0.320896,0.320368,0.320128
Borda ranking,0.0589928,0.059072,0.399248,0.320304,0.0,0.200272,0.114192,0.200464,0.200464,0.200464,0.200464,0.200272,0.200464,0.200272,0.32224,0.200272,0.200464,0.277488,0.179936,0.087968,0.109232,0.117488,0.057952,0.061392,0.130336,0.058272,0.056848,0.05648,0.055792,0.117616,0.057056,0.058272,0.042064,0.056976,0.066944,0.055776,0.056336,0.057632,0.056352,0.056976,0.057648,0.05648,0.058432,0.056352,0.0584,0.05616,0.056304,0.064976,0.064976,0.0504,0.0504,0.056512,0.059936,0.03968,0.06168,0.061104,0.058384,0.05616,0.067456,0.055584,0.04448,0.055072,0.077552,0.126512,0.053408,0.075584,0.063216
Plurality ranking,0.16796000000000003,0.167936,0.389328,0.318112,0.200272,0.0,0.133088,0.026912,0.026912,0.026912,0.026912,0.0,0.026912,0.0,0.325536,0.0,0.026912,0.249232,0.294976,0.215712,0.271872,0.127888,0.164128,0.161088,0.11256,0.172912,0.166288,0.166288,0.166832,0.194,0.166512,0.165328,0.172576,0.166896,0.173232,0.167216,0.166672,0.166784,0.166656,0.166896,0.166992,0.166544,0.167312,0.166736,0.166432,0.166448,0.166352,0.171168,0.171168,0.17152,0.17152,0.16656,0.160512,0.173424,0.160288,0.161152,0.165264,0.166448,0.145648,0.167072,0.172176,0.166768,0.210368,0.206048,0.18352,0.149808,0.157072
STV,0.0738752,0.073856,0.398896,0.319824,0.114192,0.133088,0.0,0.131696,0.131696,0.131696,0.131696,0.133088,0.131696,0.133088,0.313552,0.133088,0.131696,0.258752,0.240944,0.139232,0.197392,0.030912,0.08504,0.07904,0.068608,0.094016,0.0872,0.086976,0.086528,0.140464,0.087552,0.085712,0.08248,0.088096,0.092992,0.086288,0.08704,0.089024,0.087088,0.088096,0.08896,0.087056,0.089376,0.087184,0.081216,0.087024,0.087072,0.092208,0.092208,0.082704,0.082704,0.0868,0.084352,0.08344,0.077872,0.078768,0.085536,0.087024,0.078112,0.08632,0.081936,0.087328,0.1308,0.15808,0.105952,0.066624,0.075648
Approval Voting (AV),0.16664720000000005,0.166608,0.390128,0.317952,0.200464,0.026912,0.131696,0.0,0.0,0.0,0.0,0.026912,0.0,0.026912,0.314064,0.026912,0.0,0.249312,0.29952,0.216016,0.271872,0.129008,0.164976,0.16184,0.11552,0.17336,0.167168,0.167184,0.167632,0.198352,0.167424,0.166288,0.17264,0.168208,0.174368,0.168096,0.167744,0.168096,0.167744,0.168208,0.16832,0.167664,0.168752,0.167824,0.166576,0.167376,0.167328,0.172672,0.172672,0.171296,0.171296,0.16744,0.161616,0.173488,0.161024,0.162032,0.166192,0.167376,0.148384,0.167776,0.172224,0.16776,0.210384,0.211824,0.183008,0.149968,0.157664
Proportional Approval Voting (PAV),0.16664720000000005,0.166608,0.390128,0.317952,0.200464,0.026912,0.131696,0.0,0.0,0.0,0.0,0.026912,0.0,0.026912,0.314064,0.026912,0.0,0.249312,0.29952,0.216016,0.271872,0.129008,0.164976,0.16184,0.11552,0.17336,0.167168,0.167184,0.167632,0.198352,0.167424,0.166288,0.17264,0.168208,0.174368,0.168096,0.167744,0.168096,0.167744,0.168208,0.16832,0.167664,0.168752,0.167824,0.166576,0.167376,0.167328,0.172672,0.172672,0.171296,0.171296,0.16744,0.161616,0.173488,0.161024,0.162032,0.166192,0.167376,0.148384,0.167776,0.172224,0.16776,0.210384,0.211824,0.183008,0.149968,0.157664
Approval Chamberlin-Courant (CC),0.16664720000000005,0.166608,0.390128,0.317952,0.200464,0.026912,0.131696,0.0,0.0,0.0,0.0,0.026912,0.0,0.026912,0.314064,0.026912,0.0,0.249312,0.29952,0.216016,0.271872,0.129008,0.164976,0.16184,0.11552,0.17336,0.167168,0.167184,0.167632,0.198352,0.167424,0.166288,0.17264,0.168208,0.174368,0.168096,0.167744,0.168096,0.167744,0.168208,0.16832,0.167664,0.168752,0.167824,0.166576,0.167376,0.167328,0.172672,0.172672,0.171296,0.171296,0.16744,0.161616,0.173488,0.161024,0.162032,0.166192,0.167376,0.148384,0.167776,0.172224,0.16776,0.210384,0.211824,0.183008,0.149968,0.157664
Lexicographic Chamberlin-Courant (lex-CC),0.16664720000000005,0.166608,0.390128,0.317952,0.200464,0.026912,0.131696,0.0,0.0,0.0,0.0,0.026912,0.0,0.026912,0.314064,0.026912,0.0,0.249312,0.29952,0.216016,0.271872,0.129008,0.164976,0.16184,0.11552,0.17336,0.167168,0.167184,0.167632,0.198352,0.167424,0.166288,0.17264,0.168208,0.174368,0.168096,0.167744,0.168096,0.167744,0.168208,0.16832,0.167664,0.168752,0.167824,0.166576,0.167376,0.167328,0.172672,0.172672,0.171296,0.171296,0.16744,0.161616,0.173488,0.161024,0.162032,0.166192,0.167376,0.148384,0.167776,0.172224,0.16776,0.210384,0.211824,0.183008,0.149968,0.157664
