Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(4, 0, 2, 1, 3), (4, 0, 2, 1, 3), (2, 1, 0, 4, 3), (3, 1, 2, 0, 4), (4, 0, 2, 1, 3), (0, 2, 1, 3, 4), (4, 0, 2, 1, 3), (4, 0, 2, 1, 3), (4, 0, 2, 1, 3), (0, 4, 2, 1, 3)]","(1, 0, 1, 0, 1)",0,"[0, 8, 8, 9, 4, 2, 0, 1, 9, 3, 2, 9, 0, 9, 3, 1, 1, 1, 0, 2, 6, 7, 7, 8, 0]","[0.0, 0.08, 0.08, 0.09, 0.04, 0.02, 0.0, 0.01, 0.09, 0.03, 0.02, 0.09, 0.0, 0.09, 0.03, 0.01, 0.01, 0.01, 0.0, 0.02, 0.06, 0.07, 0.07, 0.08, 0.0]","[8, 8, 9, 4, 2, 1, 9, 3, 2, 9, 9, 3, 1, 1, 1, 2, 6, 7, 7, 8]","[0.08, 0.08, 0.09, 0.04, 0.02, 0.01, 0.09, 0.03, 0.02, 0.09, 0.09, 0.03, 0.01, 0.01, 0.01, 0.02, 0.06, 0.07, 0.07, 0.08]","[0.14286 0.14286 0.16071 0.07143 0.01786 0.16071 0.05357 0.16071 0.05357
 0.03571]","[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]","[2, 6, 1, 1, 0, 0, 2, 1, 7, 0, 1, 1, 8, 0, 0, 1, 0, 0, 1, 8, 6, 1, 0, 1, 2]","[0.04, 0.12, 0.02, 0.02, 0.0, 0.0, 0.04, 0.02, 0.14, 0.0, 0.02, 0.02, 0.16, 0.0, 0.0, 0.02, 0.0, 0.0, 0.02, 0.16, 0.12, 0.02, 0.0, 0.02, 0.04]","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 1, 1, 0, 1)"
"[(4, 3, 1, 0, 2), (4, 3, 1, 0, 2), (1, 3, 4, 0, 2), (3, 4, 1, 0, 2), (4, 3, 1, 0, 2), (2, 0, 1, 3, 4), (2, 0, 1, 3, 4), (0, 1, 3, 4, 2), (4, 3, 1, 0, 2), (4, 3, 1, 0, 2)]","(0, 1, 0, 1, 1)",0,"[0, 3, 8, 3, 3, 7, 0, 8, 4, 4, 2, 2, 0, 2, 2, 7, 6, 8, 0, 5, 7, 6, 8, 5, 0]","[0.0, 0.03, 0.08, 0.03, 0.03, 0.07, 0.0, 0.08, 0.04, 0.04, 0.02, 0.02, 0.0, 0.02, 0.02, 0.07, 0.06, 0.08, 0.0, 0.05, 0.07, 0.06, 0.08, 0.05, 0.0]","[3, 8, 3, 3, 7, 8, 4, 4, 2, 2, 2, 2, 7, 6, 8, 5, 7, 6, 8, 5]","[0.03, 0.08, 0.03, 0.03, 0.07, 0.08, 0.04, 0.04, 0.02, 0.02, 0.02, 0.02, 0.07, 0.06, 0.08, 0.05, 0.07, 0.06, 0.08, 0.05]","[0.07143 0.19048 0.07143 0.07143 0.19048 0.09524 0.09524 0.04762 0.04762
 0.11905]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 2, 0, 7, 0, 1, 1, 8, 0, 0, 2, 0, 0, 0, 8, 1, 6, 1, 2, 0, 5, 1, 1, 1, 2]","[0.02, 0.04, 0.0, 0.14, 0.0, 0.02, 0.02, 0.16, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.16, 0.02, 0.12, 0.02, 0.04, 0.0, 0.1, 0.02, 0.02, 0.02, 0.04]","(0, 1, 0, 1, 1)","(1, 0, 1, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 1, 1, 1, 0)"
"[(1, 0, 4, 3, 2), (4, 3, 2, 0, 1), (1, 0, 4, 3, 2), (0, 1, 4, 3, 2), (0, 1, 4, 3, 2), (3, 2, 4, 0, 1), (1, 0, 4, 3, 2), (2, 3, 4, 0, 1), (1, 0, 4, 3, 2), (4, 3, 2, 0, 1)]","(1, 1, 0, 0, 1)",0,"[0, 6, 6, 6, 6, 4, 0, 6, 6, 6, 4, 4, 0, 1, 2, 4, 4, 9, 0, 2, 4, 4, 8, 8, 0]","[0.0, 0.06, 0.06, 0.06, 0.06, 0.04, 0.0, 0.06, 0.06, 0.06, 0.04, 0.04, 0.0, 0.01, 0.02, 0.04, 0.04, 0.09, 0.0, 0.02, 0.04, 0.04, 0.08, 0.08, 0.0]","[6, 6, 6, 6, 4, 6, 6, 6, 4, 4, 1, 2, 4, 4, 9, 2, 4, 4, 8, 8]","[0.06, 0.06, 0.06, 0.06, 0.04, 0.06, 0.06, 0.06, 0.04, 0.04, 0.01, 0.02, 0.04, 0.04, 0.09, 0.02, 0.04, 0.04, 0.08, 0.08]","[0.12766 0.12766 0.12766 0.12766 0.12766 0.12766 0.12766 0.02128 0.04255
 0.04255]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[2, 4, 0, 4, 0, 4, 2, 0, 0, 4, 1, 1, 2, 0, 6, 1, 3, 0, 6, 0, 2, 0, 8, 0, 0]","[0.04, 0.08, 0.0, 0.08, 0.0, 0.08, 0.04, 0.0, 0.0, 0.08, 0.02, 0.02, 0.04, 0.0, 0.12, 0.02, 0.06, 0.0, 0.12, 0.0, 0.04, 0.0, 0.16, 0.0, 0.0]","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)","(1, 0, 1, 0, 1)","(0, 1, 0, 1, 1)"
"[(4, 2, 1, 3, 0), (0, 3, 1, 4, 2), (0, 3, 1, 4, 2), (0, 3, 1, 4, 2), (0, 3, 1, 4, 2), (0, 3, 1, 4, 2), (4, 2, 1, 3, 0), (4, 1, 2, 3, 0), (3, 0, 1, 4, 2), (2, 4, 1, 3, 0)]","(1, 1, 0, 1, 0)",1,"[0, 6, 6, 5, 6, 4, 0, 7, 4, 6, 4, 3, 0, 4, 1, 5, 6, 6, 0, 6, 4, 4, 9, 4, 0]","[0.0, 0.06, 0.06, 0.05, 0.06, 0.04, 0.0, 0.07, 0.04, 0.06, 0.04, 0.03, 0.0, 0.04, 0.01, 0.05, 0.06, 0.06, 0.0, 0.06, 0.04, 0.04, 0.09, 0.04, 0.0]","[6, 6, 5, 6, 4, 7, 4, 6, 4, 3, 4, 1, 5, 6, 6, 6, 4, 4, 9, 4]","[0.06, 0.06, 0.05, 0.06, 0.04, 0.07, 0.04, 0.06, 0.04, 0.03, 0.04, 0.01, 0.05, 0.06, 0.06, 0.06, 0.04, 0.04, 0.09, 0.04]","[0.11765 0.11765 0.09804 0.11765 0.13725 0.07843 0.11765 0.07843 0.01961
 0.11765]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[5, 1, 0, 0, 4, 0, 1, 9, 0, 0, 1, 2, 1, 0, 6, 1, 5, 0, 4, 0, 3, 1, 0, 6, 0]","[0.1, 0.02, 0.0, 0.0, 0.08, 0.0, 0.02, 0.18, 0.0, 0.0, 0.02, 0.04, 0.02, 0.0, 0.12, 0.02, 0.1, 0.0, 0.08, 0.0, 0.06, 0.02, 0.0, 0.12, 0.0]","(1, 1, 0, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)"
"[(4, 3, 0, 1, 2), (1, 0, 2, 4, 3), (1, 0, 4, 2, 3), (1, 2, 0, 4, 3), (3, 4, 0, 1, 2), (1, 0, 4, 3, 2), (4, 3, 0, 1, 2), (0, 1, 4, 3, 2), (2, 1, 0, 4, 3), (1, 2, 0, 4, 3)]","(1, 1, 0, 0, 1)",0,"[0, 4, 7, 7, 7, 6, 0, 9, 7, 7, 3, 1, 0, 5, 4, 3, 3, 5, 0, 1, 3, 3, 6, 9, 0]","[0.0, 0.04, 0.07, 0.07, 0.07, 0.06, 0.0, 0.09, 0.07, 0.07, 0.03, 0.01, 0.0, 0.05, 0.04, 0.03, 0.03, 0.05, 0.0, 0.01, 0.03, 0.03, 0.06, 0.09, 0.0]","[4, 7, 7, 7, 6, 9, 7, 7, 3, 1, 5, 4, 3, 3, 5, 1, 3, 3, 6, 9]","[0.04, 0.07, 0.07, 0.07, 0.06, 0.09, 0.07, 0.07, 0.03, 0.01, 0.05, 0.04, 0.03, 0.03, 0.05, 0.01, 0.03, 0.03, 0.06, 0.09]","[0.06897 0.12069 0.12069 0.12069 0.15517 0.12069 0.12069 0.08621 0.06897
 0.01724]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 3, 6, 0, 0, 5, 2, 0, 3, 0, 1, 2, 1, 1, 5, 1, 2, 0, 2, 5, 2, 1, 3, 4, 0]","[0.02, 0.06, 0.12, 0.0, 0.0, 0.1, 0.04, 0.0, 0.06, 0.0, 0.02, 0.04, 0.02, 0.02, 0.1, 0.02, 0.04, 0.0, 0.04, 0.1, 0.04, 0.02, 0.06, 0.08, 0.0]","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 0, 1)"
"[(0, 4, 2, 3, 1), (4, 2, 0, 3, 1), (2, 4, 3, 1, 0), (1, 3, 2, 4, 0), (3, 1, 2, 4, 0), (3, 1, 2, 4, 0), (0, 4, 2, 3, 1), (2, 4, 0, 3, 1), (1, 3, 2, 4, 0), (3, 2, 1, 4, 0)]","(0, 1, 1, 1, 0)",0,"[0, 4, 2, 4, 2, 6, 0, 4, 2, 5, 8, 6, 0, 5, 7, 6, 8, 5, 0, 5, 8, 5, 3, 5, 0]","[0.0, 0.04, 0.02, 0.04, 0.02, 0.06, 0.0, 0.04, 0.02, 0.05, 0.08, 0.06, 0.0, 0.05, 0.07, 0.06, 0.08, 0.05, 0.0, 0.05, 0.08, 0.05, 0.03, 0.05, 0.0]","[4, 2, 4, 2, 6, 4, 2, 5, 8, 6, 5, 7, 6, 8, 5, 5, 8, 5, 3, 5]","[0.04, 0.02, 0.04, 0.02, 0.06, 0.04, 0.02, 0.05, 0.08, 0.06, 0.05, 0.07, 0.06, 0.08, 0.05, 0.05, 0.08, 0.05, 0.03, 0.05]",[0.1   0.05  0.1   0.05  0.1   0.05  0.125 0.125 0.175 0.125],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[2, 0, 2, 0, 6, 2, 2, 1, 1, 4, 2, 2, 6, 0, 0, 3, 2, 1, 4, 0, 1, 4, 0, 5, 0]","[0.04, 0.0, 0.04, 0.0, 0.12, 0.04, 0.04, 0.02, 0.02, 0.08, 0.04, 0.04, 0.12, 0.0, 0.0, 0.06, 0.04, 0.02, 0.08, 0.0, 0.02, 0.08, 0.0, 0.1, 0.0]","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)"
"[(4, 3, 0, 1, 2), (2, 1, 0, 4, 3), (1, 0, 4, 3, 2), (2, 1, 0, 4, 3), (1, 0, 2, 4, 3), (3, 4, 0, 1, 2), (1, 0, 4, 2, 3), (1, 2, 0, 4, 3), (2, 1, 0, 4, 3), (4, 3, 0, 1, 2)]","(1, 1, 1, 0, 0)",0,"[0, 3, 6, 7, 7, 7, 0, 7, 7, 7, 4, 3, 0, 6, 5, 3, 3, 4, 0, 1, 3, 3, 5, 9, 0]","[0.0, 0.03, 0.06, 0.07, 0.07, 0.07, 0.0, 0.07, 0.07, 0.07, 0.04, 0.03, 0.0, 0.06, 0.05, 0.03, 0.03, 0.04, 0.0, 0.01, 0.03, 0.03, 0.05, 0.09, 0.0]","[3, 6, 7, 7, 7, 7, 7, 7, 4, 3, 6, 5, 3, 3, 4, 1, 3, 3, 5, 9]","[0.03, 0.06, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.04, 0.03, 0.06, 0.05, 0.03, 0.03, 0.04, 0.01, 0.03, 0.03, 0.05, 0.09]","[0.05357 0.10714 0.125   0.125   0.125   0.125   0.125   0.10714 0.08929
 0.01786]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 3, 7, 0, 0, 4, 3, 0, 3, 0, 3, 1, 1, 1, 4, 1, 2, 0, 1, 6, 2, 1, 2, 5, 0]","[0.0, 0.06, 0.14, 0.0, 0.0, 0.08, 0.06, 0.0, 0.06, 0.0, 0.06, 0.02, 0.02, 0.02, 0.08, 0.02, 0.04, 0.0, 0.02, 0.12, 0.04, 0.02, 0.04, 0.1, 0.0]","(1, 1, 0, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 0, 1)"
"[(4, 0, 2, 1, 3), (4, 2, 0, 1, 3), (4, 2, 0, 1, 3), (3, 1, 2, 4, 0), (4, 2, 0, 1, 3), (0, 4, 2, 1, 3), (1, 3, 2, 4, 0), (3, 1, 2, 4, 0), (4, 2, 0, 1, 3), (3, 1, 2, 4, 0)]","(1, 0, 1, 0, 1)",1,"[0, 6, 2, 6, 1, 4, 0, 4, 7, 4, 8, 6, 0, 6, 4, 4, 3, 4, 0, 4, 9, 6, 6, 6, 0]","[0.0, 0.06, 0.02, 0.06, 0.01, 0.04, 0.0, 0.04, 0.07, 0.04, 0.08, 0.06, 0.0, 0.06, 0.04, 0.04, 0.03, 0.04, 0.0, 0.04, 0.09, 0.06, 0.06, 0.06, 0.0]","[6, 2, 6, 1, 4, 4, 7, 4, 8, 6, 6, 4, 4, 3, 4, 4, 9, 6, 6, 6]","[0.06, 0.02, 0.06, 0.01, 0.04, 0.04, 0.07, 0.04, 0.08, 0.06, 0.06, 0.04, 0.04, 0.03, 0.04, 0.04, 0.09, 0.06, 0.06, 0.06]","[0.13636 0.04545 0.13636 0.02273 0.09091 0.15909 0.09091 0.13636 0.09091
 0.09091]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 1, 4, 0, 4, 1, 3, 0, 6, 0, 0, 4, 6, 0, 0, 3, 1, 0, 0, 6, 5, 1, 0, 4, 0]","[0.02, 0.02, 0.08, 0.0, 0.08, 0.02, 0.06, 0.0, 0.12, 0.0, 0.0, 0.08, 0.12, 0.0, 0.0, 0.06, 0.02, 0.0, 0.0, 0.12, 0.1, 0.02, 0.0, 0.08, 0.0]","(0, 1, 1, 0, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)"
"[(0, 2, 3, 1, 4), (4, 1, 3, 2, 0), (2, 3, 0, 1, 4), (4, 1, 3, 2, 0), (2, 0, 3, 1, 4), (1, 4, 3, 2, 0), (1, 3, 4, 2, 0), (3, 2, 0, 1, 4), (4, 1, 3, 2, 0), (0, 2, 3, 1, 4)]","(0, 1, 0, 1, 1)",0,"[0, 5, 2, 3, 5, 5, 0, 5, 5, 7, 8, 5, 0, 4, 5, 7, 5, 6, 0, 6, 5, 3, 5, 4, 0]","[0.0, 0.05, 0.02, 0.03, 0.05, 0.05, 0.0, 0.05, 0.05, 0.07, 0.08, 0.05, 0.0, 0.04, 0.05, 0.07, 0.05, 0.06, 0.0, 0.06, 0.05, 0.03, 0.05, 0.04, 0.0]","[5, 2, 3, 5, 5, 5, 5, 7, 8, 5, 4, 5, 7, 5, 6, 6, 5, 3, 5, 4]","[0.05, 0.02, 0.03, 0.05, 0.05, 0.05, 0.05, 0.07, 0.08, 0.05, 0.04, 0.05, 0.07, 0.05, 0.06, 0.06, 0.05, 0.03, 0.05, 0.04]","[0.10638 0.04255 0.06383 0.10638 0.10638 0.10638 0.14894 0.08511 0.10638
 0.12766]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[2, 1, 2, 0, 5, 2, 3, 0, 5, 0, 2, 3, 0, 5, 0, 1, 2, 7, 0, 0, 3, 1, 1, 0, 5]","[0.04, 0.02, 0.04, 0.0, 0.1, 0.04, 0.06, 0.0, 0.1, 0.0, 0.04, 0.06, 0.0, 0.1, 0.0, 0.02, 0.04, 0.14, 0.0, 0.0, 0.06, 0.02, 0.02, 0.0, 0.1]","(0, 1, 1, 1, 0)","(1, 1, 0, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)"
"[(4, 2, 1, 3, 0), (4, 2, 1, 3, 0), (4, 2, 1, 3, 0), (4, 2, 1, 3, 0), (0, 3, 1, 2, 4), (4, 2, 1, 3, 0), (4, 2, 1, 3, 0), (0, 3, 1, 2, 4), (2, 4, 1, 3, 0), (4, 2, 1, 3, 0)]","(0, 1, 1, 0, 1)",0,"[0, 2, 2, 2, 2, 8, 0, 2, 8, 2, 8, 8, 0, 8, 3, 8, 2, 2, 0, 2, 8, 8, 7, 8, 0]","[0.0, 0.02, 0.02, 0.02, 0.02, 0.08, 0.0, 0.02, 0.08, 0.02, 0.08, 0.08, 0.0, 0.08, 0.03, 0.08, 0.02, 0.02, 0.0, 0.02, 0.08, 0.08, 0.07, 0.08, 0.0]","[2, 2, 2, 2, 8, 2, 8, 2, 8, 8, 8, 3, 8, 2, 2, 2, 8, 8, 7, 8]","[0.02, 0.02, 0.02, 0.02, 0.08, 0.02, 0.08, 0.02, 0.08, 0.08, 0.08, 0.03, 0.08, 0.02, 0.02, 0.02, 0.08, 0.08, 0.07, 0.08]","[0.06061 0.06061 0.06061 0.06061 0.06061 0.24242 0.06061 0.24242 0.09091
 0.06061]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[2, 0, 0, 0, 8, 0, 0, 10, 0, 0, 1, 7, 0, 2, 0, 0, 2, 0, 8, 0, 7, 1, 0, 0, 2]","[0.04, 0.0, 0.0, 0.0, 0.16, 0.0, 0.0, 0.2, 0.0, 0.0, 0.02, 0.14, 0.0, 0.04, 0.0, 0.0, 0.04, 0.0, 0.16, 0.0, 0.14, 0.02, 0.0, 0.0, 0.04]","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)"
"[(1, 0, 3, 2, 4), (0, 1, 3, 2, 4), (0, 3, 1, 2, 4), (1, 0, 3, 2, 4), (2, 3, 4, 0, 1), (4, 2, 3, 0, 1), (2, 3, 4, 0, 1), (2, 3, 0, 4, 1), (4, 2, 3, 0, 1), (2, 3, 4, 0, 1)]","(1, 0, 1, 1, 0)",0,"[0, 8, 4, 4, 5, 2, 0, 4, 3, 4, 6, 6, 0, 6, 8, 6, 7, 4, 0, 8, 5, 6, 2, 2, 0]","[0.0, 0.08, 0.04, 0.04, 0.05, 0.02, 0.0, 0.04, 0.03, 0.04, 0.06, 0.06, 0.0, 0.06, 0.08, 0.06, 0.07, 0.04, 0.0, 0.08, 0.05, 0.06, 0.02, 0.02, 0.0]","[8, 4, 4, 5, 2, 4, 3, 4, 6, 6, 6, 8, 6, 7, 4, 8, 5, 6, 2, 2]","[0.08, 0.04, 0.04, 0.05, 0.02, 0.04, 0.03, 0.04, 0.06, 0.06, 0.06, 0.08, 0.06, 0.07, 0.04, 0.08, 0.05, 0.06, 0.02, 0.02]","[0.14815 0.07407 0.07407 0.09259 0.07407 0.05556 0.07407 0.11111 0.14815
 0.14815]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[2, 2, 1, 5, 0, 2, 1, 1, 0, 6, 4, 2, 0, 4, 0, 0, 5, 5, 0, 0, 2, 0, 3, 1, 4]","[0.04, 0.04, 0.02, 0.1, 0.0, 0.04, 0.02, 0.02, 0.0, 0.12, 0.08, 0.04, 0.0, 0.08, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.04, 0.0, 0.06, 0.02, 0.08]","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)"
"[(2, 3, 1, 4, 0), (1, 4, 3, 2, 0), (1, 4, 0, 3, 2), (2, 3, 1, 4, 0), (3, 2, 1, 4, 0), (4, 0, 1, 3, 2), (3, 2, 1, 4, 0), (3, 1, 4, 2, 0), (0, 4, 1, 3, 2), (0, 4, 1, 3, 2)]","(0, 1, 0, 1, 1)",0,"[0, 3, 4, 4, 2, 7, 0, 6, 5, 7, 6, 4, 0, 2, 4, 6, 5, 8, 0, 5, 8, 3, 6, 5, 0]","[0.0, 0.03, 0.04, 0.04, 0.02, 0.07, 0.0, 0.06, 0.05, 0.07, 0.06, 0.04, 0.0, 0.02, 0.04, 0.06, 0.05, 0.08, 0.0, 0.05, 0.08, 0.03, 0.06, 0.05, 0.0]","[3, 4, 4, 2, 7, 6, 5, 7, 6, 4, 2, 4, 6, 5, 8, 5, 8, 3, 6, 5]","[0.03, 0.04, 0.04, 0.02, 0.07, 0.06, 0.05, 0.07, 0.06, 0.04, 0.02, 0.04, 0.06, 0.05, 0.08, 0.05, 0.08, 0.03, 0.06, 0.05]","[0.07143 0.09524 0.09524 0.04762 0.14286 0.11905 0.16667 0.04762 0.09524
 0.11905]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[2, 1, 1, 0, 6, 2, 1, 7, 0, 0, 2, 2, 0, 2, 4, 3, 2, 1, 4, 0, 1, 4, 1, 4, 0]","[0.04, 0.02, 0.02, 0.0, 0.12, 0.04, 0.02, 0.14, 0.0, 0.0, 0.04, 0.04, 0.0, 0.04, 0.08, 0.06, 0.04, 0.02, 0.08, 0.0, 0.02, 0.08, 0.02, 0.08, 0.0]","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)"
