Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.24945454545454543,0.1806,0.74168,0.0,0.40428,0.012,0.40428,0.1806,0.012,0.40428,0.40428,0.0
Borda ranking,0.004749090909090909,0.0,0.05224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.05576363636363637,0.0,0.59204,0.0,0.0,0.01068,0.0,0.0,0.01068,0.0,0.0,0.0
STV,0.04961090909090909,0.0,0.5314,0.0,0.0,0.00716,0.0,0.0,0.00716,0.0,0.0,0.0
Approval Voting (AV),0.015014545454545454,0.0,0.16516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.015014545454545454,0.0,0.16516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.24658909090909092,0.1756,0.73912,0.0,0.39956,0.01196,0.39956,0.1756,0.01196,0.39956,0.39956,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.015014545454545454,0.0,0.16516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.24535636363636362,0.17356,0.73636,0.0,0.39776,0.0122,0.39776,0.17356,0.0122,0.39776,0.39776,0.0
Monroe's Approval Rule (Monroe),0.24658909090909092,0.1756,0.73912,0.0,0.39956,0.01196,0.39956,0.1756,0.01196,0.39956,0.39956,0.0
Greedy Monroe,0.03833818181818182,0.0,0.41636,0.0,0.0,0.00268,0.0,0.0,0.00268,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.24658909090909092,0.1756,0.73912,0.0,0.39956,0.01196,0.39956,0.1756,0.01196,0.39956,0.39956,0.0
