Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borda,0.007638461538461496,0.0,0.02824,0.0,0.007638461538461496,0.04272,0.0,0.02834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPH,0.0038961538461538,0.0,0.0,0.0,0.0038961538461538,0.05065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTV,0.02819230769230765,0.0,0.08398,0.0030499999999999998,0.02819230769230765,0.19449,0.0,0.08498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STV,0.016593846153846094,0.0,0.04453,2e-05,0.016593846153846094,0.12639,0.0,0.04478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloc,0.0038230769230769,0.0,0.0,0.0,0.0038230769230769,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC,0.19182230769230763,0.01238,0.31034,0.32616999999999996,0.19182230769230763,0.72061,0.07168,0.29263,0.0,0.2375,0.0,0.04446,0.04446,0.20486,0.22860000000000003
lex-CC,0.027750769230769197,0.00823,0.0,0.0,0.027750769230769197,0.29933,0.0,0.01375,0.0,0.01315,0.0,0.0,0.0,0.01315,0.01315
seq-CC,0.16033307692307686,0.0012900000000000001,0.32572,0.39783,0.16033307692307686,0.61218,0.04929,0.2794,0.0,0.15145,0.0,0.00029,0.00029,0.1211,0.14549
Monroe,0.11756538461538457,0.00681,0.18429,0.1931,0.11756538461538457,0.50537,0.04947,0.18832,0.0,0.14572000000000002,0.0,3e-05,3e-05,0.12643000000000001,0.12878
Greedy M.,0.024419230769230728,0.0,0.07162,0.00015,0.024419230769230728,0.17258,0.0,0.07292000000000001,0.0,3.0000000000000004e-05,0.0,0.0,0.0,0.0,0.00015000000000000001
PAV,0.00520384615384611,0.0,0.0,0.0,0.00520384615384611,0.06754,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MES,0.004615384615384585,0.0,0.0,0.0,0.004615384615384585,0.05997000000000001,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAV,0.1762307692307692,0.015050000000000001,0.30501,0.34222,0.1762307692307692,0.83088,0.09384,0.28087,0.0,0.15735,0.0,0.0,0.0,0.13084,0.13494
RSD,0.08459307692307688,0.0046099999999999995,0.18075999999999998,0.0,0.08459307692307688,0.51184,0.01281,0.15381,0.0,0.02095,0.03168,0.03168,0.03168,0.013049999999999999,0.10683999999999999
Random,0.2460207692307692,0.01432,0.4427,0.45320000000000005,0.2460207692307692,0.8396300000000001,0.14045,0.29496,0.0,0.22912,0.05425,0.09934,0.09934,0.19628,0.33468
