Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.02318366666666662,0.0,0.00019066666666666668,0.016182333333333333,0.000193,0.0034856666666666664,4.066666666666667e-05,0.0,0.09176533333333332,0.0008390000000000002,0.0008390000000000002,0.0008390000000000002,0.06987866666666667,0.11713433333333333
Max,0.37925076923076917,0.006793333333333334,0.14159333333333332,0.9649533333333333,0.60114,0.6048933333333334,0.03437333333333333,0.0,0.5126333333333334,0.22968666666666668,0.28826666666666667,0.3092533333333333,0.46379333333333334,0.7728799999999999
Min,0.011487179487179434,0.0,0.0013266666666666667,0.0686,0.0,0.0006933333333333335,0.00022,0.0,0.011766666666666667,0.0,0.0,0.0,0.0043,0.062426666666666665
Borda,0.029003589743589683,0.00027333333333333333,0.001746666666666667,0.17946666666666666,0.0,0.0022,0.0036066666666666664,0.0,0.06588666666666666,0.0001333333333333333,0.0001333333333333333,0.0001333333333333333,0.0482,0.07526666666666668
EPH,0.056438461538461486,0.0,0.0008,0.3719666666666667,0.0031733333333333336,4e-05,0.00066,0.0,0.12502666666666665,1.3333333333333335e-05,1.3333333333333335e-05,1.3333333333333335e-05,0.09912666666666665,0.13286666666666666
SNTV,0.08352871794871791,0.0,0.04414666666666667,0.7406066666666665,0.012273333333333336,0.2408066666666667,0.024120000000000003,0.0,0.0024533333333333334,0.00042,0.0013,0.00544,0.0,0.014306666666666667
Bloc,0.0550441025641025,0.0,0.0008,0.34544,0.0032066666666666667,0.0,0.0,0.0,0.11996,0.0007599999999999999,0.0007599999999999999,0.0007599999999999999,0.09515333333333333,0.14873333333333336
STV,0.06297794871794866,0.0,0.026253333333333333,0.6146733333333333,0.0027133333333333332,0.15593333333333334,0.017213333333333334,0.0,0.0,0.0,0.00017333333333333336,0.00098,0.0,0.0007733333333333334
PAV,0.062122051282051234,4.666666666666667e-05,0.0008200000000000001,0.43279333333333336,0.0031733333333333336,0.0,0.0016133333333333336,0.0,0.13503333333333334,0.0,0.0,0.0,0.10687999999999999,0.12722666666666668
MES,0.07120564102564099,9.333333333333334e-05,0.0013733333333333334,0.5052266666666667,0.00314,0.003106666666666667,0.004633333333333333,0.0,0.1516,0.0,0.0,0.0,0.12136666666666666,0.13513333333333333
CC,0.15665948717948716,0.002146666666666667,0.06062000000000001,0.8246266666666667,0.03231333333333333,0.31059333333333333,0.02945333333333333,0.0,0.25566666666666665,0.0,0.0035266666666666662,0.007153333333333334,0.21456666666666666,0.29590666666666665
seq-CC,0.14666051282051276,0.0016466666666666667,0.05584666666666666,0.8104666666666667,0.027053333333333332,0.22910666666666668,0.029653333333333334,0.0,0.25343333333333334,0.0,0.0012066666666666667,0.0016866666666666668,0.21230000000000002,0.28418666666666664
lex-CC,0.08319179487179482,0.0010066666666666668,0.0036866666666666667,0.5975866666666667,0.0031733333333333336,0.0,0.00866,0.0,0.1728533333333333,0.0,0.0,0.0,0.14077333333333333,0.15375333333333333
Monroe,0.1463164102564102,0.00176,0.050480000000000004,0.79822,0.030306666666666666,0.27843999999999997,0.02895333333333333,0.0,0.2419933333333333,0.0,0.0003066666666666667,0.0028666666666666667,0.20342000000000002,0.26536666666666664
Greedy M.,0.08566512820512817,0.0004933333333333334,0.010826666666666665,0.6003000000000001,0.0033799999999999998,0.013086666666666668,0.01154,0.0,0.1694266666666667,0.0,0.0,0.0,0.13783333333333334,0.16676000000000002
MAV,0.1659261538461538,0.0033133333333333335,0.05876666666666667,0.8748733333333334,0.04942666666666667,0.29818,0.030386666666666663,0.0,0.24854666666666667,0.015033333333333334,0.0159,0.0159,0.20784,0.33887333333333336
RSD,0.13210307692307688,0.0016466666666666667,0.03869999999999999,0.7292266666666668,0.021286666666666666,0.0,0.016126666666666668,0.0,0.20531999999999997,0.04002666666666666,0.04217333333333334,0.04308,0.17190000000000003,0.4078533333333334
Random,0.18170820512820507,0.0033399999999999997,0.07191333333333333,0.8867666666666666,0.06042666666666666,0.33535333333333334,0.03046666666666667,0.0,0.25974,0.027533333333333337,0.030973333333333335,0.03648666666666667,0.21768666666666667,0.40152000000000004
