Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.034215358974358935,0.0,2.2333333333333335e-05,0.0004226666666666667,0.034215358974358935,0.001030666666666667,2e-06,8.5e-05,0.0,0.09894999999999998,0.0015330000000000003,0.0015330000000000003,0.0015330000000000003,0.068953,0.270735
Borda,0.04325743589743586,0.0,0.014046666666666666,1.3333333333333335e-05,0.04325743589743586,0.10011333333333333,0.0,0.04748666666666667,0.0,0.10118666666666666,0.00052,0.00052,0.00052,0.07240666666666666,0.22553333333333334
EPH,0.063531282051282,0.0,0.008333333333333333,0.0,0.063531282051282,0.40650000000000003,0.008326666666666666,0.0052,0.0,0.10187333333333333,1.3333333333333335e-05,1.3333333333333335e-05,1.3333333333333335e-05,0.07118000000000001,0.2244533333333333
SNTV,0.1642728205128205,0.0,0.34431999999999996,0.6156666666666667,0.1642728205128205,0.8716933333333334,0.02871333333333333,0.15378,0.0,0.00018666666666666666,0.005206666666666666,0.006566666666666666,0.030159999999999996,0.0,0.07925333333333333
STV,0.13820256410256407,0.0,0.24208666666666664,0.5577266666666667,0.13820256410256407,0.83474,0.01126,0.13568666666666665,0.0,0.0,0.0,0.0,0.01112,0.0,0.004013333333333333
Bloc,0.06372461538461534,0.0,0.008466666666666666,0.0,0.06372461538461534,0.3829133333333334,0.008326666666666666,0.0,0.0,0.09915999999999998,0.0012933333333333334,0.0012933333333333334,0.0012933333333333334,0.06944666666666667,0.25622666666666666
CC,0.19896871794871793,0.0,0.37928,0.5565466666666666,0.19896871794871793,0.9117933333333333,0.03937333333333334,0.17015333333333335,0.0,0.14913333333333334,0.0,0.0064199999999999995,0.032606666666666666,0.11137999999999999,0.22990666666666662
lex-CC,0.07449435897435892,0.0,0.008366666666666666,0.0,0.07449435897435892,0.5186133333333333,0.008326666666666666,0.04424,0.0,0.12001333333333335,0.0,0.0,0.0,0.08938666666666667,0.17948
seq-CC,0.19151384615384612,0.0,0.34758,0.5106066666666667,0.19151384615384612,0.8959666666666667,0.03456,0.16884,0.0,0.15067333333333333,0.0,0.0006533333333333333,0.023966666666666667,0.11227333333333334,0.24456000000000003
Monroe,0.1877876923076923,0.0,0.3165133333333333,0.5418000000000001,0.1877876923076923,0.89342,0.037733333333333334,0.17016,0.0,0.14722666666666667,0.0,0.00010666666666666668,0.02524,0.11006,0.19898000000000002
Greedy M.,0.10186358974358971,0.0,0.09250666666666667,0.07583333333333332,0.10186358974358971,0.62392,0.0084,0.09466000000000001,0.0,0.13202,0.0,0.0,0.0,0.10024,0.19664666666666666
PAV,0.06815025641025638,0.0,0.008333333333333333,0.0,0.06815025641025638,0.46404666666666666,0.008326666666666666,0.02730666666666667,0.0,0.11149333333333333,0.0,0.0,0.0,0.08082666666666666,0.18562
MES,0.07333948717948713,0.0,0.008486666666666667,0.0,0.07333948717948713,0.5085666666666667,0.0084,0.04262666666666667,0.0,0.11855333333333333,0.0,0.0,0.0,0.08760666666666667,0.17917333333333332
MAV,0.20063230769230767,0.0,0.3699133333333333,0.6151933333333334,0.20063230769230767,0.8938933333333335,0.047839999999999994,0.17212666666666668,0.0,0.14914666666666668,0.00252,0.0025466666666666667,0.0025466666666666667,0.11126666666666667,0.24122666666666662
RSD,0.17112871794871795,0.0,0.24722000000000002,0.0,0.17112871794871795,0.72132,0.0267,0.084,0.0,0.13712666666666665,0.10023333333333334,0.10226,0.10226,0.10164666666666666,0.6019066666666666
Random,0.22327025641025636,0.0,0.44332666666666665,0.6141866666666667,0.22327025641025636,0.9179466666666668,0.06407333333333333,0.16964666666666664,0.0,0.14968666666666666,0.020626666666666668,0.026726666666666666,0.0535,0.11131999999999999,0.33147333333333334
