Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.015259723076923032,5.2e-06,0.00017520000000000003,0.0026483999999999995,0.015259723076923032,0.0083748,0.0001232,0.0,0.0,0.063242,0.00019920000000000002,0.00019920000000000002,0.00019920000000000002,0.048613199999999995,0.07459679999999999
Borda,0.021898461538461478,0.0007440000000000001,0.0033840000000000003,0.0016640000000000001,0.021898461538461478,0.15953599999999998,0.0,0.00728,0.0,0.041504,8.8e-05,8.8e-05,8.8e-05,0.028944000000000004,0.04136
EPH,0.046426461538461486,2.4000000000000004e-05,0.001712,0.000296,0.046426461538461486,0.326192,0.004464,0.0013280000000000002,0.0,0.094424,0.0,0.0,0.0,0.077408,0.09769599999999999
SNTV,0.07502646153846149,0.0,0.057616,0.182328,0.07502646153846149,0.671,0.0158,0.037376,0.0,0.001384,8.8e-05,0.001392,0.002144,0.0,0.006216000000000001
STV,0.052885538461538414,0.0,0.033264,0.10604799999999999,0.052885538461538414,0.51864,0.0029040000000000003,0.025944000000000002,0.0,0.0,0.0,0.00014399999999999998,0.00019199999999999998,0.0,0.000376
Bloc,0.04528061538461532,8.000000000000001e-06,0.001696,0.0,0.04528061538461532,0.306016,0.004512,0.0,0.0,0.09206400000000001,0.00016,0.00016,0.00016,0.075712,0.10815999999999999
CC,0.1429735384615384,0.0050799999999999994,0.078888,0.25579999999999997,0.1429735384615384,0.775616,0.045216,0.051351999999999995,0.0,0.215528,0.0,0.0035680000000000004,0.0043679999999999995,0.18454399999999999,0.23869600000000002
lex-CC,0.0742461538461538,0.002888,0.0062,0.0,0.0742461538461538,0.5518639999999999,0.0044399999999999995,0.019392,0.0,0.14195200000000002,0.0,0.0,0.0,0.117208,0.12125599999999999
seq-CC,0.13124923076923073,0.004136,0.076048,0.16872800000000002,0.13124923076923073,0.75324,0.033784,0.051256,0.0,0.21012,0.0,0.001744,0.001744,0.17963200000000001,0.225808
Monroe,0.1311218461538461,0.0036719999999999995,0.063696,0.22310399999999997,0.1311218461538461,0.737928,0.044288,0.049,0.0,0.19983999999999996,0.0,0.0008239999999999999,0.001536,0.171616,0.20908
Greedy M.,0.07387630769230766,0.0008960000000000001,0.015400000000000002,0.013696,0.07387630769230766,0.53764,0.005095999999999999,0.019656,0.0,0.132912,0.0,0.0,0.0,0.11010400000000001,0.12499199999999999
PAV,0.05155876923076917,0.000176,0.0014960000000000002,0.0,0.05155876923076917,0.383256,0.0044399999999999995,0.003608,0.0,0.10144800000000001,0.0,0.0,0.0,0.082632,0.09320799999999999
MES,0.058943384615384564,0.000264,0.002424,0.005488,0.058943384615384564,0.43868,0.004255999999999999,0.008296000000000001,0.0,0.11452,0.0,0.0,0.0,0.09331199999999999,0.099024
MAV,0.15673476923076918,0.009040000000000001,0.082288,0.227504,0.15673476923076918,0.840664,0.073936,0.05487200000000001,0.0,0.20690400000000003,0.022232,0.024727999999999997,0.024727999999999997,0.176416,0.29424
RSD,0.11738276923076921,0.005,0.053376,0.0,0.11738276923076921,0.6866960000000001,0.031752,0.027832000000000003,0.0,0.168224,0.030143999999999997,0.030904000000000004,0.031336,0.143496,0.317216
Random,0.17168923076923073,0.009216,0.10067200000000001,0.27731199999999995,0.17168923076923073,0.862504,0.087408,0.054344,0.0,0.220176,0.028232,0.032624,0.033848,0.18852,0.33710399999999996
