Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.016984495164748422,0.00010201959843174899,0.0003588624933434028,0.004221363039596062,0.016984495164748422,0.014782664605572647,0.0002979006565227574,2.2823520000376422e-05,1.3725490196078434e-07,0.061315215686274495,0.000751078431372549,0.0007880588235294117,0.0008199019607843137,0.04550225490196078,0.09183615616943949
Borda,0.021328944297431682,0.0012501640012830848,0.004458823529411764,0.003962336816331267,0.021328944297431682,0.12505321889085222,0.0,0.011397222824812496,0.0,0.04350901960784312,0.00015254901960784316,0.00015294117647058825,0.00015294117647058825,0.030870980392156865,0.05631607843137255
EPH,0.03971207493781692,0.00031686274509803915,0.0011168613804467423,2.313725490196078e-05,0.03971207493781692,0.2695009043873538,0.0020415613649963807,0.00124078431372549,0.0,0.08222549019607843,3.7254901960784326e-05,3.7254901960784326e-05,3.7254901960784326e-05,0.06324666666666666,0.09643294117647053
SNTV,0.09937816830614854,0.0,0.09793882224318869,0.22669372549019612,0.09937816830614854,0.6185287456266458,0.007463522070881868,0.1061027450980392,0.04887764705882351,0.061976470588235306,0.0005333333333333334,0.05372078431372549,0.0577713725490196,0.0,0.01230901960784314
STV,0.04844997330001215,0.0,0.037312156862745104,0.11761450930198084,0.04844997330001215,0.4417673004766084,0.0017898039215686278,0.029258823529411764,0.0,0.0,1.96078431372549e-06,7.725490196078433e-05,0.0011372549019607841,0.0,0.0008905882196084707
Bloc,0.03883605683826942,6.862745098039217e-05,0.0009603907922114478,0.0,0.03883605683826942,0.2539667867402951,0.002056463325780694,0.0,0.0,0.07964862745098039,0.00043176470588235296,0.00043176470588235296,0.00043176470588235296,0.06126392156862745,0.10560862745098036
CC,0.19471123029226647,0.03614980392156862,0.14553960647848596,0.34443019607843134,0.19471123029226647,0.7561114926226481,0.030934502541466968,0.1408937254901961,0.06152862745098039,0.30846588235294115,0.0,0.08371843137254903,0.09062470588235297,0.23186235294117646,0.3009866666666668
lex-CC,0.0614296314989029,0.005213333333333332,0.007313331968682036,0.0,0.0614296314989029,0.44039110046578545,0.002044306463035596,0.023616078431372544,0.0,0.11691921568627452,0.0,3.921568627450981e-07,3.921568627450981e-07,0.09145921568627449,0.11162784313725486
seq-CC,0.18298498580237785,0.03229411764705881,0.13882470459612992,0.2965235294117648,0.18298498580237785,0.7401809024893905,0.024527835796372074,0.14019176470588238,0.061473725490196085,0.2917490196078433,0.0,0.07781843137254901,0.08135019607843136,0.21583607843137245,0.2780345098039216
Monroe,0.12967500103133126,0.006505882352941175,0.07827960647848597,0.23352588235294125,0.12967500103133126,0.6488389436030401,0.025572149600290493,0.05998313725490197,0.0,0.21448039215686276,0.0,0.0020270588235294126,0.005949803921568628,0.17958862745098045,0.23102352941176485
Greedy M.,0.06341300993510784,0.001929803921568627,0.018536077145149488,0.012007058823529416,0.06341300993510784,0.4478675691560574,0.0026399926591171652,0.02284509803921569,0.0,0.11199529411764705,0.0,0.0,0.0,0.08859019607843137,0.1179580392156863
PAV,0.04327738413842025,0.000660392156862745,0.001393331968682036,0.0,0.04327738413842025,0.30814835536774604,0.002043914306172851,0.0039913725490196075,0.0,0.08759215686274509,0.0,0.0,0.0,0.06765686274509802,0.09111960784313723
MES,0.04862100390192533,0.0009933333333333328,0.002213332047110272,0.001412549019607843,0.04862100390192533,0.3506797260188024,0.0020078357963720667,0.008104705882352943,0.0,0.09642549019607843,0.0,0.0,0.0,0.07533058823529412,0.09490549019607841
MAV,0.1573931467308426,0.022085718673213857,0.10955643011926583,0.2789751605073052,0.1573931467308426,0.7498742977810298,0.04380618263896895,0.08429238533988052,0.0,0.2190419607843137,0.01514823529411765,0.022429019607843142,0.02242941176470589,0.17887647058823536,0.29959563440207493
RSD,0.10533174761335339,0.007744258700240226,0.05628821998492611,0.0,0.10533174761335339,0.5940579871863948,0.015741131656694524,0.035581905759063746,0.0,0.14782549019607846,0.029513333333333336,0.031656862745098026,0.03252196078431372,0.11987294117647061,0.2985086274509804
Random,0.23685222889123655,0.06273472386594736,0.17100270395458686,0.4058673054646443,0.23685222889123655,0.844543302456137,0.05740696602724126,0.16041825327771206,0.07097292538102397,0.3261074351849455,0.04915018028298478,0.1249999842045534,0.13417880773396512,0.25248900381239653,0.41920738393993656
