Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.009204615384615344,0.0,0.0,0.0,0.009204615384615344,0.0092152,0.0010884000000000002,0.0,0.0,0.031118800000000002,0.0,0.0,0.0,0.023042800000000002,0.0551948
Borda,0.01177476923076918,0.0,0.0,0.0,0.01177476923076918,0.11556799999999998,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.010016,0.014888000000000002
EPH,0.03953107692307688,0.0,0.0,0.0,0.03953107692307688,0.315824,0.0021839999999999997,0.0,0.0,0.065536,0.0,0.0,0.0,0.053552,0.076808
SNTV,0.03214338461538459,0.0,0.0,8.000000000000001e-06,0.03214338461538459,0.414952,0.00268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022400000000000002
STV,0.02499569230769226,0.0,0.0,0.0,0.02499569230769226,0.32409600000000005,0.000736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011200000000000001
Bloc,0.0394270769230769,0.0,0.0,0.0,0.0394270769230769,0.314096,0.0021839999999999997,0.0,0.0,0.065384,0.0,0.0,0.0,0.053488,0.0774
CC,0.06853107692307688,0.0,0.0,1.6000000000000003e-05,0.06853107692307688,0.513776,0.022552,0.0,0.0,0.11419199999999999,0.0,0.0,0.0,0.09288,0.147488
lex-CC,0.045585846153846116,0.0,0.0,0.0,0.045585846153846116,0.38472,0.0022879999999999997,0.0,0.0,0.068712,0.0,0.0,0.0,0.05523199999999999,0.081664
seq-CC,0.06281723076923075,0.0,0.0,0.0,0.06281723076923075,0.494336,0.013688,0.0,0.0,0.10218400000000001,0.0,0.0,0.0,0.081952,0.12446399999999999
Monroe,0.0685101538461538,0.0,0.0,1.6000000000000003e-05,0.0685101538461538,0.513632,0.022552,0.0,0.0,0.11417599999999999,0.0,0.0,0.0,0.092872,0.14738400000000001
Greedy M.,0.053288615384615344,0.0,0.0,0.0,0.053288615384615344,0.43588000000000005,0.005967999999999999,0.0,0.0,0.08337599999999999,0.0,0.0,0.0,0.067056,0.10047199999999998
PAV,0.04038769230769228,0.0,0.0,0.0,0.04038769230769228,0.329128,0.0021999999999999997,0.0,0.0,0.06499200000000001,0.0,0.0,0.0,0.053312000000000005,0.075408
MES,0.0418818461538461,0.0,0.0,0.0,0.0418818461538461,0.34635200000000005,0.0024000000000000002,0.0,0.0,0.066432,0.0,0.0,0.0,0.05384,0.07544
MAV,0.0794024615384615,0.0,0.0,3.2000000000000005e-05,0.0794024615384615,0.621128,0.043592,0.0,0.0,0.11428799999999999,8.000000000000001e-06,8.000000000000001e-06,8.000000000000001e-06,0.092928,0.16024
RSD,0.07575999999999997,0.0,0.0,0.0,0.07575999999999997,0.593784,0.029552000000000002,0.0,0.0,0.105552,0.0,0.0,0.0,0.08412800000000001,0.171864
Random,0.08295261538461533,0.0,0.0,3.2000000000000005e-05,0.08295261538461533,0.629072,0.044408,0.0,0.0,0.11686400000000001,8.000000000000001e-06,8.000000000000001e-06,8.000000000000001e-06,0.093544,0.19444
