Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.008535307692307656,2.9999999999999997e-05,0.0003035,0.0010305,6.45e-05,0.001739,0.0,0.0,0.042299,0.00025650000000000005,0.00025850000000000005,0.00025850000000000005,0.027675500000000002,0.03704350000000001
Max,0.37625230769230766,0.0587,0.36906,0.9849,0.74942,0.40529000000000004,0.15141,0.0,0.42002,0.18849,0.27125,0.27125,0.38076,0.64073
Min,0.004390769230769193,0.0,0.00048,0.02366,0.0,0.00023,0.00011,0.0,0.01218,0.0,0.0,0.0,0.0054199999999999995,0.015
Borda,0.016289230769230723,0.00271,0.00664,0.13071,0.0,0.00095,0.01652,0.0,0.02372,2e-05,2e-05,2e-05,0.01344,0.01701
EPH,0.033242307692307654,0.00017,0.00285,0.25775,0.0063300000000000006,0.0,0.00181,0.0,0.06309000000000001,0.0,0.0,0.0,0.045410000000000006,0.05474
SNTV,0.06742538461538455,0.0,0.09082000000000001,0.56632,0.02027,0.11856,0.07265,0.0,0.00089,0.00016,0.00272,0.00272,0.0,0.00142
Bloc,0.03223923076923073,0.00012,0.00283,0.24377000000000001,0.00636,0.0,0.0,0.0,0.06257,0.0,0.0,0.0,0.04494,0.05852
STV,0.04278230769230765,0.0,0.048170000000000004,0.39688,0.0047799999999999995,0.058539999999999995,0.04672,0.0,0.0,0.0,0.00031,0.00031,0.0,0.00046
PAV,0.038489999999999955,0.0008500000000000001,0.00348,0.31279,0.0063300000000000006,0.0,0.00835,0.0,0.06699000000000001,0.0,0.0,0.0,0.048850000000000005,0.05273
MES,0.04166384615384613,0.00081,0.00464,0.33538999999999997,0.00612,0.0024600000000000004,0.011890000000000001,0.0,0.07214999999999999,0.0,0.0,0.0,0.05312,0.05505
CC,0.13622769230769227,0.01568,0.1424,0.70262,0.07246,0.17521,0.11478,0.0,0.18524999999999997,0.0,0.01073,0.01073,0.15363,0.18747
seq-CC,0.1196438461538461,0.01183,0.12986999999999999,0.66893,0.044230000000000005,0.10824,0.11245,0.0,0.17236,0.0,0.00048,0.00048,0.14177,0.16473
lex-CC,0.0627815384615384,0.00947,0.014790000000000001,0.4742700000000001,0.00636,0.0,0.041370000000000004,0.0,0.10434000000000002,0.0,0.0,0.0,0.08215,0.08341
Monroe,0.11633923076923072,0.010579999999999999,0.1048,0.63583,0.05784,0.15525,0.09995,0.0,0.16077000000000002,0.0,0.00089,0.00089,0.13212,0.15349000000000002
Greedy M.,0.05839076923076918,0.00233,0.026940000000000002,0.43699999999999994,0.007599999999999999,0.00806,0.03812,0.0,0.09301999999999999,0.0,0.0,0.0,0.07115,0.07486000000000001
MAV,0.14392923076923075,0.02695,0.14271,0.7768,0.11088,0.10713999999999999,0.12808,0.0,0.16762,0.02183,0.02334,0.02334,0.13895000000000002,0.20344
RSD,0.10818923076923076,0.01538,0.09629,0.62649,0.0517,0.0,0.06459000000000001,0.0,0.13391,0.03003,0.03144,0.03144,0.10906,0.21613000000000002
Random,0.17176384615384616,0.028970000000000003,0.18864,0.82609,0.13349,0.21067,0.12558999999999998,0.0,0.18778,0.03086,0.04109,0.04109,0.15610000000000002,0.26256
