Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,1.0256410256410256e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.0,0.0,0.0,6.6666666666666675e-06,5.9999999999999995e-05
Max,0.5904769230769231,0.0017133333333333332,0.8873533333333333,1.0,0.9395333333333333,0.9218533333333333,0.23571333333333333,0.0,0.6118399999999999,0.33166666666666667,0.5805533333333334,0.665,0.5794866666666667,0.9214866666666666
Min,8.205128205128207e-06,0.0,0.0,2.666666666666667e-05,0.0,0.0,0.0,0.0,2.666666666666667e-05,0.0,0.0,0.0,0.0,5.333333333333334e-05
Borda,0.0073410256410256225,0.0,0.02187333333333333,0.051326666666666666,0.0,0.0,0.02222666666666667,0.0,6.6666666666666675e-06,0.0,0.0,0.0,0.0,0.0
EPH,0.004773333333333311,0.0,0.0,0.06192,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.0,0.0,0.0,6.6666666666666675e-06,5.9999999999999995e-05
SNTV,0.034347179487179434,0.0,0.07406666666666667,0.26436666666666664,0.0,0.029193333333333335,0.07839333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0004933333333333334
Bloc,0.004515897435897411,0.0,0.0,0.05857333333333334,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.0,0.0,0.0,6.6666666666666675e-06,5.9999999999999995e-05
STV,0.02099230769230763,0.0,0.03747333333333334,0.19294,0.0,0.00406,0.0384,0.0,0.0,0.0,0.0,0.0,0.0,2.666666666666667e-05
PAV,0.007815897435897407,6.6666666666666675e-06,0.0,0.10141333333333334,0.0,0.0,6.6666666666666675e-06,0.0,8e-05,0.0,0.0,0.0,2.666666666666667e-05,7.333333333333333e-05
MES,0.006480512820512788,0.0,0.0,0.08406666666666666,0.0,0.0,5.333333333333334e-05,0.0,6e-05,0.0,0.0,0.0,6.6666666666666675e-06,5.9999999999999995e-05
CC,0.25232153846153843,0.00062,0.3684,0.8394466666666666,0.035539999999999995,0.5575666666666667,0.21056,0.0,0.3486666666666666,0.0,0.10144000000000002,0.12418,0.31024,0.38352
seq-CC,0.2274430769230769,0.00012666666666666666,0.35644000000000003,0.8166000000000001,0.03024,0.5530933333333333,0.20930666666666667,0.0,0.2820066666666667,0.0,0.06878666666666666,0.08054666666666667,0.24609333333333336,0.31352
lex-CC,0.020537435897435875,0.0002866666666666667,0.0,0.25888666666666665,0.0,0.0,0.004646666666666666,0.0,0.00116,0.0,0.0,0.0,0.0009866666666666667,0.00102
Monroe,0.17952974358974358,0.00043333333333333337,0.20320000000000002,0.72952,0.02835333333333333,0.40918000000000004,0.19865999999999998,0.0,0.26192,0.0,0.00826,0.020560000000000002,0.23387999999999998,0.23992
Greedy M.,0.026681538461538413,0.0,0.05463333333333333,0.23116666666666666,0.0,0.0030933333333333334,0.05722666666666667,0.0,0.0002666666666666667,0.0,0.0,0.0,8.666666666666668e-05,0.00038666666666666667
MAV,0.25270205128205125,0.0006466666666666666,0.36701333333333336,0.8859400000000001,0.05194000000000001,0.6479066666666667,0.19598666666666667,0.0,0.23682,0.061239999999999996,0.12861999999999998,0.12861999999999998,0.19805999999999999,0.38233333333333325
RSD,0.08749230769230765,0.0002866666666666667,0.12728,0.5553066666666667,0.0019666666666666665,0.0,0.10266666666666667,0.0,0.04000666666666667,0.035186666666666665,0.03742666666666667,0.040240000000000005,0.02803333333333333,0.16899999999999996
Random,0.30565435897435894,0.0009000000000000001,0.4425266666666667,0.9209266666666666,0.06802,0.6476000000000001,0.21018,0.0,0.35701999999999995,0.08742666666666667,0.18128,0.2145733333333333,0.31714000000000003,0.5259133333333333
