Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.01158639999999995,0.000294,0.000684,0.0090292,0.0003328,0.005064,0.0,0.0,0.0425528,0.0005843999999999999,0.0006375999999999999,0.0006731999999999999,0.033509199999999996,0.05726199999999999
Max,0.4300892307692307,0.135328,0.37321600000000005,0.93932,0.6868960000000002,0.549832,0.20192800000000002,0.07761599999999999,0.519528,0.242672,0.309952,0.326152,0.48683200000000004,0.741888
Min,0.00540369230769228,0.0,0.000552,0.023,0.0,0.0006000000000000001,0.000368,0.0,0.0092,0.0,0.0,0.0,0.0060479999999999996,0.03048
Borda,0.01631076923076916,0.001544,0.005728,0.11384799999999999,0.0,0.0027040000000000002,0.01316,0.0,0.026616,5.599999999999999e-05,5.599999999999999e-05,5.599999999999999e-05,0.019247999999999998,0.029023999999999994
EPH,0.03225169230769226,0.0003760000000000001,0.001528,0.23488800000000004,0.0029040000000000003,0.00011199999999999998,0.001416,0.0,0.06055200000000001,1.6000000000000003e-05,1.6000000000000003e-05,1.6000000000000003e-05,0.049575999999999995,0.067872
SNTV,0.08933846153846148,0.0,0.10192000000000001,0.560824,0.0104,0.18156,0.10727199999999999,0.044048,0.053232,8.8e-05,0.047136,0.048328,0.0,0.006592000000000001
Bloc,0.031536615384615364,0.00011200000000000001,0.00136,0.224376,0.0029040000000000003,0.0,0.0,0.0,0.05908,9.6e-05,9.6e-05,9.6e-05,0.0484,0.073456
STV,0.04104923076923072,0.0,0.03852799999999999,0.375512,0.0016320000000000002,0.084696,0.032392,0.0,0.0,0.0,0.000152,0.000376,0.0,0.000352
PAV,0.03544430769230765,0.000688,0.001856,0.26959999999999995,0.002896,0.0,0.00476,0.0,0.064648,0.0,0.0,0.0,0.052360000000000004,0.063968
MES,0.03967999999999994,0.0010000000000000002,0.002816,0.303056,0.002904,0.001944,0.008344,0.0,0.071352,0.0,0.0,0.0,0.057623999999999995,0.0668
CC,0.17824246153846152,0.036736000000000005,0.151656,0.7203999999999999,0.040488,0.287904,0.154032,0.058984,0.264608,0.0,0.076568,0.07893599999999999,0.200392,0.246448
seq-CC,0.1656270769230769,0.030791999999999996,0.14650400000000002,0.697968,0.031696,0.24008000000000002,0.152848,0.059112,0.246712,0.0,0.07052800000000001,0.071184,0.18260800000000002,0.22312000000000004
lex-CC,0.0542910769230769,0.006352000000000001,0.009384,0.405208,0.0029120000000000005,0.0,0.027136,0.0,0.09350399999999999,0.0,0.0,0.0,0.07591200000000001,0.08537600000000001
Monroe,0.11535507692307692,0.007600000000000001,0.083544,0.602232,0.035136,0.185616,0.071312,0.0,0.174296,0.0,0.003168,0.0044,0.15015199999999998,0.18216000000000002
Greedy M.,0.05478338461538459,0.00196,0.021096,0.403904,0.003832,0.009984,0.026432,0.0,0.08656,0.0,0.0,0.0,0.071392,0.08702399999999999
MAV,0.14857107692307686,0.028240000000000005,0.12688799999999997,0.734224,0.062768,0.22018400000000002,0.103688,0.0,0.17931999999999998,0.020352000000000002,0.026920000000000006,0.026920000000000006,0.150288,0.251632
RSD,0.09572553846153842,0.010040000000000002,0.06763999999999999,0.5706,0.023960000000000002,0.0,0.045512,0.0,0.119608,0.023072,0.024104,0.024343999999999998,0.100176,0.23537599999999997
Random,0.2256578461538461,0.06844,0.18809599999999999,0.8329840000000001,0.083744,0.352312,0.17936000000000002,0.070464,0.284928,0.049032,0.119048,0.121896,0.22346400000000002,0.359784
