Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.007941038461538425,0.0,0.00038600000000000006,0.001098,1.4000000000000001e-05,0.0015535,0.0,0.0,0.038322499999999995,0.00029700000000000006,0.00029700000000000006,0.00029700000000000006,0.0254135,0.035554999999999996
Max,0.3799430769230769,0.061579999999999996,0.3862,0.98493,0.7569699999999999,0.41037,0.15708,0.0,0.41995000000000005,0.18895,0.27399,0.27399,0.38078999999999996,0.64446
Min,0.004156923076923041,0.0,0.00039,0.02178,0.0,0.00014,0.0001,0.0,0.0108,0.0,0.0,0.0,0.00517,0.01566
Borda,0.0157738461538461,0.0029200000000000003,0.006180000000000001,0.12834,0.0,0.00095,0.01598,0.0,0.021429999999999998,0.0,0.0,0.0,0.01278,0.01648
EPH,0.0319053846153846,0.00029,0.00278,0.2491,0.0057599999999999995,0.0,0.00183,0.0,0.058929999999999996,0.0,0.0,0.0,0.04303,0.05305
SNTV,0.0663353846153846,0.0,0.08864,0.55742,0.02046,0.11596000000000001,0.07225999999999999,0.0,0.00085,6e-05,0.00248,0.00248,0.0,0.0017499999999999998
Bloc,0.030861538461538426,0.00021,0.00268,0.23556,0.00571,0.0,0.0,0.0,0.0582,0.0,0.0,0.0,0.042429999999999995,0.05641
STV,0.04118769230769225,0.0,0.04512,0.38249,0.00456,0.05726,0.04488,0.0,0.0,6e-05,0.00045,0.00045,0.0,0.00017
PAV,0.037003076923076875,0.00087,0.00292,0.30362,0.005719999999999999,0.0,0.00802,0.0,0.06307,0.0,0.0,0.0,0.04629,0.050530000000000005
MES,0.0402561538461538,0.0007300000000000001,0.00411,0.32694999999999996,0.00586,0.00292,0.01148,0.0,0.06825,0.0,0.0,0.0,0.05043,0.0526
CC,0.13618999999999995,0.0167,0.14488,0.6989099999999999,0.07329,0.17232000000000003,0.11938,0.0,0.18373,0.0,0.01066,0.01066,0.15273,0.18721
seq-CC,0.11986076923076919,0.011640000000000001,0.13452,0.66848,0.0446,0.10966999999999999,0.11555000000000001,0.0,0.16953000000000001,0.0,0.00051,0.00051,0.1397,0.16348
lex-CC,0.061996153846153826,0.01005,0.01623,0.47120999999999996,0.005719999999999999,0.0,0.04213,0.0,0.1,0.0,0.0,0.0,0.07949,0.08112
Monroe,0.1157592307692307,0.011379999999999998,0.10442,0.62981,0.057870000000000005,0.1516,0.10333,0.0,0.15975,0.0,0.00092,0.00092,0.13143,0.15344
Greedy M.,0.05715769230769227,0.0025299999999999997,0.027520000000000003,0.43179,0.0072499999999999995,0.0083,0.04016,0.0,0.08688,0.0,0.0,0.0,0.06677,0.07185
MAV,0.14479999999999998,0.02874,0.14987,0.7765899999999999,0.11281,0.10801000000000001,0.13234,0.0,0.16686,0.02156,0.023039999999999998,0.023039999999999998,0.13791,0.20162999999999998
RSD,0.10626461538461535,0.0159,0.10077,0.62051,0.0495,0.0,0.06599,0.0,0.12793,0.02862,0.030019999999999998,0.030019999999999998,0.10347,0.20870999999999998
Random,0.1730953846153846,0.030740000000000003,0.19432,0.82633,0.13314,0.21417,0.13013,0.0,0.18714999999999998,0.03094,0.04117,0.04117,0.15597,0.26500999999999997
