Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.018221358974358934,0.0,0.0,0.038785999999999994,0.0011596666666666667,1.0333333333333337e-05,0.0,0.0,0.054663333333333335,0.0,0.0,0.0,0.035716000000000005,0.10654233333333334
Max,0.15993282051282046,0.0,0.0,0.6366933333333333,0.26028666666666667,0.0007400000000000001,0.0,0.0,0.35788000000000003,3.3333333333333335e-05,3.3333333333333335e-05,3.3333333333333335e-05,0.32394,0.4994866666666667
Min,0.006902051282051233,0.0,0.0,0.014333333333333332,0.0,0.0,0.0,0.0,0.00194,0.0,0.0,0.0,0.0,0.07345333333333333
Borda,0.013941025641025583,0.0,0.0,0.11342000000000002,0.0,0.0,0.0,0.0,0.02490666666666667,0.0,0.0,0.0,0.013393333333333333,0.029513333333333332
EPH,0.0456964102564102,0.0,0.0,0.3256733333333333,0.00142,0.0,0.0,0.0,0.09129333333333334,0.0,0.0,0.0,0.06494,0.11072666666666668
SNTV,0.03271487179487175,0.0,0.0,0.4220533333333334,0.0015800000000000005,1.3333333333333335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016466666666666667
Bloc,0.045646666666666634,0.0,0.0,0.3235733333333333,0.00142,0.0,0.0,0.0,0.09129333333333334,0.0,0.0,0.0,0.06499333333333333,0.11212666666666667
STV,0.025952820512820482,0.0,0.0,0.33642666666666665,0.0005933333333333334,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003466666666666667
PAV,0.04639897435897431,0.0,0.0,0.3370866666666667,0.0014133333333333335,0.0,0.0,0.0,0.09127333333333333,0.0,0.0,0.0,0.06478666666666667,0.10862666666666666
MES,0.04822051282051276,0.0,0.0,0.35416,0.0014000000000000002,0.0,0.0,0.0,0.09376,0.0,0.0,0.0,0.06673333333333333,0.11081333333333332
CC,0.07486461538461535,0.0,0.0,0.49272,0.014033333333333333,0.00010666666666666668,0.0,0.0,0.14688,0.0,0.0,0.0,0.11052,0.20898000000000003
seq-CC,0.06902717948717947,0.0,0.0,0.48059333333333326,0.008646666666666665,0.0,0.0,0.0,0.13189333333333333,0.0,0.0,0.0,0.09895333333333334,0.17726666666666668
lex-CC,0.05203538461538457,0.0,0.0,0.3913866666666666,0.0014133333333333335,0.0,0.0,0.0,0.09670000000000001,0.0,0.0,0.0,0.06812,0.11884000000000002
Monroe,0.0748584615384615,0.0,0.0,0.4926333333333333,0.014033333333333333,0.00010666666666666668,0.0,0.0,0.14688,0.0,0.0,0.0,0.11052,0.20898666666666665
Greedy M.,0.060002564102564084,0.0,0.0,0.4362333333333333,0.004006666666666667,0.0,0.0,0.0,0.11165333333333334,0.0,0.0,0.0,0.08175333333333333,0.14638666666666666
MAV,0.08554769230769226,0.0,0.0,0.5745666666666667,0.026593333333333333,0.00021333333333333336,0.0,0.0,0.14620666666666668,0.0,0.0,0.0,0.11009999999999999,0.25444
RSD,0.08067538461538457,0.0,0.0,0.5527266666666667,0.017240000000000002,0.0,0.0,0.0,0.13616666666666666,0.0,0.0,0.0,0.10107333333333335,0.24157333333333333
Random,0.08632051282051278,0.0,0.0,0.5776066666666667,0.025806666666666672,0.00014666666666666666,0.0,0.0,0.14653333333333332,0.0,0.0,0.0,0.10926666666666666,0.2628066666666667
