Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.008015961538461501,3.0000000000000005e-06,0.00038749999999999993,0.0018605,0.008015961538461501,0.001142,1.0000000000000002e-06,0.0,0.0,0.0387905,0.00036550000000000005,0.00036550000000000005,0.00036550000000000005,0.025243500000000002,0.035683000000000006
Borda,0.016346923076923026,0.00273,0.00637,0.00108,0.016346923076923026,0.13316,0.0,0.01662,0.0,0.02253,4e-05,4e-05,4e-05,0.013080000000000001,0.01682
EPH,0.033325384615384576,0.00012,0.00313,0.0,0.033325384615384576,0.25621,0.006259999999999999,0.00234,0.0,0.06268,0.0,0.0,0.0,0.045630000000000004,0.056859999999999994
SNTV,0.06793923076923072,0.0,0.08881,0.12275,0.06793923076923072,0.56908,0.02159,0.07288,0.0,0.0006900000000000001,7e-05,0.0025800000000000003,0.0025800000000000003,0.0,0.00218
STV,0.04248307692307687,0.0,0.04564,0.059340000000000004,0.04248307692307687,0.39435000000000003,0.00566,0.046329999999999996,0.0,0.0,0.0,0.00032,0.00032,0.0,0.00031999999999999997
Bloc,0.03207923076923073,0.00012,0.00303,0.0,0.03207923076923073,0.24195,0.006269999999999999,0.0,0.0,0.061520000000000005,0.0,0.0,0.0,0.04463,0.05951
CC,0.1357707692307692,0.01642,0.14135999999999999,0.17187999999999998,0.1357707692307692,0.70112,0.07273,0.11576,0.0,0.18487,0.0,0.00992,0.00992,0.15294000000000002,0.1881
lex-CC,0.06277846153846149,0.01028,0.015269999999999999,0.0,0.06277846153846149,0.47437,0.006319999999999999,0.04032,0.0,0.10391,0.0,0.0,0.0,0.08213,0.08352000000000001
seq-CC,0.1197053846153846,0.01229,0.13196,0.10927,0.1197053846153846,0.66918,0.04524,0.11316999999999999,0.0,0.16993000000000003,0.0,0.00053,0.00053,0.14031,0.16376000000000002
Monroe,0.11647999999999994,0.01151,0.10314999999999999,0.15169,0.11647999999999994,0.6356999999999999,0.0582,0.10063,0.0,0.16259,0.0,0.00088,0.00088,0.13319,0.15582
Greedy M.,0.058539230769230725,0.00303,0.02722,0.00774,0.058539230769230725,0.43926,0.008060000000000001,0.03894,0.0,0.09158,0.0,0.0,0.0,0.07019,0.07499
PAV,0.0385161538461538,0.00076,0.0031,0.0,0.0385161538461538,0.31312999999999996,0.006319999999999999,0.008150000000000001,0.0,0.06684000000000001,0.0,0.0,0.0,0.04907,0.05334
MES,0.0418307692307692,0.0007199999999999999,0.00426,0.0030800000000000003,0.0418307692307692,0.33665999999999996,0.00627,0.012240000000000001,0.0,0.07239999999999999,0.0,0.0,0.0,0.05320999999999999,0.054959999999999995
MAV,0.14391769230769227,0.028079999999999997,0.14413,0.10503,0.14391769230769227,0.7789600000000001,0.11191000000000001,0.12826,0.0,0.1693,0.02085,0.02245,0.02245,0.13957,0.19994
RSD,0.10835230769230766,0.01572,0.09741999999999999,0.0,0.10835230769230766,0.6272600000000002,0.050409999999999996,0.0648,0.0,0.13122,0.03267,0.03396,0.03396,0.10565,0.21550999999999998
Random,0.17164076923076918,0.030400000000000003,0.18851,0.21101000000000003,0.17164076923076918,0.82606,0.13211,0.12673,0.0,0.18647000000000002,0.03145,0.04079,0.04079,0.15497,0.26204
