Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.02129353846153841,0.0,0.00016066666666666668,0.0029756666666666664,0.02129353846153841,0.013100333333333334,0.00011833333333333331,0.0,0.0,0.08542666666666666,0.0004903333333333334,0.0004903333333333334,0.0004903333333333334,0.06423133333333333,0.109332
Borda,0.028079999999999983,0.0004,0.0024333333333333334,0.00212,0.028079999999999983,0.17361333333333337,0.0,0.005013333333333334,0.0,0.06353333333333334,0.00011333333333333333,0.00011333333333333333,0.00011333333333333333,0.04562,0.07196666666666668
EPH,0.05301230769230764,3.3333333333333335e-05,0.0007999999999999999,8.666666666666668e-05,0.05301230769230764,0.35580000000000006,0.002586666666666667,0.0007933333333333334,0.0,0.11558666666666667,6.6666666666666675e-06,6.6666666666666675e-06,6.6666666666666675e-06,0.09033333333333333,0.12312000000000001
SNTV,0.08594820512820507,0.0,0.05659333333333333,0.24949333333333332,0.08594820512820507,0.7404266666666666,0.011733333333333333,0.03315333333333333,0.0,0.0025800000000000003,0.00046666666666666666,0.00162,0.005660000000000001,0.0,0.015600000000000003
STV,0.06336923076923073,0.0,0.03122,0.16025333333333333,0.06336923076923073,0.6054466666666666,0.0020733333333333333,0.022580000000000003,0.0,0.0,0.0,0.00019333333333333333,0.0009133333333333334,0.0,0.00112
Bloc,0.05157846153846148,6.6666666666666675e-06,0.0007533333333333334,0.0,0.05157846153846148,0.32997333333333334,0.002606666666666667,0.0,0.0,0.11094666666666668,0.0005266666666666667,0.0005266666666666667,0.0005266666666666667,0.08678666666666666,0.13786666666666667
CC,0.16275435897435894,0.0022533333333333333,0.09254,0.32593999999999995,0.16275435897435894,0.8260333333333333,0.03306666666666667,0.044520000000000004,0.0,0.26064,0.0,0.00452,0.009506666666666667,0.21883333333333335,0.29795333333333335
lex-CC,0.0801241025641025,0.0011733333333333333,0.004166666666666667,0.0,0.0801241025641025,0.58126,0.0025933333333333333,0.012793333333333332,0.0,0.16290666666666667,0.0,0.0,0.0,0.13190666666666664,0.14481333333333332
seq-CC,0.1519630769230769,0.001886666666666667,0.08844,0.24917333333333333,0.1519630769230769,0.8105266666666666,0.026039999999999997,0.044860000000000004,0.0,0.25426,0.0,0.0014733333333333332,0.0021133333333333334,0.21318666666666666,0.28356
Monroe,0.14994974358974356,0.0018266666666666668,0.07222666666666668,0.28497999999999996,0.14994974358974356,0.7969333333333334,0.030953333333333333,0.04374,0.0,0.24456666666666663,0.0,0.0005933333333333333,0.0036866666666666667,0.2053866666666667,0.26445333333333326
Greedy M.,0.0825907692307692,0.0003533333333333333,0.013826666666666668,0.013026666666666667,0.0825907692307692,0.5803933333333333,0.0029600000000000004,0.016313333333333332,0.0,0.16084,0.0,0.0,0.0,0.12944666666666665,0.15652
PAV,0.058211282051282,9.333333333333334e-05,0.0007733333333333334,0.0,0.058211282051282,0.41253999999999996,0.0025933333333333333,0.0018933333333333335,0.0,0.12419333333333334,0.0,0.0,0.0,0.09717333333333333,0.11748666666666667
MES,0.06687282051282047,0.00012,0.0013266666666666667,0.0028933333333333333,0.06687282051282047,0.48170666666666667,0.0026600000000000005,0.006413333333333333,0.0,0.1391,0.0,0.0,0.0,0.11043333333333334,0.12469333333333334
MAV,0.1714835897435897,0.0036866666666666667,0.08954666666666666,0.31433333333333335,0.1714835897435897,0.8740933333333333,0.05091333333333334,0.045919999999999996,0.0,0.25066,0.016220000000000002,0.017593333333333332,0.017593333333333332,0.20928,0.3394466666666667
RSD,0.13140512820512815,0.0021333333333333334,0.05396,0.0,0.13140512820512815,0.7184400000000001,0.021073333333333333,0.022760000000000002,0.0,0.20264000000000001,0.039119999999999995,0.04108,0.042113333333333336,0.1691,0.3958466666666667
Random,0.19038461538461537,0.004093333333333333,0.11436666666666666,0.36185333333333336,0.19038461538461537,0.8891133333333334,0.061386666666666666,0.04581333333333334,0.0,0.2651866666666667,0.029306666666666665,0.03389333333333334,0.040626666666666665,0.2230066666666667,0.40635333333333334
