Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.013853969230769193,8.000000000000002e-07,0.0001812,0.0020576000000000006,0.013853969230769193,0.0087268,6.480000000000002e-05,3.559999999999999e-05,0.0,0.05786080000000001,0.0001896,0.0001896,0.0001896,0.0435772,0.067028
Borda,0.02089723076923072,0.0009600000000000001,0.004128000000000001,0.0010479999999999999,0.02089723076923072,0.151776,0.0,0.00928,0.0,0.038728,0.000176,0.000176,0.000176,0.02672,0.038496
EPH,0.04176923076923072,4e-05,0.001192,0.000248,0.04176923076923072,0.30303199999999997,0.0035359999999999996,0.00148,0.0,0.082296,0.0,0.0,0.0,0.06564,0.085536
SNTV,0.07644553846153841,0.0,0.07161599999999999,0.184232,0.07644553846153841,0.661656,0.014400000000000001,0.048888,0.0,0.001384,0.000176,0.0024960000000000004,0.002904,0.0,0.006039999999999999
STV,0.05235630769230766,0.0,0.037728,0.10418399999999998,0.05235630769230766,0.5034159999999999,0.002896,0.031176,0.0,0.0,0.0,0.00037600000000000003,0.000392,0.0,0.0004640000000000001
Bloc,0.0405618461538461,1.6000000000000003e-05,0.0012000000000000001,0.0,0.0405618461538461,0.28464799999999996,0.0035919999999999993,0.0,0.0,0.07967199999999999,0.000152,0.000152,0.000152,0.063352,0.094368
CC,0.15066707692307685,0.00584,0.11868799999999999,0.269104,0.15066707692307685,0.7776400000000001,0.04496,0.071896,0.0,0.220968,0.0,0.0062,0.007152,0.19052,0.245704
lex-CC,0.07110523076923073,0.003104,0.00796,0.0,0.07110523076923073,0.534896,0.0035359999999999996,0.02316,0.0,0.13144799999999998,0.0,0.0,0.0,0.10812,0.112144
seq-CC,0.13658215384615377,0.0050799999999999994,0.110544,0.184056,0.13658215384615377,0.7515599999999999,0.033152,0.071872,0.0,0.20947199999999996,0.0,0.002616,0.002616,0.179096,0.225504
Monroe,0.13529661538461535,0.004312,0.08904799999999999,0.228232,0.13529661538461535,0.7354480000000001,0.043392,0.068064,0.0,0.201544,0.0,0.001304,0.002088,0.17431999999999997,0.211104
Greedy M.,0.06943938461538458,0.000872,0.019248,0.012768000000000002,0.06943938461538458,0.510896,0.004352,0.02432,0.0,0.12,0.0,0.0,0.0,0.09812799999999999,0.112128
PAV,0.04650030769230764,0.00016,0.0016,0.0,0.04650030769230764,0.356328,0.0035359999999999996,0.004520000000000001,0.0,0.08768799999999999,0.0,0.0,0.0,0.070128,0.080544
MES,0.05309107692307685,0.000192,0.002552,0.0038,0.05309107692307685,0.408456,0.0036880000000000003,0.008400000000000001,0.0,0.09869599999999999,0.0,0.0,0.0,0.079328,0.08507200000000001
MAV,0.16452123076923075,0.009760000000000001,0.122816,0.238368,0.16452123076923075,0.8436,0.076072,0.07538399999999999,0.0,0.208392,0.025591999999999997,0.029456,0.029456,0.178176,0.30170399999999997
RSD,0.1170781538461538,0.005328,0.073512,0.0,0.1170781538461538,0.6765360000000001,0.031792,0.036592,0.0,0.163184,0.028704,0.02964,0.030136000000000003,0.13916800000000001,0.30742400000000003
Random,0.1815950769230769,0.010648,0.1504,0.29828800000000005,0.1815950769230769,0.8667119999999999,0.08841600000000001,0.074944,0.0,0.22539199999999998,0.03064,0.037447999999999995,0.039136000000000004,0.19372799999999998,0.344984
