Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.01690005128205124,0.0,0.0001456666666666667,0.0016969999999999997,0.01690005128205124,0.009963333333333333,0.00014166666666666665,0.0,0.0,0.06860566666666666,0.00032300000000000004,0.00032300000000000004,0.00032300000000000004,0.05057766666666667,0.08760066666666666
Borda,0.02391948717948712,0.0005266666666666667,0.0031333333333333335,0.0013066666666666667,0.02391948717948712,0.15445333333333333,0.0,0.0058133333333333335,0.0,0.051,0.00011333333333333334,0.00011333333333333334,0.00011333333333333334,0.03580666666666667,0.05857333333333333
EPH,0.044083076923076885,6.6666666666666675e-06,0.0005933333333333334,4e-05,0.044083076923076885,0.31144,0.002166666666666667,0.0006933333333333335,0.0,0.09048666666666667,6.6666666666666675e-06,6.6666666666666675e-06,6.6666666666666675e-06,0.06902666666666667,0.09860666666666666
SNTV,0.08245538461538457,0.0,0.06512,0.22244666666666665,0.08245538461538457,0.71416,0.008893333333333331,0.040100000000000004,0.0,0.0023,0.00034,0.00142,0.00526,0.0,0.01188
STV,0.05921230769230765,0.0,0.03532,0.13332666666666668,0.05921230769230765,0.5708866666666667,0.0015666666666666667,0.027039999999999998,0.0,0.0,0.0,0.00011333333333333334,0.0007266666666666666,0.0,0.00078
Bloc,0.042705641025640985,0.0,0.0005866666666666668,0.0,0.042705641025640985,0.28983333333333333,0.00216,0.0,0.0,0.08683333333333333,0.0003733333333333333,0.0003733333333333333,0.0003733333333333333,0.06617333333333332,0.10846666666666667
CC,0.16625948717948716,0.00294,0.11263333333333332,0.32928666666666667,0.16625948717948716,0.8275,0.03376,0.05554,0.0,0.26188000000000006,0.0,0.006173333333333333,0.011866666666666666,0.22053999999999999,0.2992533333333333
lex-CC,0.07518820512820508,0.0012,0.0054466666666666665,0.0,0.07518820512820508,0.5666266666666667,0.002186666666666667,0.01693333333333333,0.0,0.14304666666666666,0.0,0.0,0.0,0.11483333333333334,0.12717333333333333
seq-CC,0.15373538461538458,0.0022400000000000002,0.10459333333333333,0.25484,0.15373538461538458,0.8104,0.025720000000000003,0.055433333333333334,0.0,0.25006666666666666,0.0,0.0022199999999999998,0.003106666666666667,0.21006,0.27988
Monroe,0.1515328205128205,0.00216,0.08751333333333333,0.28709999999999997,0.1515328205128205,0.7908666666666666,0.031186666666666668,0.05406,0.0,0.24369999999999994,0.0,0.0010266666666666668,0.004433333333333333,0.20543333333333336,0.26244666666666666
Greedy M.,0.07440820512820509,0.0003466666666666667,0.016006666666666666,0.011026666666666666,0.07440820512820509,0.5491733333333334,0.0020266666666666666,0.01924,0.0,0.13327333333333333,0.0,0.0,0.0,0.10592000000000001,0.13029333333333334
PAV,0.04909282051282047,4e-05,0.0005200000000000001,0.0,0.04909282051282047,0.36676666666666663,0.002186666666666667,0.0017733333333333334,0.0,0.09822000000000002,0.0,0.0,0.0,0.07496666666666667,0.09373333333333334
MES,0.0573015384615384,6e-05,0.0012733333333333333,0.0024133333333333333,0.0573015384615384,0.43424666666666667,0.0018533333333333334,0.00624,0.0,0.11146,0.0,0.0,0.0,0.08696,0.10041333333333334
MAV,0.1742558974358974,0.004653333333333333,0.10922,0.3071333333333333,0.1742558974358974,0.8789599999999999,0.05288,0.05723333333333333,0.0,0.24774,0.018566666666666665,0.02036666666666667,0.02036666666666667,0.20704,0.3411666666666667
RSD,0.12560205128205124,0.0020666666666666667,0.06409333333333332,0.0,0.12560205128205124,0.7091133333333334,0.01962,0.0268,0.0,0.18166666666666664,0.03628,0.03808666666666667,0.03964,0.14991999999999997,0.36554000000000003
Random,0.19532410256410251,0.005073333333333333,0.13716666666666666,0.3583866666666667,0.19532410256410251,0.8976133333333333,0.06282666666666666,0.05718666666666666,0.0,0.26696666666666663,0.03221333333333334,0.0381,0.04642666666666667,0.22417333333333334,0.41308000000000006
