Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.018766076923076885,0.0,0.0,1.666666666666667e-05,0.018766076923076885,0.040309000000000005,0.001135,0.0,0.0,0.055734,0.0,0.0,0.0,0.03685233333333334,0.109912
Borda,0.014199999999999949,0.0,0.0,0.0,0.014199999999999949,0.11477333333333334,0.0,0.0,0.0,0.025186666666666666,0.0,0.0,0.0,0.013973333333333332,0.030666666666666665
EPH,0.045555897435897365,0.0,0.0,0.0,0.045555897435897365,0.3240733333333334,0.0012466666666666668,0.0,0.0,0.09103333333333334,0.0,0.0,0.0,0.06439333333333333,0.11148000000000001
SNTV,0.032673846153846116,0.0,0.0,0.00011333333333333334,0.032673846153846116,0.4215533333333334,0.0015333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156
STV,0.026001025641025587,0.0,0.0,9.333333333333333e-05,0.026001025641025587,0.33704666666666666,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003533333333333334
Bloc,0.045466153846153795,0.0,0.0,0.0,0.045466153846153795,0.32181333333333334,0.0012466666666666668,0.0,0.0,0.09105333333333332,0.0,0.0,0.0,0.06436666666666667,0.11258
CC,0.07525025641025639,0.0,0.0,7.333333333333333e-05,0.07525025641025639,0.4944733333333333,0.013126666666666667,0.0,0.0,0.14908,0.0,0.0,0.0,0.11089333333333333,0.2106066666666667
lex-CC,0.052163076923076875,0.0,0.0,0.0,0.052163076923076875,0.39087999999999995,0.00124,0.0,0.0,0.09740666666666666,0.0,0.0,0.0,0.06856666666666666,0.12002666666666667
seq-CC,0.06932461538461535,0.0,0.0,0.0,0.06932461538461535,0.48110666666666674,0.0089,0.0,0.0,0.13283999999999999,0.0,0.0,0.0,0.09978000000000002,0.17859333333333335
Monroe,0.07523999999999997,0.0,0.0,7.333333333333333e-05,0.07523999999999997,0.4943666666666667,0.013126666666666667,0.0,0.0,0.14908,0.0,0.0,0.0,0.11089333333333333,0.21058
Greedy M.,0.059679999999999955,0.0,0.0,0.0,0.059679999999999955,0.4358066666666667,0.003626666666666667,0.0,0.0,0.11017333333333333,0.0,0.0,0.0,0.08117333333333333,0.14506
PAV,0.0462964102564102,0.0,0.0,0.0,0.0462964102564102,0.33556,0.0012466666666666668,0.0,0.0,0.09120666666666666,0.0,0.0,0.0,0.06437999999999999,0.10946
MES,0.04809487179487174,0.0,0.0,0.0,0.04809487179487174,0.35311999999999993,0.0011533333333333335,0.0,0.0,0.09333333333333334,0.0,0.0,0.0,0.06635999999999999,0.11126666666666667
MAV,0.08599999999999997,0.0,0.0,0.00016,0.08599999999999997,0.5776133333333333,0.025580000000000002,0.0,0.0,0.14835333333333334,6.6666666666666675e-06,6.6666666666666675e-06,6.6666666666666675e-06,0.11043333333333333,0.25584
RSD,0.0810938461538461,0.0,0.0,0.0,0.0810938461538461,0.5521333333333334,0.016913333333333332,0.0,0.0,0.1384,0.0,0.0,0.0,0.104,0.2427733333333333
Random,0.08681179487179481,0.0,0.0,0.00015999999999999999,0.08681179487179481,0.5794266666666666,0.02595333333333333,0.0,0.0,0.14729333333333333,0.0,0.0,0.0,0.11086,0.26485999999999993
