Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.016872871794871746,3.333333333333334e-07,8.4e-05,0.0015136666666666666,0.016872871794871746,0.010691666666666667,0.00011299999999999998,0.0,0.0,0.068839,0.0002513333333333333,0.0002513333333333333,0.0002513333333333333,0.050709000000000004,0.08664266666666666
Borda,0.023941025641025616,0.00047333333333333336,0.003193333333333333,0.0011733333333333333,0.023941025641025616,0.15566,0.0,0.00582,0.0,0.051,9.333333333333334e-05,9.333333333333334e-05,9.333333333333334e-05,0.03575333333333334,0.05788000000000001
EPH,0.04369538461538456,2.666666666666667e-05,0.00108,3.3333333333333335e-05,0.04369538461538456,0.30898000000000003,0.00214,0.0006733333333333334,0.0,0.08955999999999999,6.6666666666666675e-06,6.6666666666666675e-06,6.6666666666666675e-06,0.06850666666666666,0.09702
SNTV,0.08213282051282045,0.0,0.06521333333333333,0.22186000000000003,0.08213282051282045,0.71064,0.008813333333333334,0.040420000000000005,0.0,0.0023599999999999997,0.0002933333333333333,0.0013933333333333332,0.004733333333333333,0.0,0.012000000000000002
STV,0.058980512820512775,0.0,0.035833333333333335,0.13292666666666667,0.058980512820512775,0.5675333333333333,0.0014000000000000002,0.027373333333333333,0.0,0.0,0.0,0.00010666666666666668,0.0006133333333333334,0.0,0.0009599999999999999
Bloc,0.0424082051282051,0.0,0.0011200000000000001,0.0,0.0424082051282051,0.28731333333333336,0.0021733333333333335,0.0,0.0,0.08618666666666668,0.0002933333333333333,0.0002933333333333333,0.0002933333333333333,0.06605333333333334,0.10758
CC,0.16620871794871792,0.002793333333333333,0.11354000000000002,0.3290666666666667,0.16620871794871792,0.8239866666666665,0.03305333333333333,0.05587333333333333,0.0,0.26262,0.0,0.005993333333333333,0.011666666666666667,0.22155333333333335,0.30056666666666665
lex-CC,0.07527179487179482,0.00122,0.00596,0.0,0.07527179487179482,0.5636466666666666,0.00214,0.01696,0.0,0.14382,0.0,0.0,0.0,0.11623333333333331,0.12855333333333333
seq-CC,0.1537117948717948,0.0021466666666666665,0.10514666666666667,0.25164000000000003,0.1537117948717948,0.8059600000000001,0.025846666666666667,0.055740000000000005,0.0,0.2520533333333333,0.0,0.002533333333333333,0.00336,0.21194666666666664,0.28188
Monroe,0.1511953846153846,0.0020000000000000005,0.08808666666666666,0.2867866666666667,0.1511953846153846,0.7871933333333333,0.030306666666666666,0.054400000000000004,0.0,0.24312666666666669,0.0,0.0009333333333333334,0.004513333333333334,0.20520000000000002,0.26299333333333336
Greedy M.,0.07401128205128202,0.0003133333333333334,0.016713333333333334,0.010733333333333336,0.07401128205128202,0.5454466666666667,0.0022066666666666667,0.019266666666666668,0.0,0.13288666666666668,0.0,0.0,0.0,0.10543333333333334,0.12914666666666666
PAV,0.04890461538461535,7.333333333333333e-05,0.0010733333333333335,0.0,0.04890461538461535,0.36410000000000003,0.00214,0.0020333333333333336,0.0,0.0979,0.0,0.0,0.0,0.07517999999999998,0.09326
MES,0.05742461538461533,9.333333333333334e-05,0.0015733333333333335,0.0023,0.05742461538461533,0.4329,0.002,0.006586666666666667,0.0,0.11236666666666667,0.0,0.0,0.0,0.08785333333333334,0.10084666666666665
MAV,0.1745205128205128,0.004613333333333333,0.11060666666666667,0.30693333333333334,0.1745205128205128,0.8786933333333332,0.05229333333333334,0.05753333333333333,0.0,0.24878,0.018413333333333334,0.020266666666666665,0.020266666666666665,0.20798666666666668,0.3423800000000001
RSD,0.12492153846153843,0.002493333333333333,0.06321333333333333,0.0,0.12492153846153843,0.7082466666666667,0.017573333333333333,0.02749333333333333,0.0,0.18136666666666668,0.035013333333333334,0.03696666666666667,0.03833333333333334,0.15010666666666667,0.3631733333333333
Random,0.19540512820512815,0.004753333333333334,0.13788666666666666,0.3594466666666667,0.19540512820512815,0.8979466666666668,0.06304,0.0573,0.0,0.2659066666666667,0.03145333333333333,0.03772666666666667,0.04614000000000001,0.2247,0.4139666666666666
