Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.014520892307692265,0.0,0.00017720000000000002,0.0021992,0.014520892307692265,0.006874800000000002,0.00020400000000000003,0.0,0.0,0.06067719999999999,0.00019360000000000002,0.00019360000000000002,0.00019360000000000002,0.046685199999999996,0.0713732
Borda,0.02164861538461534,0.0009680000000000001,0.00404,0.0014399999999999999,0.02164861538461534,0.155088,0.0,0.008848,0.0,0.041080000000000005,8.8e-05,8.8e-05,8.8e-05,0.028752,0.040952
EPH,0.04311938461538457,8.8e-05,0.001136,0.00023999999999999998,0.04311938461538457,0.30819199999999997,0.0039759999999999995,0.001608,0.0,0.08598399999999999,8.000000000000001e-06,8.000000000000001e-06,8.000000000000001e-06,0.069408,0.089896
SNTV,0.07697907692307689,0.0,0.07028799999999999,0.188296,0.07697907692307689,0.664712,0.015968,0.048432,0.0,0.001352,0.00012800000000000002,0.002056,0.0027040000000000002,0.0,0.006791999999999999
STV,0.05288923076923072,0.0,0.037128,0.108416,0.05288923076923072,0.50676,0.002904,0.030856,0.0,0.0,8.000000000000001e-06,0.000392,0.00052,0.0,0.0005759999999999999
Bloc,0.04199261538461534,8e-05,0.001144,0.0,0.04199261538461534,0.28892799999999996,0.003984,0.0,0.0,0.08383199999999999,0.000152,0.000152,0.000152,0.067856,0.099624
CC,0.149924923076923,0.006136000000000001,0.11328,0.269872,0.149924923076923,0.776384,0.044584,0.07008,0.0,0.22125599999999998,0.0,0.005592,0.0065039999999999985,0.189664,0.24567199999999997
lex-CC,0.07195569230769225,0.0034480000000000005,0.007847999999999999,0.0,0.07195569230769225,0.53732,0.0039759999999999995,0.022464,0.0,0.13456,0.0,0.0,0.0,0.110984,0.114824
seq-CC,0.1366516923076923,0.004552,0.106944,0.18398399999999998,0.1366516923076923,0.751552,0.034296,0.070032,0.0,0.21124800000000002,0.0,0.002544,0.002544,0.18068800000000002,0.22808799999999999
Monroe,0.13509476923076918,0.004488000000000001,0.086784,0.229784,0.13509476923076918,0.733928,0.043264,0.06656,0.0,0.20244800000000002,0.0,0.001272,0.001968,0.173928,0.211808
Greedy M.,0.07087692307692306,0.000952,0.019192,0.012608,0.07087692307692306,0.515048,0.004423999999999999,0.024928,0.0,0.12476000000000001,0.0,0.0,0.0,0.102712,0.11677600000000002
PAV,0.048063384615384556,0.00022400000000000002,0.001064,0.0,0.048063384615384556,0.362528,0.0039759999999999995,0.004128,0.0,0.092888,0.0,0.0,0.0,0.074928,0.085088
MES,0.054791999999999966,0.00022400000000000002,0.002264,0.004056,0.054791999999999966,0.41503200000000007,0.0038560000000000005,0.00872,0.0,0.10418400000000001,0.0,0.0,0.0,0.084048,0.089912
MAV,0.16418892307692298,0.010496,0.11877599999999999,0.24179999999999996,0.16418892307692298,0.84196,0.075128,0.07406399999999999,0.0,0.21054399999999998,0.024824,0.028159999999999998,0.028159999999999998,0.18003200000000003,0.300512
RSD,0.11775323076923072,0.005463999999999999,0.071152,0.0,0.11775323076923072,0.6769040000000001,0.031544,0.03636,0.0,0.165144,0.030391999999999995,0.031279999999999995,0.031863999999999996,0.13996,0.310728
Random,0.17987569230769224,0.010816,0.14552,0.29463999999999996,0.17987569230769224,0.864744,0.08760799999999999,0.073336,0.0,0.224472,0.03012,0.035936,0.037472,0.19239199999999998,0.34132799999999996
