Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.00795111538461535,5.000000000000001e-07,0.0002875,0.0013105,1.2000000000000002e-05,0.0013624999999999998,0.0,0.0,0.0393805,0.000172,0.00017250000000000002,0.00017250000000000002,0.025394,0.035100000000000006
Max,0.3798738461538461,0.061560000000000004,0.38427,0.9861900000000001,0.75313,0.40949,0.15514,0.0,0.42013999999999996,0.19063,0.27676999999999996,0.27678,0.38139,0.64287
Min,0.004181538461538428,0.0,0.00032,0.02191,0.0,0.00021,0.00011,0.0,0.01152,0.0,0.0,0.0,0.00508,0.01521
Borda,0.0159184615384615,0.0029100000000000003,0.006299999999999999,0.12956,0.0,0.0009000000000000001,0.01626,0.0,0.02184,1e-05,1e-05,1e-05,0.012709999999999999,0.01643
EPH,0.032037692307692246,0.00021999999999999998,0.0029,0.24940999999999997,0.00575,0.0,0.00186,0.0,0.06014,0.0,0.0,0.0,0.04313,0.05308
SNTV,0.06628230769230765,0.0,0.08894,0.55707,0.02052,0.11543,0.07097,0.0,0.00097,0.00011,0.00307,0.00307,0.0,0.0015199999999999999
Bloc,0.030951538461538378,0.00019,0.00296,0.23568,0.00573,0.0,0.0,0.0,0.059500000000000004,0.0,0.0,0.0,0.04244,0.05587
STV,0.041364615384615326,0.0,0.04574,0.38584,0.00435,0.056690000000000004,0.044270000000000004,0.0,0.0,0.0,0.00037,0.00037,0.0,0.00010999999999999999
PAV,0.0371615384615384,0.00086,0.0030299999999999997,0.30430999999999997,0.0057399999999999994,0.0,0.00767,0.0,0.06423000000000001,0.0,0.0,0.0,0.04672,0.05054
MES,0.040543846153846076,0.00072,0.00454,0.32789,0.00575,0.00286,0.01196,0.0,0.0695,0.0,0.0,0.0,0.05104,0.05281
CC,0.13675538461538456,0.01654,0.14533000000000001,0.70089,0.07233,0.17112,0.11697,0.0,0.18708,0.0,0.01097,0.01097,0.15553,0.19008999999999998
seq-CC,0.11970307692307688,0.01218,0.13498,0.66777,0.04443999999999999,0.10944999999999999,0.11480000000000001,0.0,0.16902,0.0,0.00045,0.00045,0.13964,0.16296
lex-CC,0.06251538461538456,0.01015,0.01675,0.47212,0.00578,0.0,0.04167,0.0,0.10253999999999999,0.0,0.0,0.0,0.08119000000000001,0.08249999999999999
Monroe,0.11573999999999995,0.01097,0.10338,0.63139,0.05633,0.14986,0.10047999999999999,0.0,0.16198,0.0,0.00083,0.00083,0.13335,0.15522000000000002
Greedy M.,0.05692538461538455,0.0024100000000000002,0.02677,0.43041999999999997,0.0072,0.00783,0.03791,0.0,0.08785000000000001,0.0,0.0,0.0,0.06742999999999999,0.07221
MAV,0.14520461538461535,0.02868,0.14651,0.78021,0.11069999999999999,0.10489,0.13033,0.0,0.16914,0.0229,0.02444,0.02444,0.14057,0.20485
RSD,0.10682999999999995,0.015799999999999998,0.09938,0.62136,0.05027,0.0,0.06555,0.0,0.12863,0.03015,0.03168,0.03168,0.10416,0.21013
Random,0.1730207692307692,0.031380000000000005,0.19444,0.8269500000000001,0.13202,0.21223999999999998,0.12840000000000001,0.0,0.18818000000000001,0.03095,0.041479999999999996,0.041479999999999996,0.15702,0.26473
