Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,core-mean,dummetts_condition-mean,ejr-mean,fixed_majority-mean,jr-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-all-0,0.0133384615384615,0.0,0.00444,0.0,0.06,0.0,0.0,0.0,0.07056,0.0,0.0,0.03596,0.00244,0.0
NN-all-1,0.0133076923076923,0.0,0.00488,0.0,0.05976,0.0,0.0,0.0,0.07028,0.0,0.0,0.0358,0.00228,0.0
NN-all-2,0.0132461538461538,0.0,0.00344,0.0,0.05968,0.0,0.0,0.0,0.07064,0.0,0.0,0.0358,0.00264,0.0
NN-all-3,0.0133784615384615,0.0,0.00408,0.0,0.0604,0.0,0.0,0.0,0.07076,0.0,0.0,0.03624,0.00244,0.0
NN-all-4,0.0131907692307692,4e-05,0.00164,0.0,0.05996,0.0,0.0,0.0,0.07084,4e-05,0.0,0.036,0.00296,0.0
NN-all-5,0.0133815384615384,0.0,0.00472,0.0,0.0598,0.0,0.0,0.0,0.07056,0.0,0.0,0.03616,0.00272,0.0
NN-all-6,0.0133292307692307,0.0,0.0036,0.0,0.06012,0.0,0.0,0.0,0.07072,0.0,0.0,0.0362,0.00264,0.0
NN-all-7,0.0132892307692307,0.0,0.0038,4e-05,0.05964,4e-05,0.0,0.0,0.07072,0.0,0.0,0.0356,0.00292,0.0
NN-all-8,0.0133476923076923,0.0,0.0052,0.0,0.06,0.0,0.0,0.0,0.0704,0.0,0.0,0.03588,0.00204,0.0
NN-all-9,0.01344,0.0,0.00512,0.0,0.06008,0.0,0.0,0.0,0.07088,0.0,0.0,0.03592,0.00272,0.0
NN-all-10,0.0131261538461538,0.0,0.00232,0.0,0.05956,0.0,0.0,0.0,0.07016,0.0,0.00012,0.03556,0.00292,0.0
NN-all-11,0.0132646153846153,0.0,0.00248,0.0,0.05984,0.0,0.0,0.0,0.07052,0.0,0.00012,0.03584,0.00364,0.0
NN-all-12,0.013476923076923,0.0,0.00572,0.0,0.0598,0.0,0.0,0.0,0.07072,0.0,4e-05,0.03596,0.00296,0.0
NN-all-13,0.0133661538461538,0.0,0.0054,0.0,0.05996,0.0,0.0,0.0,0.07024,0.0,0.0,0.03592,0.00224,0.0
NN-all-14,0.0132892307692307,0.0,0.00444,0.0,0.05976,0.0,0.0,0.0,0.07012,0.0,8e-05,0.03572,0.00264,0.0
NN-all-15,0.0133230769230769,0.0,0.00316,0.0,0.05984,0.0,0.0,0.0,0.07104,0.0,0.0,0.03604,0.00312,0.0
NN-all-16,0.0131415384615384,0.0,0.00304,0.0,0.05948,0.0,0.0,0.0,0.0704,0.0,4e-05,0.03548,0.0024,0.0
NN-all-17,0.0134092307692307,0.0,0.00532,0.0,0.05976,0.0,0.0,0.0,0.07056,0.0,0.0,0.03596,0.00272,0.0
NN-all-18,0.0131846153846153,0.0,0.00212,0.0,0.0598,0.0,0.0,0.0,0.07084,0.0,0.0,0.03592,0.00272,0.0
NN-all-19,0.0132953846153846,0.0,0.00408,0.0,0.05972,0.0,0.0,0.0,0.07052,0.0,8e-05,0.03584,0.0026,0.0
Min Violations Committee,0.0071353846153846,0.0,0.03904,0.0,0.0112,0.0,0.00044,0.0,0.03836,0.0,0.00128,0.00196,0.00048,0.0
Max Violations Committee,0.4476584615384616,0.7352,0.9814,0.3446,0.69008,0.34456,0.11388,0.0,0.82088,0.06144,0.394,0.59304,0.74048,0.0
Random Choice,0.2153753846153846,0.08436,0.87556,0.04212,0.33476,0.04212,0.10236,0.0,0.40896,0.02504,0.237,0.2738,0.3738,0.0
Borda ranking,0.0202646153846153,0.0,0.1394,0.0,0.04292,0.0,0.0164,0.0,0.03684,0.0,0.00072,0.02496,0.0022,0.0
Plurality ranking,0.0811353846153846,0.01356,0.64952,0.01184,0.00036,0.01184,0.06204,0.0,0.00192,0.0,0.10508,0.0,0.1986,0.0
STV,0.0536338461538461,0.00312,0.49284,0.00148,0.0,0.00148,0.0396,0.0,0.00028,0.0,0.04852,0.0,0.10992,0.0
Approval Voting (AV),0.0296123076923076,0.0,0.15484,0.0,0.0792,0.0,0.0,0.0,0.09772,0.00036,0.00124,0.0516,0.0,0.0
Proportional Approval Voting (PAV),0.03944,4e-05,0.25816,0.0,0.09348,0.0,0.0168,0.0,0.07824,0.0008,0.00112,0.06408,0.0,0.0
Approval Chamberlin-Courant (CC),0.2159753846153846,0.08752,0.87512,0.04388,0.33956,0.04388,0.10232,0.0,0.40824,0.0248,0.23892,0.27532,0.36812,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.1033692307692307,8e-05,0.6362,0.0,0.21348,0.0,0.10704,0.0,0.16896,0.0128,0.03652,0.16872,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.1659661538461538,0.01128,0.80524,0.0018,0.29008,0.0018,0.09492,0.0,0.32284,0.02096,0.19224,0.23424,0.18216,0.0
Monroe's Approval Rule (Monroe),0.1567353846153846,0.0248,0.78624,0.00332,0.25804,0.00332,0.07184,0.0,0.2866,0.01532,0.0998,0.20488,0.2834,0.0
Greedy Monroe,0.0717015384615384,8e-05,0.45044,0.0,0.14296,0.0,0.05712,0.0,0.12184,0.00296,0.02408,0.10564,0.027,0.0
Minimax Approval Voting (MAV),0.1329969230769231,0.02232,0.72428,0.00616,0.258,0.00616,0.10884,0.0,0.24228,0.01732,0.0842,0.20568,0.05372,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0543815384615384,0.00016,0.36268,0.0,0.11628,0.0,0.03612,0.0,0.08976,0.00128,0.0062,0.08368,0.0108,0.0
E Pluribus Hugo (EPH),0.0312,0.0,0.17448,0.0,0.0814,0.0,0.00268,0.0,0.0914,0.00036,0.00128,0.054,0.0,0.0
Random Serial Dictator,0.1227015384615384,0.0256,0.64468,0.00612,0.2238,0.00612,0.0494,0.0,0.33484,0.01168,0.11512,0.17776,0.0,0.0
