Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.0059878846153845824,2.1000000000000002e-05,0.00027949999999999996,0.0006865,7.5e-05,0.000947,0.0,0.0,0.030380500000000008,0.00018200000000000003,0.00018200000000000003,0.00018200000000000003,0.018842499999999998,0.026064499999999997
Min,0.003338461538461498,0.0,0.00021,0.01651,0.0,0.00016,9e-05,0.0,0.00981,0.0,0.0,0.0,0.00456,0.012060000000000001
Max,0.3969207692307692,0.07144,0.43547,0.9890100000000001,0.78102,0.41569,0.18263000000000001,0.0,0.43447,0.19431,0.29911,0.29911,0.39622,0.6614899999999999
Borda,0.014422307692307651,0.00276,0.00788,0.11796,0.0,0.0007000000000000001,0.01732,0.0,0.01803,2e-05,2e-05,2e-05,0.010020000000000001,0.01276
EPH,0.026909999999999976,0.00018,0.00234,0.22102,0.0044800000000000005,0.0,0.00135,0.0,0.046759999999999996,0.0,0.0,0.0,0.03281,0.040889999999999996
SNTV,0.06391846153846151,0.0,0.09628,0.5290299999999999,0.01611,0.10169,0.08128,0.0,0.00092,4e-05,0.00222,0.00222,0.0,0.00115
Bloc,0.026045384615384578,0.0001,0.00236,0.21020999999999995,0.00446,0.0,0.0,0.0,0.046130000000000004,0.0,0.0,0.0,0.03227,0.04306
STV,0.038201538461538426,0.0,0.047979999999999995,0.35017,0.0037300000000000002,0.0455,0.048519999999999994,0.0,0.0,0.0,0.00031,0.00031,0.0,0.0001
PAV,0.031413076923076905,0.0007399999999999999,0.00272,0.26908,0.0045000000000000005,0.0,0.00657,0.0,0.05004,0.0,0.0,0.0,0.03574,0.03898
MES,0.03424692307692302,0.0005600000000000001,0.00372,0.28839000000000004,0.00453,0.00228,0.01001,0.0,0.05502,0.0,0.0,0.0,0.03953,0.04117
CC,0.14109999999999995,0.01916,0.16553,0.6950099999999999,0.07339999999999999,0.17817,0.13905,0.0,0.18903,0.0,0.01274,0.01274,0.1578,0.19167
seq-CC,0.12164769230769225,0.01378,0.15250999999999998,0.6579,0.04305,0.11155,0.13405,0.0,0.16713,0.0,0.0011,0.00111,0.13821,0.16103
lex-CC,0.06037999999999995,0.01163,0.01934,0.45771,0.004520000000000001,0.0,0.05064,0.0,0.09256,0.0,0.0,0.0,0.07359,0.07494999999999999
Monroe,0.11587230769230765,0.0117,0.11676,0.61007,0.05692,0.15294000000000002,0.11445999999999999,0.0,0.15888,0.0,0.00101,0.00101,0.13090000000000002,0.15169
Greedy M.,0.051168461538461496,0.0020399999999999997,0.02853,0.39832999999999996,0.00553,0.00679,0.03959,0.0,0.07174,0.0,0.0,0.0,0.05424,0.0584
MAV,0.15145846153846151,0.03322,0.17219,0.78393,0.11529999999999999,0.11113,0.15436,0.0,0.16927999999999999,0.02504,0.02731,0.02731,0.14067000000000002,0.20922
RSD,0.10434076923076921,0.0176,0.10926,0.61029,0.04685,0.0,0.07626,0.0,0.11754999999999999,0.02787,0.03005,0.03005,0.09570000000000001,0.19494999999999998
Random,0.17937769230769227,0.03553,0.22000000000000003,0.82945,0.13504,0.2111,0.15093,0.0,0.19063,0.03347,0.047670000000000004,0.047670000000000004,0.15983999999999998,0.27058
