Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.010742073438293202,0.0001023294117647059,0.00031689411764705883,0.006385811247079526,0.00023835261366015885,0.0028949882352941173,8.211764705882353e-06,0.0,0.041755565573141785,0.0003310588235294118,0.0003576705882352941,0.0003663294117647059,0.03209521263196531,0.05479453027902413
NN-root,0.028691532621867664,0.000842986190524264,0.022913679622980878,0.16930259916828497,0.011042085909450588,0.026982226845470518,0.021098347606177507,8.951151415817573e-05,0.03716763684436689,4.454442349371795e-05,0.00014185179880103153,0.00025569015678603596,0.03065936078634877,0.052449403217436415
Min,0.005452378887287919,0.0,0.00048658823529411756,0.02349598435827273,0.0,0.0006051764705882353,0.0003642352941176471,0.0,0.009333647058823528,0.0,0.0,0.0,0.00595294117647059,0.03064235294117646
Max,0.4308374591857954,0.1361185882352941,0.37455200000000016,0.9395214943778721,0.6875419290616612,0.5528239999623543,0.20335858823529407,0.07832894117647057,0.5198814172986023,0.24231388235294107,0.3105181176470588,0.3271778823529412,0.48709035847507276,0.7416597702397787
Borda,0.0163152490660554,0.001567529411764706,0.005602823529411764,0.1128357106092227,0.0,0.002803294117647059,0.012890823529411762,0.0,0.0274065679066955,7.011764705882353e-05,7.011764705882353e-05,7.011764705882353e-05,0.019476214965519028,0.029304920847871972
EPH,0.0321021525415906,0.0003157647058823528,0.001584470588235295,0.23421111872701547,0.002920467877755478,0.00011670588235294117,0.0014367058823529415,0.0,0.060314249792361246,1.3647058823529415e-05,1.3647058823529415e-05,1.3647058823529415e-05,0.04889872038059654,0.06748883802765535
SNTV,0.08965475303304607,0.0,0.10271576470588234,0.5592972046765188,0.010568937694256939,0.18289223529411766,0.10792188235294115,0.04457694117647059,0.05368423529411766,9.270588235294117e-05,0.047822588235294124,0.04933458823529412,0.0,0.00660470588235294
Bloc,0.03137556430629648,9.411764705882355e-05,0.001443294117647059,0.22330429519760378,0.002935056113049596,0.0,0.0,0.0,0.058966014498243596,9.929411764705882e-05,9.929411764705882e-05,9.929411764705882e-05,0.047830014498243596,0.07301166155706713
STV,0.04091698124509403,0.0,0.03860423529411765,0.37335275861436157,0.0016023505130383015,0.08537129411764706,0.03205176470588236,0.0,0.0,9.411764705882353e-07,0.00016376470588235295,0.0003952941176470588,0.0,0.00037835294117647046
PAV,0.03530751000765395,0.0006550588235294116,0.0018578823529411764,0.26833394225642737,0.002924232583637831,0.0,0.004783529411764706,0.0,0.06448695567471419,0.0,0.0,0.0,0.05213730861589065,0.06381872038059654
MES,0.03944883214626161,0.0008837647058823523,0.0027505882352941175,0.30126429898098184,0.002969409148339948,0.0020917647058823533,0.00821270588235294,0.0,0.0709415463946148,0.0,0.0,0.0,0.057234252276967754,0.06648648757108538
CC,0.178735612712686,0.03650870588235294,0.15351764705882354,0.718994977123268,0.041097841545161724,0.2912122352941176,0.15569458823529414,0.05981411764705882,0.26425161749294734,0.0,0.07736611764705885,0.0797204705882353,0.1992812645517708,0.24610338219882974
seq-CC,0.1665224766734217,0.0315435294117647,0.14746635294117647,0.6980086400496918,0.03174444470691761,0.2414574117647058,0.15457082352941176,0.05986588235294117,0.24829256674438904,0.0,0.07168141176470587,0.07236752941176468,0.18392691968556554,0.2238666843914479
lex-CC,0.053887962496341736,0.006181176470588235,0.00912,0.40203935402113317,0.002935056113049596,0.0,0.026797176470588234,0.0,0.09315660273353772,0.0,0.0,0.0,0.07563330861589065,0.08468083802765536
Monroe,0.11511508782580823,0.007374117647058823,0.08389411764705881,0.599204859476209,0.03526913566280878,0.18754682352941174,0.07152564705882353,0.0,0.173683146904712,0.0,0.0032103529411764706,0.0044677647058823525,0.14913161749294732,0.18118855866941794
Greedy M.,0.05425150043410025,0.0019472941176470592,0.021331294117647056,0.40013151722401685,0.003886578221577021,0.010130823529411765,0.026159529411764706,0.0,0.08572270536002088,0.0,0.0,0.0,0.0702747053600209,0.08568505830119737
MAV,0.148348463391419,0.027686588235294112,0.12819764705882353,0.7319206241820917,0.06323384154516172,0.22259341176470593,0.1042649411764706,0.0,0.178495852787065,0.019751058823529413,0.026384941176470597,0.026384941176470597,0.14918102925765322,0.250435146904712
RSD,0.09573938107742655,0.010210823529411767,0.0679604705882353,0.5710345294423517,0.023945856433977935,0.0,0.045967529411764706,0.0,0.1193316207492877,0.02329317647058824,0.024415058823529404,0.02467482352941176,0.09970573839634653,0.23407232663164065
Random,0.2257841718968346,0.0682264298322185,0.1888987419326757,0.8331272898354655,0.08361493944948085,0.35371960626516114,0.1801704298322185,0.07095913571457144,0.28495851625699675,0.048417959243983184,0.11940713571457141,0.12250360630280673,0.2223528691981733,0.3588375750805261
