Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.010921938461538423,4.000000000000001e-07,6.12e-05,0.0062172,5.200000000000001e-06,0.0010536,0.0,0.0,0.0465804,0.000136,0.000136,0.000136,0.0352668,0.052392400000000006
Min,0.005490461538461498,0.0,0.00056,0.031848,0.0,0.000392,0.000288,0.0,0.00868,0.0,0.0,0.0,0.004928,0.02468
Max,0.39676738461538463,0.026192,0.34152799999999994,0.983816,0.710824,0.554728,0.10414400000000001,0.0,0.49310399999999993,0.22545600000000002,0.25259200000000004,0.26313600000000004,0.452384,0.750072
Borda,0.018412307692307638,0.001248,0.0042959999999999995,0.13656799999999997,0.0,0.000984,0.009423999999999998,0.0,0.032632,6.400000000000001e-05,6.400000000000001e-05,6.400000000000001e-05,0.022472,0.031544
EPH,0.03501476923076918,1.6000000000000003e-05,0.0010799999999999998,0.26704,0.0026320000000000002,0.00023999999999999998,0.001088,0.0,0.06492,0.0,0.0,0.0,0.051144,0.06703200000000001
SNTV,0.07375692307692303,0.0,0.07931200000000001,0.63484,0.011824,0.16511199999999998,0.056735999999999995,0.0,0.001288,4e-05,0.002032,0.002456,0.0,0.005200000000000001
Bloc,0.03389599999999994,8.000000000000001e-06,0.001104,0.251032,0.0026400000000000004,0.0,0.0,0.0,0.063272,4.8e-05,4.8e-05,4.8e-05,0.049791999999999996,0.072656
STV,0.048734153846153816,0.0,0.039584,0.469768,0.0017919999999999998,0.08704799999999999,0.034592,0.0,0.0,0.0,0.000232,0.000264,0.0,0.000264
PAV,0.03979015384615378,0.000136,0.001032,0.31746399999999997,0.0026240000000000005,0.0,0.0034640000000000005,0.0,0.071384,0.0,0.0,0.0,0.05628,0.064888
MES,0.04601353846153842,8e-05,0.00216,0.36788000000000004,0.002696,0.003136,0.008304,0.0,0.08068,0.0,0.0,0.0,0.06404000000000001,0.0692
CC,0.1536196923076923,0.0073999999999999995,0.13802399999999998,0.7751520000000001,0.043831999999999996,0.269544,0.08560799999999999,0.0,0.223224,0.0,0.007288,0.008048,0.19184,0.24709599999999998
seq-CC,0.1390836923076923,0.00492,0.12590400000000002,0.749096,0.033616,0.188912,0.084888,0.0,0.20925599999999997,0.0,0.0035680000000000004,0.0035680000000000004,0.178704,0.22565600000000002
lex-CC,0.06784061538461532,0.003504,0.009928000000000001,0.520896,0.0026240000000000005,0.0,0.028736,0.0,0.118568,0.0,0.0,0.0,0.09697599999999999,0.10069599999999998
Monroe,0.13560492307692304,0.004503999999999999,0.10234399999999999,0.7207600000000001,0.042336,0.225304,0.080128,0.0,0.20098399999999997,0.0,0.001856,0.002512,0.173312,0.20882399999999998
Greedy M.,0.06329107692307687,0.00064,0.02052,0.4813840000000001,0.00304,0.010024,0.026792,0.0,0.101952,0.0,0.0,0.0,0.08315999999999998,0.095272
MAV,0.1681003076923077,0.012904000000000002,0.14548,0.8454320000000001,0.07596800000000001,0.234752,0.090512,0.0,0.209072,0.027535999999999998,0.031584,0.031584,0.17888,0.3016
RSD,0.11342769230769227,0.006168,0.08460799999999999,0.6666319999999999,0.028768,0.0,0.044303999999999996,0.0,0.14752,0.028727999999999997,0.030087999999999997,0.030487999999999998,0.12394400000000001,0.283312
Random,0.18648430769230767,0.013072,0.17407999999999998,0.8717600000000001,0.090128,0.29568,0.08968,0.0,0.228376,0.031952,0.041111999999999996,0.042648000000000005,0.196,0.349808
