Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.015179876923076879,0.0,0.00025000000000000006,0.007398400000000001,5.960000000000002e-05,0.0024432000000000004,4.000000000000001e-07,0.0,0.06346399999999999,0.00012119999999999999,0.00012119999999999999,0.00012119999999999999,0.0491592,0.0742
Min,0.0072313846153846,0.0,0.000568,0.04372,0.0,0.000576,8e-05,0.0,0.010536,0.0,0.0,0.0,0.005448,0.03308
Max,0.36310707692307687,0.020168,0.1976,0.9744399999999999,0.6597999999999999,0.525712,0.06208,0.0,0.477384,0.203984,0.21615200000000004,0.224456,0.43553600000000003,0.7230800000000001
Borda,0.021661538461538402,0.000992,0.003576,0.15864,0.0,0.0013920000000000002,0.007192,0.0,0.040624,6.400000000000001e-05,6.400000000000001e-05,6.400000000000001e-05,0.028287999999999997,0.040704
EPH,0.04548123076923072,9.6e-05,0.00148,0.321904,0.004224,0.000288,0.0009599999999999999,0.0,0.091616,0.0,0.0,0.0,0.074936,0.095752
SNTV,0.07538030769230765,0.0,0.059392,0.670632,0.017152,0.18312,0.037688,0.0,0.0014399999999999999,3.2000000000000005e-05,0.001696,0.00248,0.0,0.006312
Bloc,0.04455446153846147,8e-05,0.001472,0.302752,0.004288,0.0,0.0,0.0,0.090576,6.400000000000001e-05,6.400000000000001e-05,6.400000000000001e-05,0.074016,0.105832
STV,0.0528258461538461,0.0,0.032856,0.51768,0.003168,0.10628000000000001,0.025312,0.0,0.0,0.0,0.000352,0.0005679999999999999,0.0,0.00052
PAV,0.050572923076923015,0.00022400000000000002,0.0015760000000000004,0.38027200000000005,0.004248,0.0,0.003152,0.0,0.098784,0.0,0.0,0.0,0.079848,0.089344
MES,0.058385230769230724,0.00020800000000000001,0.002896,0.44009599999999993,0.004376,0.005312,0.006992,0.0,0.112192,0.0,0.0,0.0,0.090696,0.09623999999999999
CC,0.1445427692307692,0.006088,0.081792,0.776432,0.044879999999999996,0.25504,0.050624,0.0,0.221568,0.0,0.004216,0.004912,0.18868800000000002,0.244816
seq-CC,0.13003015384615382,0.00416,0.073448,0.75308,0.033528,0.166216,0.050064,0.0,0.20579200000000003,0.0,0.001848,0.001848,0.176392,0.224016
lex-CC,0.07395569230769225,0.0031439999999999997,0.007416000000000001,0.554264,0.004248,0.0,0.017471999999999998,0.0,0.14035999999999998,0.0,0.0,0.0,0.11535999999999999,0.11916
Monroe,0.13188061538461535,0.004328,0.0658,0.736184,0.044088,0.221064,0.047920000000000004,0.0,0.20428800000000003,0.0,0.000984,0.0016,0.174504,0.21368800000000002
Greedy M.,0.07339507692307688,0.001,0.015431999999999998,0.538112,0.005255999999999999,0.012903999999999999,0.019088,0.0,0.130992,0.0,0.0,0.0,0.108208,0.12314399999999999
MAV,0.15853415384615382,0.00968,0.085928,0.843544,0.07443200000000001,0.22894399999999998,0.054296,0.0,0.211416,0.023208,0.02616,0.02616,0.179664,0.297512
RSD,0.11789169230769225,0.0050880000000000005,0.05350400000000001,0.6885359999999999,0.032848,0.0,0.027432,0.0,0.168656,0.03152,0.032128,0.032471999999999994,0.14286400000000002,0.317544
Random,0.17172061538461533,0.010016,0.101832,0.864104,0.087928,0.277856,0.05367999999999999,0.0,0.220744,0.027479999999999997,0.032128000000000004,0.033568,0.188664,0.334368
