Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.0005174230769230355,0.0,0.0,0.0005515,4.35e-05,0.0,0.0,0.0,0.0022905,0.0,0.0,0.0,0.0010824999999999997,0.0027584999999999997
NN-root,0.003840741809784915,4.5906351043865537e-05,2.295317552193328e-05,0.045926809309009574,3.892060197197369e-05,0.0,9.031575585804132e-05,0.0,0.002016386571394334,0.0,0.0,0.0,0.0008033611432677201,0.000984990619136935
Min,0.000160769230769175,0.0,0.0,0.00055,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0014399999999999999
Max,0.4966392307692307,0.51005,0.50835,0.97532,0.90278,0.39625,0.45382,0.014410000000000001,0.59246,0.16491,0.30822,0.30822,0.5756600000000001,0.74586
Borda,0.0025815384615384,2e-05,2e-05,0.032260000000000004,0.0,0.0,4e-05,0.0,0.0006900000000000001,0.0,0.0,0.0,0.00022,0.00031
EPH,0.006811538461538425,0.0,0.0,0.07375,0.00043999999999999996,0.0,0.0,0.0,0.00622,0.0,0.0,0.0,0.0036000000000000003,0.004540000000000001
SNTV,0.031913846153846126,0.0,0.06328,0.21175,0.0006000000000000001,0.01962,0.08306,0.0063300000000000006,0.016329999999999997,0.0,0.00677,0.00712,0.0,2e-05
Bloc,0.006806923076923025,0.0,0.0,0.07369999999999999,0.00043999999999999996,0.0,0.0,0.0,0.00622,0.0,0.0,0.0,0.0035900000000000003,0.004540000000000001
STV,0.0052484615384615005,0.0,0.0002,0.06762,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,1e-05
PAV,0.0071361538461538,0.0,0.0,0.07802,0.00045,0.0,0.0,0.0,0.00622,0.0,0.0,0.0,0.0035800000000000003,0.0045000000000000005
MES,0.007603846153846125,0.0,0.0,0.08391,0.00041,0.0,0.0,0.0,0.00647,0.0,0.0,0.0,0.0035199999999999997,0.00454
CC,0.14399230769230764,0.08857000000000001,0.1836,0.52656,0.07009,0.1123,0.24046,0.009340000000000001,0.22451,0.0,0.03839,0.04202,0.15933999999999998,0.17672
seq-CC,0.10519999999999997,0.032589999999999994,0.1693,0.48926000000000003,0.02676,0.0815,0.22952,0.00921,0.13978,0.0,0.021670000000000002,0.025410000000000002,0.06772,0.07488
lex-CC,0.012853076923076877,0.0005,0.00045000000000000004,0.13298000000000001,0.00045,0.0,0.015009999999999999,0.0,0.00752,0.0,0.0,0.0,0.0044800000000000005,0.0057
Monroe,0.06657692307692306,0.0267,0.059879999999999996,0.33716999999999997,0.04277,0.013980000000000001,0.07191,0.0,0.11466000000000001,0.0,0.00028,0.00028,0.09104,0.10683000000000001
Greedy M.,0.015189999999999976,0.0,0.00468,0.15576,0.00166,0.0,0.00569,0.0,0.01209,0.0,0.0,0.0,0.00756,0.01003
MAV,0.17364846153846153,0.17808,0.17461,0.73867,0.119,0.10575999999999999,0.30926000000000003,0.0,0.19848,0.0147,0.02136,0.02136,0.15071,0.22544000000000003
RSD,0.06995692307692303,0.04866,0.049909999999999996,0.46556000000000003,0.02701,0.0,0.11457,0.0,0.06581000000000001,0.00188,0.0023899999999999998,0.0023899999999999998,0.051489999999999994,0.07977
Random,0.23891615384615378,0.25519000000000003,0.25519000000000003,0.8243900000000001,0.1377,0.19191,0.38210999999999995,0.01213,0.29571000000000003,0.0448,0.08172,0.08947000000000001,0.22947000000000004,0.30611999999999995
