Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.011027999999999963,1.2000000000000002e-06,7.16e-05,0.0063056000000000015,8.52e-05,0.0012656,0.0,0.0,0.046775199999999996,5.520000000000001e-05,5.520000000000001e-05,5.520000000000001e-05,0.0353468,0.0533472
NN-root,0.07938857039332066,0.0030677418067142645,0.07131012734022592,0.40705600574827344,0.03077641611113326,0.09740409564488439,0.06741407528641567,0.0,0.12356193365534304,1.995928306255168e-05,5.1894135962633725e-05,5.868029220390274e-05,0.10663885673226617,0.12469162907668352
Min,0.005529846153846102,0.0,0.000544,0.03168,0.0,0.000424,0.000216,0.0,0.008816000000000001,0.0,0.0,0.0,0.00464,0.025568
Max,0.3968781538461538,0.026912000000000002,0.339096,0.9830639999999999,0.708856,0.5554479999999999,0.10424799999999998,0.0,0.49451999999999996,0.22599200000000003,0.252552,0.263552,0.455272,0.749904
Borda,0.01839199999999994,0.00108,0.00456,0.13756,0.0,0.000856,0.009552,0.0,0.032072,4e-05,4e-05,4e-05,0.02208,0.031216
EPH,0.03481661538461535,5.6000000000000006e-05,0.0011519999999999998,0.2653519999999999,0.0028880000000000004,7.2e-05,0.00132,0.0,0.064088,0.0,0.0,0.0,0.050912,0.066776
SNTV,0.07342892307692303,0.0,0.07825599999999999,0.63212,0.011736,0.16455199999999998,0.05642400000000001,0.0,0.001184,3.2000000000000005e-05,0.0022960000000000003,0.002856,0.0,0.0051199999999999996
Bloc,0.03368861538461534,3.2000000000000005e-05,0.0011840000000000002,0.249472,0.0029040000000000003,0.0,0.0,0.0,0.062040000000000005,6.400000000000001e-05,6.400000000000001e-05,6.400000000000001e-05,0.049368,0.07276
STV,0.0486252307692307,0.0,0.039760000000000004,0.4673920000000001,0.0020480000000000003,0.086488,0.035424,0.0,0.0,0.0,0.00024000000000000003,0.00033600000000000004,0.0,0.00044
PAV,0.039554461538461504,9.6e-05,0.001152,0.315752,0.002896,0.0,0.004232,0.0,0.07025600000000001,0.0,0.0,0.0,0.055712000000000005,0.064112
MES,0.04568307692307688,0.000176,0.002064,0.364232,0.003024,0.0034000000000000002,0.008544,0.0,0.0802,0.0,0.0,0.0,0.06344000000000001,0.0688
CC,0.15412492307692302,0.007424,0.135488,0.771584,0.04448799999999999,0.27222399999999997,0.086232,0.0,0.225368,0.0,0.008392,0.009248000000000001,0.19394399999999998,0.24923199999999998
seq-CC,0.1390307692307692,0.005736,0.12698399999999999,0.74576,0.033904000000000004,0.188208,0.08543999999999999,0.0,0.208552,0.0,0.004288,0.004288,0.17936000000000002,0.22488000000000002
lex-CC,0.06722523076923073,0.0038239999999999997,0.009584,0.51748,0.002896,0.0,0.028712000000000005,0.0,0.11676,0.0,0.0,0.0,0.09542400000000001,0.099248
Monroe,0.13640738461538454,0.0052239999999999995,0.10224,0.7173200000000001,0.043032,0.230328,0.08064800000000001,0.0,0.20276,0.0,0.002,0.002752,0.175352,0.21164
Greedy M.,0.06306830769230763,0.00076,0.021079999999999998,0.478336,0.00344,0.010312,0.027936,0.0,0.1012,0.0,0.0,0.0,0.082664,0.09416
MAV,0.1680455384615384,0.012368,0.142592,0.844224,0.07580799999999999,0.236896,0.09064000000000001,0.0,0.209016,0.027351999999999998,0.032608,0.032608,0.179488,0.30099200000000004
RSD,0.11350892307692302,0.006208,0.08244,0.66512,0.028608,0.0,0.043856,0.0,0.149064,0.028768,0.030032000000000003,0.030728,0.126288,0.284504
Random,0.18616123076923075,0.013519999999999999,0.17247200000000001,0.8718959999999999,0.08952,0.295448,0.08968,0.0,0.22711199999999998,0.032472,0.041600000000000005,0.04344,0.195584,0.347352
