Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-root,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,0.9692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0
Borda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTV,0.3972621538461538,0.0,0.40004,0.6806240000000001,0.0,0.6806240000000001,0.6806240000000001,0.6806240000000001,0.6806240000000001,0.0,0.6806240000000001,0.6806240000000001,0.0,0.0
Bloc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC,0.4985433846153846,0.29288,0.44457599999999997,0.730112,0.047063999999999995,0.730112,0.730112,0.730112,0.730112,0.0,0.730112,0.730112,0.29288,0.29288
seq-CC,0.49747692307692315,0.288616,0.44282400000000005,0.7302960000000001,0.046456,0.7302960000000001,0.7302960000000001,0.7302960000000001,0.7302960000000001,0.0,0.7302960000000001,0.7302960000000001,0.288616,0.288616
lex-CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greedy M.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random,0.6645442772566021,0.4992973071477141,0.4990306128554858,0.8974573071477142,0.10406261285548576,0.8974573071477142,0.8974573071477142,0.8974573071477142,0.8974573071477142,0.2558893071477141,0.8974573071477142,0.8974573071477142,0.4992973071477141,0.4992973071477141
