Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.005628785837073274,7.161764705882354e-05,0.0003305,0.0007215287341447505,4.152919647919875e-05,0.0016568489178079926,8.235294117647059e-07,0.0,0.027237537503205757,0.0002475294117647059,0.00026335294117647054,0.00026397058823529406,0.01720963691805269,0.025129340494615512
NN-root,0.020576295849679307,0.0019125689475822192,0.018851865723336154,0.12352853120810016,0.01183192170325476,0.01569715427586546,0.021287045016401825,0.0,0.028101701939807492,9.803530210135028e-06,9.862233983848418e-06,9.862233983848418e-06,0.020136744570487957,0.026114784662817258
Min,0.0030087713269749488,0.0,0.0002311764705882353,0.012755281529915273,2.9410823567044117e-06,0.0002241172470748221,0.00015823529411764702,0.0,0.008970559624673836,0.0,0.0,0.0,0.004364682683280904,0.012407033318667252
Max,0.4302104026029004,0.21753496300147993,0.425270259824901,0.9585384250041761,0.7532375386161021,0.4580939128787789,0.26765437747195997,0.08215761254255712,0.4776641209410447,0.19595705868235863,0.3241523182837393,0.3242499653425628,0.4431894232701281,0.6650352579779161
Borda,0.012102243054169194,0.0023823529411764704,0.007205261177788182,0.09578693080512074,0.0,0.001584697741502104,0.0158058494130823,0.0,0.0154317432008602,2.11764705882353e-05,2.11764705882353e-05,2.11764705882353e-05,0.008489397506452683,0.010579397506452683
EPH,0.02502829024395581,0.00037411595300893826,0.0026511764705882354,0.20471682537404387,0.004635878776613641,0.0,0.0014876470588235295,0.0,0.04362991452106621,2.3529411764705885e-06,2.3529411764705885e-06,2.3529411764705885e-06,0.030303460449817302,0.03756169574393495
SNTV,0.0784115104481793,0.0,0.10911770145664759,0.4840295097137293,0.015640584658966578,0.13225468873009788,0.11134985993501434,0.03836949162033518,0.04363116941204705,0.00017,0.040645962208570474,0.040801256326217526,0.0,0.0033394117647058824
Bloc,0.02434430857878803,0.00018764536477364416,0.0025264705882352932,0.19676388716216062,0.00462940828249223,0.0,0.0,0.0,0.04304814981518386,5.294117647058824e-06,5.294117647058824e-06,5.294117647058824e-06,0.02979287221452319,0.03951169574393495
STV,0.03360267367042871,0.0,0.04231050616798857,0.2974649587663552,0.0047099991529750565,0.052866434519089824,0.03895403557975328,0.0,0.0,4.11764705882353e-06,0.0001764705882352941,0.0001764705882352941,0.0,0.00017176470588235293
PAV,0.028587293116420085,0.0009299983059501147,0.0030435294117647053,0.24201268641019075,0.004646466847208463,0.0,0.006275294117647059,0.0,0.046305208638713284,0.0,0.0,0.0,0.03251993103805259,0.035901695743934946
MES,0.03053928292642046,0.0009705865883011737,0.0037894117647058827,0.2562467889519713,0.00464293715310211,0.0013523529411764706,0.008584117647058822,0.0,0.04930167885049304,0.0,0.0,0.0,0.034863460896858246,0.03725934324979942
CC,0.16420009628212148,0.05404794208231671,0.16316644263641214,0.660372328165697,0.06856690508850234,0.21655991605041683,0.17927274010216063,0.05719179745751346,0.2302756712555027,0.0,0.07092532686927817,0.0714129739281017,0.16648960401583934,0.19631960401583934
seq-CC,0.14812919410101416,0.04644028229459057,0.15581115077749827,0.6275717560238767,0.04376278758261434,0.18167699713187946,0.17528862685492577,0.05716121122213935,0.20758156165518082,0.0,0.059017093575080525,0.05952238769272758,0.14524254013368876,0.16660312836898286
lex-CC,0.046604529538275444,0.009516468894185408,0.013127647058823532,0.36190087754136885,0.004659408023679051,0.0,0.03344176470588236,0.0,0.07146932628577213,0.0,0.0,0.0,0.054751107508640824,0.056992283979229064
Monroe,0.09754758018186056,0.016178787460266294,0.08955338541752446,0.5246053266810503,0.04852934390859659,0.12507111197905024,0.0855822089469362,0.0,0.1361104109953249,0.0,0.0005482352941176471,0.0005482352941176471,0.11122751289948403,0.13016398348771926
Greedy M.,0.04479252668264307,0.0024776408708357548,0.02645645096549079,0.34796140657903096,0.006441750635856919,0.005915882352941177,0.03292468625960844,0.0,0.06279166256879135,0.0,0.0,0.0,0.04622580096796128,0.05110756567384362
MAV,0.13444110345812404,0.05436758931995661,0.13544153087994126,0.6997327371140447,0.09577106760435465,0.12804164800466802,0.15040329558582358,0.0,0.1474485796803422,0.013150000000000002,0.014656470588235297,0.014656470588235297,0.11828866421813716,0.17577629137187448
RSD,0.08883810053208728,0.022798216377227256,0.08545345033257491,0.5360047126820812,0.03985465767251663,0.0,0.07012109739139846,0.0,0.09450809817019083,0.02304764705882353,0.02422823529411765,0.02422823529411765,0.07349930932174475,0.1611516473223424
Random,0.218013608344354,0.10873146290618964,0.2144387975304518,0.8039204120070492,0.12704864393659546,0.28464226332123177,0.22466979671401385,0.07059297244580803,0.2502415548319244,0.04955529407059011,0.11078591357522166,0.11177356063404521,0.1909719514748822,0.2868042850285989
