Method,Mean,Maj W,Maj L,Cond W,Cond L,Pareto,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN-all,0.0017729846153845825,0.0,3.2000000000000007e-06,0.0079684,0.0003228000000000001,0.0,0.0,0.0,0.0040092,1.6000000000000003e-05,1.6000000000000003e-05,1.6000000000000003e-05,0.0029788,0.0077184
NN-root,0.0067948769126366295,8.542573150771524e-05,0.0011803920003193437,0.07161550437108295,0.0001425092810666149,3.153566723883119e-05,0.0013105265258871728,6.386970580016096e-06,0.0047363378707436544,0.0,6.386970580016096e-06,6.386970580016096e-06,0.0039200031934852695,0.005292004311205106
Min,0.00044738461538458,0.0,0.0,0.001128,0.0,0.0,0.0,0.0,5.599999999999999e-05,0.0,0.0,0.0,0.0,0.004632
Max,0.5036030769230768,0.452928,0.453488,0.963312,0.871944,0.47088,0.38934399999999997,0.01172,0.635808,0.234088,0.31985600000000003,0.320272,0.618816,0.804384
Borda,0.00330338461538456,8.000000000000001e-06,8.000000000000001e-06,0.03901600000000001,0.0,0.0,1.6000000000000003e-05,0.0,0.001376,0.0,0.0,0.0,0.0009679999999999999,0.001552
EPH,0.00889169230769224,0.0,0.0,0.090392,0.000296,0.0,0.0,0.0,0.008504000000000001,0.0,0.0,0.0,0.006632000000000001,0.009768
SNTV,0.043706461538461486,0.0,0.074048,0.292176,0.00031200000000000005,0.034168,0.111192,0.006504,0.028392,0.0,0.009816,0.011536000000000001,0.0,4e-05
Bloc,0.008863384615384561,0.0,0.0,0.089992,0.000296,0.0,0.0,0.0,0.008512,0.0,0.0,0.0,0.00664,0.009784
STV,0.00731692307692304,0.0,0.00024000000000000003,0.094568,8.8e-05,0.0,0.00022400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAV,0.00928799999999994,0.0,0.0,0.09592,0.000296,0.0,0.0,0.0,0.008464000000000001,0.0,0.0,0.0,0.006712,0.009352
MES,0.00985907692307686,0.0,0.0,0.103016,0.00024000000000000003,0.0,0.0,0.0,0.00852,0.0,0.0,0.0,0.006808,0.009583999999999999
CC,0.1619501538461538,0.088744,0.172872,0.605464,0.042120000000000005,0.156968,0.241688,0.008336,0.266704,0.0,0.05569599999999999,0.063096,0.190328,0.21333600000000003
seq-CC,0.12960738461538457,0.040104,0.17036,0.575072,0.022592,0.12472799999999999,0.23308,0.00844,0.19028,0.0,0.04291199999999999,0.04815199999999999,0.10709600000000001,0.12208000000000001
lex-CC,0.0162498461538461,0.00032,0.00022399999999999997,0.165552,0.000296,0.0,0.014879999999999999,0.0,0.009968,0.0,0.0,0.0,0.007824000000000001,0.012184
Monroe,0.0812430769230769,0.027104,0.056976000000000006,0.41768800000000006,0.031247999999999998,0.031536,0.081568,0.0,0.14598399999999997,0.0,0.00042400000000000006,0.00042400000000000006,0.1216,0.141608
Greedy M.,0.01955753846153842,8.000000000000001e-06,0.004936,0.19580000000000003,0.0011040000000000002,0.0,0.006496,0.0,0.015576000000000001,0.0,0.0,0.0,0.012256,0.018071999999999998
MAV,0.17103753846153838,0.140816,0.13656800000000002,0.7610239999999999,0.07544,0.130536,0.26701600000000003,0.0,0.21615199999999998,0.019712,0.026311999999999995,0.026311999999999995,0.16936800000000002,0.254232
RSD,0.07399938461538459,0.036784,0.039024,0.5087680000000001,0.014183999999999999,0.0,0.10064799999999999,0.0,0.078248,0.002208,0.0026880000000000003,0.002704,0.064728,0.112008
Random,0.2532326153846154,0.22554400000000002,0.22755999999999998,0.858568,0.09204000000000001,0.246152,0.345888,0.01032,0.349368,0.051264,0.11329600000000002,0.123896,0.2728,0.375328
