Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.32056727272727276,0.1224,0.77544,0.0,0.50008,0.62492,0.49452,0.0022,0.01208,0.49452,0.50008,0.0
Borda ranking,0.007767272727272728,0.0,0.05224,0.0,0.0,0.0332,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.09987272727272728,0.0,0.59064,0.0,0.0,0.49776,0.0,0.0,0.0102,0.0,0.0,0.0
Approval Voting (AV),0.025934545454545453,0.0,0.16256,0.0,0.0,0.12272,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.025934545454545453,0.0,0.16256,0.0,0.0,0.12272,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.32123272727272734,0.1236,0.77672,0.0,0.50092,0.62684,0.49512,0.00244,0.01188,0.49512,0.50092,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.025934545454545453,0.0,0.16256,0.0,0.0,0.12272,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.3214000000000001,0.12316,0.77536,0.0,0.50228,0.6258,0.49548,0.00272,0.01284,0.49548,0.50228,0.0
Monroe's Approval Rule (Monroe),0.32123272727272734,0.1236,0.77672,0.0,0.50092,0.62684,0.49512,0.00244,0.01188,0.49512,0.50092,0.0
Greedy Monroe,0.0722181818181818,0.0,0.43048,0.0,0.0,0.36096,0.0,0.0,0.00296,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.32123272727272734,0.1236,0.77672,0.0,0.50092,0.62684,0.49512,0.00244,0.01188,0.49512,0.50092,0.0
