NN-0,NN-1,NN-2,NN-3,NN-4,NN-5,NN-6,NN-7,NN-8,NN-9,NN-10,NN-11,NN-12,NN-13,NN-14,NN-15,NN-16,NN-17,NN-18,NN-19
169.3699482679367,170.40986490249634,170.123511582613,168.8987788259983,170.55263140797615,171.786854326725,171.88848611712456,169.7543923854828,171.5311652123928,170.34692773222923,169.57252049446106,169.1359602510929,171.33316600322723,170.3990822136402,170.27681103348732,170.75401893258095,172.26201301813126,171.10746648907661,171.01369813084602,169.73373180627823
157.14290741086006,157.25542291998863,157.3385106921196,157.2104097008705,157.2434534728527,157.21075847744942,157.22752311825752,157.19786152243614,157.14965695142746,157.16957631707191,157.30456590652466,157.1629291176796,157.2548390030861,157.18172097206116,157.27929711341858,157.28793197870255,157.1698708832264,157.13186421990395,157.19037321209908,157.13437935709953
157.248359978199,157.16050201654434,157.1039887368679,157.187794983387,157.1897161602974,157.23754730820656,157.24253442883492,157.1291799247265,157.18306928873062,157.18279123306274,157.2760458290577,157.20233210921288,157.13165926933289,157.08160969614983,157.15779420733452,157.18180632591248,157.17441722750664,157.28918448090553,157.18261536955833,157.17254602909088
157.20136976242065,157.20689815282822,157.14510694146156,157.14818131923676,157.17926675081253,157.161651968956,157.11156979203224,157.13464024662971,157.1762399971485,157.20865419507027,157.15103152394295,157.13273712992668,157.23544424772263,157.0911508500576,157.21608304977417,157.18494480848312,157.16634860634804,157.26732656359673,157.20511183142662,157.2299181818962
157.1239888370037,157.11338737607002,157.1475032866001,157.01684072613716,157.2004717886448,157.14820489287376,157.21199786663055,157.13077992200851,157.08123350143433,157.11298367381096,157.18445229530334,157.14977836608887,157.18481495976448,157.0956866145134,157.12792479991913,157.13846024870872,157.13331604003906,157.18187096714973,157.07289558649063,157.18068534135818
157.26050305366516,157.2710699737072,157.13604620099068,157.24735534191132,157.14145371317863,157.189655482769,156.9463778436184,157.04353377223015,157.04785081744194,157.01253047585487,157.1179525256157,156.9859553873539,157.1218140721321,157.109829723835,157.15064907073975,157.1239174902439,157.10306349396706,157.00602328777313,156.9794626533985,157.16030544042587
157.10329338908195,156.9519132077694,157.12001365423203,157.02798840403557,157.07018196582794,157.2337043583393,156.7756512761116,157.13082256913185,156.76899108290672,156.5056904554367,156.84741327166557,148.87204065918922,157.09262517094612,156.76092168688774,157.0982777774334,156.73222637176514,157.20204067230225,156.8980224430561,156.69962137937546,157.10265851020813
157.11054849624634,156.56597912311554,156.93905040621758,156.91620981693268,157.09256207942963,157.06675925850868,155.93346387147903,157.0281764268875,155.2150286436081,147.30647179484367,156.09983059763908,131.1851588487625,157.0042751133442,156.09612327814102,157.12044349312782,154.19458255171776,157.09106242656708,156.2222051024437,155.54897612333298,156.93857100605965
156.8513063788414,152.90578672289848,155.9708409011364,156.48943215608597,156.63610941171646,157.01521944999695,140.852052628994,156.67481607198715,132.19109934568405,131.4309689104557,138.10140627622604,129.94205862283707,156.50396022200584,137.43123316764832,156.74345448613167,131.0492579638958,157.07712683081627,146.25319635868073,134.05950140953064,156.03859513998032
156.09223303198814,133.4730757176876,135.1596019566059,152.64270171523094,144.8229445517063,156.6874302625656,131.1343794465065,156.0716436803341,124.5978687107563,130.05993548035622,128.4727607369423,129.27996402978897,144.21338176727295,126.15170675516129,148.02939292788506,107.18468768894672,156.78820380568504,121.93616491556168,125.85529732704163,138.99658504128456
137.75623807311058,131.5160877108574,130.1381423175335,128.94481655955315,130.71332848072052,155.37206509709358,130.12457892298698,139.04595538973808,119.08604443073273,129.1003978550434,125.3787431716919,128.8147779405117,127.33524897694588,118.31556379795074,132.6256546676159,98.79237194359303,152.77599906921387,102.97929365932941,118.53063720464706,131.0636999309063
131.4095247387886,130.4612348973751,129.58998078107834,121.06226423382759,129.23703840374947,136.7064419388771,129.4318971335888,127.6742515861988,116.60357722640038,127.75839990377426,118.01390987634659,128.8328318297863,125.35849678516388,114.7535395026207,129.8523163497448,94.83432766795158,131.43848237395287,93.18054780364037,115.61946281790733,129.97427958250046
130.63539415597916,129.97772592306137,129.09628942608833,112.10743321478367,127.4010702073574,130.75905215740204,129.05258044600487,123.92745560407639,114.45161290466785,125.42103603482246,114.73139172792435,128.56193670630455,120.14047718048096,112.12601509690285,127.66740798950195,91.63554348051548,125.75058588385582,82.54134605824947,112.92056089639664,129.5227809548378
129.86217966675758,129.67294570803642,128.81202203035355,101.20971311628819,125.10904949903488,129.85959655046463,128.6591715812683,115.06318086385727,111.68134148418903,120.94943153858185,112.482387393713,128.28180557489395,116.12740623950958,109.50810161232948,124.07729381322861,88.19029721617699,120.87072944641113,75.90186166763306,110.15177515149117,129.09518793225288
129.41352227330208,129.46179148554802,128.65214744210243,95.76474364101887,119.48460510373116,129.19492456316948,128.57593831419945,105.45611847937107,108.10563153028488,110.80431044101715,108.97451908886433,128.11611461639404,114.52973878383636,106.15285442769527,114.18579480051994,80.30196523666382,115.65759217739105,72.17908681929111,106.93574811518192,128.78627216815948
129.00023862719536,129.23328486084938,128.45929688215256,91.01007936894894,108.39915055036545,128.88195288181305,128.1055596768856,96.89761187136173,103.48546120524406,107.00105011463165,103.29649184644222,127.16086402535439,112.95463719964027,100.59074005484581,110.11989951133728,66.85336400568485,112.09839396178722,68.08951850235462,100.217306047678,128.7132025361061
127.41946551203728,128.80784392356873,128.10958963632584,86.51207228004932,94.2404356598854,128.79007071256638,127.2765049636364,92.07544755935669,100.94419765472412,104.2401823848486,98.407624527812,125.1414526104927,110.9717708826065,92.95872069895267,105.54922392964363,63.06187008321285,104.47382317483425,65.55434595048428,92.96214547753334,128.6061491072178
124.27580964565277,126.90110331773758,127.22475269436836,84.9781074821949,86.35382547974586,128.63440948724747,125.566380828619,86.85595680773258,98.07420480251312,100.31098529696465,95.32867173850536,119.89218616485596,109.11919057369232,90.5158710628748,96.44739790260792,61.667849250137806,97.99715808033943,63.87113078683615,89.24746054410934,128.4942002594471
115.79575338959694,114.95558153092861,124.4327694773674,84.48914366960526,84.65860703587532,128.55449917912483,124.60789658129215,82.45136794447899,96.07575422525406,94.82517966628075,92.70768649876118,106.52200300991535,106.9926110804081,88.88238364458084,89.87591089308262,60.628468565642834,92.24310298264027,62.4711040481925,85.77146178483963,128.4266710281372
109.02010200917721,100.45796659588814,108.21857942640781,84.0860898643732,83.9547473937273,128.45799496769905,120.18061941862106,75.6674527823925,94.01586210727692,90.80420538783073,91.0036236345768,93.93752045929432,103.75583931803703,86.30108515918255,86.72796447575092,60.147501803934574,83.59320975840092,62.016194984316826,84.25416046380997,128.39250615239143
103.92478615045547,94.25110891461372,96.06832820177078,83.68134568631649,83.40912607312202,128.3663628101349,104.03900010883808,69.74216687679291,91.62075106799603,88.3399877101183,89.99082672595978,86.36652179062366,100.14378455281258,84.39154586195946,85.53993497788906,60.05994226783514,65.60126405209303,61.186863496899605,83.72255437076092,128.24234333634377
94.83298087120056,88.67690460383892,88.85771960020065,83.24365074932575,83.28374452888966,128.17042762041092,90.75244270265102,66.44264546781778,90.59640903770924,85.05195993185043,88.69936794042587,84.1250260323286,97.50231736898422,83.70245857536793,84.87109488248825,59.620123617351055,48.28345414996147,60.69870799779892,83.22388072311878,127.80894246697426
89.15965937077999,85.5724618434906,86.5726842135191,83.24675090610981,82.81559811532497,127.99806943535805,85.94121718406677,64.5677843093872,90.28190143406391,84.07135701179504,86.60470595955849,83.5855021327734,96.28602696955204,83.39045642316341,84.45451317727566,59.22852524369955,41.40773555636406,60.3530974984169,83.03892175853252,127.29175209999084
